hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p17_hook_left_main_001,0.313274165,0.487675797,0.293975589,0.277572445,0.225175958,0.169693182,0.072315044,0.069412337,0.047943475,0.500075935,0.76753372,0.687296384,0.657530784,-0.003054733
p17_hook_left_main_002,0.297633098,0.465234623,0.298138723,0.279770176,0.229987859,0.172378194,0.07161606,0.070737425,0.048013428,0.502236266,0.762331218,0.684302732,0.643666656,
p17_hook_left_main_003,0.305678687,0.46355628,0.299196322,0.271794213,0.226765041,0.170957006,0.072035487,0.069242132,0.047750733,0.49765577,0.760570412,0.681696019,0.646721389,
p17_hook_left_main_004,0.31004562,0.481559993,0.300594683,0.27754878,0.237272703,0.186703611,0.072005578,0.071290404,0.048036541,0.532542273,0.765242888,0.695432704,,
p17_hook_left_main_005,0.301956811,0.464693585,0.306531677,0.271321342,0.251850472,0.182214735,0.072690797,0.069836404,0.04796676,0.533916467,0.761231166,0.693036756,,
p17_hook_left_main_006,0.294789821,0.467853332,0.308273864,0.2678815,0.251594473,0.201625053,0.071752445,0.070178373,0.047695644,0.561604449,0.750337166,0.693717351,,
p17_hook_left_main_007,0.311107649,0.466505516,0.298243294,0.269831394,0.222572507,0.17395815,0.071985415,0.069740698,0.047787903,0.521057467,0.733024357,0.66943429,,
p17_hook_left_main_008,0.295380839,0.451229589,0.298685956,0.259456896,0.227228369,0.173159476,0.072876441,0.070183243,0.047668169,0.532573984,0.700397237,0.650050261,,
p17_hook_left_main_009,0.289527105,0.442637765,0.306065925,0.258111664,0.22286854,0.168376802,0.071525481,0.069912895,0.0476687,0.522895093,0.701483552,0.647907014,,
p17_hook_left_main_010,0.296919829,0.465722966,0.304714575,0.287380134,0.231629924,0.165807534,0.073084899,0.07196298,0.047934735,0.521279634,0.748062927,0.680027939,,
p17_hook_left_main_011,0.305600796,0.460892902,0.300841999,0.257770246,0.220331827,0.167639645,0.072862599,0.069601031,0.047690656,0.513742308,0.716757318,0.655852815,,
p17_hook_left_main_012,0.288251313,0.47795341,0.30914848,0.270081,0.217428373,0.158943171,0.070900158,0.073226406,0.047690027,0.510706965,0.727869538,0.662720766,,
p17_hook_left_main_013,0.306460638,0.466601869,0.300627184,0.250535948,0.21981662,0.16474803,0.072585544,0.069508877,0.04765758,0.531686594,0.692230613,0.644067407,,
p17_hook_left_main_014,0.307369692,0.476323225,0.302278079,0.263984381,0.222986485,0.160614022,0.072157295,0.070563612,0.047767224,0.533539787,0.708979644,0.656347687,,
p17_hook_left_main_015,0.307914687,0.472288386,0.305970892,0.273587048,0.215287216,0.154424761,0.071529746,0.074447505,0.047747967,0.507316786,0.730004761,0.663198368,,
p17_hook_left_main_016,0.307067478,0.459826339,0.308395857,0.263239074,0.217813951,0.160647386,0.072129682,0.070217607,0.0477857,0.512043796,0.722751467,0.659539166,,
p17_hook_left_main_017,0.289953647,0.438276749,0.301752634,0.249445638,0.211662626,0.172181857,0.070865596,0.06987504,0.047638827,0.514542287,0.685707817,0.634358158,,
p17_hook_left_main_018,0.288032184,0.462816293,0.295969196,0.202725631,0.199851749,0.17696839,0.06875088,0.065933098,0.047652656,0.477081536,0.682674062,0.620996304,,
p17_hook_left_main_019,0.281478677,0.445976533,0.300006229,0.251975082,0.21905433,0.166172388,0.071275688,0.070434392,0.047667098,0.465423505,0.737363058,0.655781192,,
p17_hook_left_main_020,0.302132292,0.467975269,0.308498212,0.280231821,0.226708363,0.172618615,0.071558562,0.069878407,0.048076352,0.516536152,0.759214986,0.686411336,,
