straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p11_straight_main_001,0.35320063,0.462272647,0.232173619,0.327468906,0.335807871,0.245695385,0.048699109,0.055625109,0.050276577,0.565619669,0.911764554,0.807921089,0.773304386,-0.027129249
p11_straight_main_002,0.348083263,0.457219306,0.248985366,0.32868988,0.316912437,0.245079208,0.048328585,0.051826679,0.050169846,0.567651971,0.90731313,0.805414782,0.7319665,
p11_straight_main_003,0.359226467,0.463675906,0.263778395,0.301502712,0.30861007,0.269408215,0.050015237,0.068208176,0.048753655,0.541789561,0.927393926,0.811712616,0.759095749,
p11_straight_main_004,0.344494186,0.465352683,0.245133787,0.320400815,0.334870348,0.246396769,0.048706174,0.052727459,0.05132217,0.586609547,0.898606058,0.805007105,,
p11_straight_main_005,0.30343961,0.439218835,0.19916886,0.274945611,0.20498114,0.22185282,0.048689451,0.047709816,0.047621483,0.495355466,0.728618885,0.658639859,,
p11_straight_main_006,0.336224465,0.456868121,0.26035774,0.307842056,0.323475731,0.228798271,0.048546797,0.051771238,0.049024858,0.541812152,0.910388181,0.799815372,,
p11_straight_main_007,0.344706307,0.476451276,0.265123082,0.321178028,0.334026135,0.232854434,0.048652204,0.052042728,0.048670045,0.584779574,0.912846067,0.814426119,,
p11_straight_main_008,0.334483212,0.48004039,0.254963159,0.315558973,0.329669497,0.234661447,0.048371964,0.05807927,0.0501948,0.555065355,0.915645958,0.807471777,,
p11_straight_main_009,0.328366386,0.475247317,0.244081472,0.306832973,0.326964607,0.236684499,0.048461616,0.055602627,0.049459784,0.538740716,0.909385561,0.798192108,,
p11_straight_main_010,0.298223511,0.35719864,0.205189835,0.27675676,0.216457158,0.21828861,0.048508371,0.047705461,0.047620902,0.449456722,0.738096835,0.651504801,,
p11_straight_main_011,0.330697827,0.481354337,0.263049079,0.330746238,0.316808267,0.241259256,0.048588854,0.051487826,0.049306678,0.570344411,0.922209693,0.816650108,,
p11_straight_main_012,0.326953478,0.474876812,0.252441919,0.326870157,0.313208911,0.242735145,0.048497163,0.05339815,0.049417429,0.561579138,0.907303084,0.8035859,,
p11_straight_main_013,0.302883439,0.35677442,0.209728285,0.272897043,0.221108689,0.236151574,0.048744739,0.047719897,0.04762499,0.476858971,0.735303591,0.657770205,,
p11_straight_main_014,0.332317372,0.486815943,0.249286435,0.33339359,0.324299191,0.238267147,0.048270599,0.055691115,0.049883053,0.593053027,0.892994986,0.803012398,,
p11_straight_main_015,0.33490868,0.483818513,0.259124468,0.325434995,0.326656556,0.241476035,0.048620041,0.053543333,0.050942015,0.593138444,0.901364685,0.808896812,,
p11_straight_main_016,0.334589639,0.455494368,0.254242001,0.298524471,0.301189601,0.247047734,0.049299106,0.057414675,0.048888266,0.512988497,0.911686616,0.79207718,,
p11_straight_main_017,0.33245483,0.476302581,0.264099529,0.343461359,0.32650695,0.235746757,0.048278033,0.052955705,0.049414008,0.588095327,0.919156824,0.819838375,,
p11_straight_main_018,0.34237274,0.467958971,0.255809175,0.32023741,0.313572007,0.224710136,0.048306272,0.055525312,0.051414439,0.572067791,0.87959388,0.787336054,,
p11_straight_main_019,0.333016759,0.474399482,0.268707172,0.32039485,0.32163603,0.224175634,0.048819904,0.059897944,0.053366212,0.569225239,0.894421448,0.796862586,,
p11_straight_main_020,0.341735292,0.470992619,0.266162601,0.35012915,0.328281819,0.2239388,0.048403543,0.053005652,0.050494766,0.584395058,0.923252312,0.821595136,,
p11_straight_main_021,0.337088436,0.446191363,0.271629567,0.333165412,0.310900735,0.227719284,0.04958206,0.065947741,0.049121225,0.525079593,0.928668986,0.807592168,,
p11_straight_main_022,0.334451015,0.488608224,0.278401807,0.332352193,0.325151345,0.269645867,0.048054891,0.059105183,0.049556232,0.636063695,0.907788559,0.8262711,,
p11_straight_main_023,0.314335099,0.370621984,0.233030729,0.29579448,0.222034316,0.233529261,0.048712275,0.047787441,0.047622397,0.507639606,0.761007105,0.684996855,,
p11_straight_main_024,0.326171559,0.444201098,0.25406099,0.328385326,0.316037949,0.21346859,0.048085714,0.051647311,0.048699878,0.552304491,0.882087,0.783152247,,
p11_straight_main_025,0.330622164,0.470934749,0.262435621,0.315093361,0.319183307,0.241377465,0.048368748,0.051789546,0.049312637,0.578689565,0.897376122,0.801770154,,
p11_straight_main_026,0.338149548,0.466117308,0.27679911,0.330462557,0.318347597,0.228161762,0.049280126,0.056353143,0.058705704,0.551737974,0.925536438,0.813396899,,
p11_straight_main_027,0.289242393,0.430085176,0.20699334,0.273648599,0.212006948,0.198892225,0.048598535,0.047699852,0.047623243,0.470514082,0.723520221,0.647618379,,
