hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p07_hook_left_main_001,0.204532142,0.361920462,0.269883428,0.294056717,0.227670581,0.275440592,0.071125194,0.069269668,0.047791573,0.445484424,0.790891154,0.687269135,0.718493478,0.002364729
p07_hook_left_main_002,0.226441307,0.390810978,0.292911856,0.313657007,0.189779734,0.279978723,0.06448764,0.062722733,0.047987367,0.425906413,0.863566158,0.732268234,0.664428613,
p07_hook_left_main_003,0.204857722,0.361004327,0.298348709,0.323816327,0.230979461,0.282738225,0.070858408,0.07194451,0.047830402,0.453176243,0.852621483,0.732787911,0.662063884,
p07_hook_left_main_004,0.220710413,0.386061804,0.302129291,0.327655638,0.185837336,0.329991593,0.064952918,0.062807751,0.04793177,0.487751699,0.864578717,0.751530611,,
p07_hook_left_main_005,0.236154622,0.383240654,0.307045379,0.332656812,0.189329708,0.256481891,0.066062113,0.064003223,0.047635886,0.430407167,0.870341789,0.738361402,,
p07_hook_left_main_006,0.23673496,0.404378068,0.302089596,0.335148644,0.183045599,0.276190608,0.06466322,0.063065574,0.047757469,0.458437364,0.863452116,0.74194769,,
p07_hook_left_main_007,0.225553082,0.393055963,0.301326167,0.345337751,0.184923653,0.291316185,0.063687729,0.063152466,0.047781723,0.466137807,0.871957953,0.75021191,,
p07_hook_left_main_008,0.232371874,0.393288697,0.306100971,0.334470015,0.179186303,0.282535584,0.063511516,0.062787016,0.047723658,0.455753303,0.865969612,0.74290472,,
p07_hook_left_main_009,0.215054816,0.385661803,0.298207755,0.334233755,0.188279601,0.261946075,0.065677302,0.063466436,0.047637089,0.442854823,0.840807505,0.7214217,,
p07_hook_left_main_010,0.207425149,0.383741896,0.2996281,0.328321036,0.170246741,0.209940793,0.070084296,0.068508337,0.047761849,0.428204055,0.774479213,0.670596665,,
p07_hook_left_main_011,0.201296304,0.344926359,0.281128217,0.322219043,0.234286238,0.271610015,0.071098158,0.076644655,0.047655687,0.45971206,0.803777211,0.700557665,,
p07_hook_left_main_012,0.241623538,0.368893869,0.298874836,0.343107061,0.176634114,0.287997398,0.062835383,0.06129018,0.047750074,0.460235832,0.862419545,0.741764431,,
p07_hook_left_main_013,0.230112894,0.352712163,0.293117855,0.31617002,0.206192052,0.276877818,0.068259646,0.074943637,0.047702262,0.443922066,0.829002408,0.713478305,,
p07_hook_left_main_014,0.2252899,0.359168214,0.303547376,0.335418149,0.219097718,0.256128583,0.070932268,0.076367899,0.047833022,0.441465063,0.853278184,0.729734248,,
p07_hook_left_main_015,0.249860749,0.347205422,0.290131801,0.267857601,0.189384719,0.204260738,0.067783389,0.064932099,0.047702819,0.40886526,0.743346998,0.643002477,,
p07_hook_left_main_016,0.20757168,0.353820265,0.293701973,0.207121321,0.198602914,0.204966568,0.067965402,0.064392128,0.047648439,0.355535291,0.736676924,0.622334434,,
p07_hook_left_main_017,0.252259134,0.365265364,0.304189642,0.26290838,0.189385529,0.213363786,0.067538577,0.06456082,0.04770788,0.36781769,0.818245926,0.683117455,,
