hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p26_hook_left_main_001,0.206976398,0.462820858,0.310556485,0.267211375,0.269702222,0.240919154,0.062461861,0.060673555,0.047639295,0.479764817,0.856262523,0.743313211,0.565254388,0.068657426
p26_hook_left_main_002,0.186645225,0.450788172,0.302980302,0.262376763,0.242575461,0.188817143,0.068862142,0.064818307,0.04762152,0.460812942,0.755661374,0.667206844,0.715563929,
p26_hook_left_main_003,0.137954293,0.397543825,0.217667412,0.207368794,0.226821493,0.104508396,0.064797659,0.062889887,0.047625339,0.470798479,0.46174613,0.464461834,0.646906503,
p26_hook_left_main_004,0.097766327,0.319024586,0.155824215,0.149563423,0.191240805,0.084130154,0.061748746,0.059733416,0.047619769,0.470922942,0.230418767,0.302570019,,
p26_hook_left_main_005,0.065649155,0.318701384,0.123723285,0.119440359,0.136519331,0.084046266,0.0619031,0.061202368,0.047619367,0.491288555,0.075527532,0.200255839,,
p26_hook_left_main_006,0.059566807,0.301136656,0.112177126,0.113863173,0.104343094,0.082760623,0.061543224,0.059223582,0.047619192,0.475522209,0.031109078,0.164433017,,
p26_hook_left_main_007,0.220613464,0.473082052,0.314739541,0.277690239,0.266238685,0.239912879,0.062452704,0.060725616,0.047631184,0.506882422,0.850098798,0.747133885,,
p26_hook_left_main_008,0.230298057,0.483057064,0.306858984,0.301467536,0.259794182,0.241933112,0.062934954,0.06073504,0.047648571,0.532745016,0.844162251,0.75073708,,
p26_hook_left_main_009,0.201381604,0.443685844,0.24823655,0.245709893,0.258081351,0.168230083,0.062861132,0.061040917,0.047637455,0.505577551,0.648889249,0.60589574,,
p26_hook_left_main_010,0.201160541,0.432889097,0.26999479,0.276048548,0.275301284,0.169647014,0.061326186,0.062121333,0.047790818,0.523368845,0.694775745,0.643353675,,
p26_hook_left_main_011,0.121187442,0.365877035,0.183944424,0.206579417,0.208658579,0.099549842,0.064497473,0.062765452,0.04762124,0.508201966,0.340636842,0.390906379,,
p26_hook_left_main_012,0.2568369,0.461034959,0.310691021,0.286580075,0.274914068,0.208684571,0.061277264,0.059877577,0.047641263,0.532937623,0.820681025,0.734358005,,
p26_hook_left_main_013,0.215569414,0.42665783,0.25960454,0.242041087,0.257953175,0.160286525,0.061649029,0.059888023,0.047634479,0.493434891,0.662087415,0.611491658,,
p26_hook_left_main_014,0.215760683,0.442325538,0.276374182,0.238308544,0.265181413,0.17216946,0.061441799,0.059616577,0.047631654,0.491692896,0.703099137,0.639677265,,
p26_hook_left_main_015,0.230225989,0.444328108,0.315018121,0.253029724,0.275277473,0.194868704,0.062143114,0.060021273,0.047639854,0.465974446,0.823298277,0.716101128,,
p26_hook_left_main_016,0.207723304,0.475206211,0.306561217,0.255369084,0.292282286,0.11525937,0.068040673,0.063438533,0.047687256,0.45552464,0.763374171,0.671019312,,
p26_hook_left_main_017,0.226570946,0.443492276,0.296209648,0.260250591,0.243509366,0.255837492,0.061841586,0.060333726,0.047644126,0.494803442,0.811716022,0.716642248,,
