uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p10_uppercut_left_main_001,0.296865384,0.431803155,0.277108079,0.234911115,0.221120107,0.239988055,0.04878905,0.047736544,0.047620292,0.480288904,0.79796451,0.702661828,0.747853296,0.034471718
p10_uppercut_left_main_002,0.305869365,0.444728786,0.286145679,0.234499198,0.225567877,0.2655284,0.048214455,0.047673408,0.047622442,0.525954934,0.802937137,0.719842476,0.764476269,
p10_uppercut_left_main_003,0.320007583,0.454802224,0.306770033,0.315244033,0.238469228,0.273978191,0.048383409,0.04774387,0.047620438,0.639876849,0.825085708,0.76952305,0.730004551,
p10_uppercut_left_main_004,0.340549354,0.441781171,0.297549832,0.295045473,0.261005747,0.270518245,0.048107987,0.048117401,0.047645271,0.627886159,0.829213758,0.768815479,,
p10_uppercut_left_main_005,0.345471922,0.4355455,0.298825166,0.227369445,0.279193684,0.254698886,0.048276661,0.047891289,0.04762227,0.623096698,0.770401874,0.726210321,,
p10_uppercut_left_main_006,0.328076048,0.431398401,0.303262844,0.311226466,0.242283344,0.245287126,0.048394077,0.047698518,0.047621912,0.604820032,0.817987939,0.754037567,,
p10_uppercut_left_main_007,0.359658196,0.44547497,0.300794706,0.252980834,0.234122103,0.281323256,0.048387935,0.048003429,0.047619825,0.590502955,0.824529195,0.754321323,,
p10_uppercut_left_main_008,0.320914035,0.440235712,0.301012253,0.262425995,0.242534485,0.251893122,0.04827024,0.048036809,0.047652849,0.571078459,0.812140978,0.739822222,,
p10_uppercut_left_main_009,0.318497683,0.449734299,0.283444085,0.278778308,0.272378962,0.25407016,0.048146385,0.047735946,0.047621893,0.603573781,0.813238314,0.750338954,,
p10_uppercut_left_main_010,0.340619619,0.448578421,0.285642682,0.298876053,0.244794214,0.255322625,0.048258518,0.047705532,0.047619514,0.615961536,0.808370839,0.750648048,,
p10_uppercut_left_main_011,0.353790319,0.417711404,0.287574323,0.310265617,0.245156135,0.25303705,0.047991497,0.048413762,0.047668058,0.604142243,0.82361902,0.757775987,,
p10_uppercut_left_main_012,0.331788067,0.433494414,0.280571098,0.288754858,0.250301769,0.233684752,0.048013039,0.047652636,0.047624316,0.579722063,0.794548624,0.730100656,,
p10_uppercut_left_main_013,0.363293721,0.454709742,0.277285738,0.272087506,0.254598618,0.283449463,0.048133574,0.04781335,0.047631315,0.612483404,0.830686467,0.765225549,,
