straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p12_straight_main_001,0.24855694,0.438358921,0.308126227,0.285052935,0.380693794,0.131815036,0.053370442,0.059218936,0.058468181,0.487443188,0.887362357,0.767386606,0.761867847,-0.00102754
p12_straight_main_002,0.27051597,0.449368038,0.28720938,0.285376506,0.352538114,0.329697018,0.053489594,0.057759529,0.05693177,0.597720127,0.933008182,0.832421766,0.783950182,
p12_straight_main_003,0.252068576,0.443693313,0.31557192,0.314101231,0.324600434,0.169317739,0.057209078,0.058792407,0.055694016,0.476479979,0.916931099,0.784795763,0.784977722,
p12_straight_main_004,0.20927175,0.407422265,0.295990059,0.325856318,0.271178426,0.112635395,0.055747935,0.049216477,0.049095257,0.441334019,0.82889922,0.71262966,,
p12_straight_main_005,0.208444407,0.391815075,0.292682072,0.312201986,0.23701542,0.107927206,0.053914009,0.047967675,0.047677843,0.416818633,0.779921851,0.670990886,,
p12_straight_main_006,0.234006577,0.424554714,0.284545437,0.31501139,0.309187993,0.11695375,0.054606256,0.049200431,0.051754668,0.424240923,0.876156077,0.740581531,,
p12_straight_main_007,0.244739196,0.439931264,0.327451887,0.302657851,0.312742552,0.120890891,0.054406244,0.050002847,0.057732554,0.476589828,0.869487433,0.751618152,,
p12_straight_main_008,0.274792592,0.471477339,0.315906523,0.26026712,0.353682747,0.138283975,0.057685181,0.060788333,0.060424286,0.469781907,0.892607653,0.765759929,,
p12_straight_main_009,0.252653637,0.465086144,0.268924456,0.270084519,0.351735978,0.140120668,0.053210228,0.059175297,0.057443205,0.429060718,0.887408906,0.74990445,,
p12_straight_main_010,0.20807025,0.408496223,0.305231896,0.325844927,0.284793192,0.115804976,0.054929163,0.048568466,0.049798061,0.44590027,0.854313009,0.731789187,,
p12_straight_main_011,0.367334071,0.4631392,0.295072643,0.260394259,0.354306427,0.317999237,0.058577809,0.06008404,0.057398197,0.622031441,0.930117668,0.8376918,,
p12_straight_main_012,0.311778175,0.418457804,0.297264479,0.300973484,0.322647636,0.32972652,0.054339447,0.048585065,0.0582344,0.596392181,0.94140977,0.837904493,,
p12_straight_main_013,0.37529131,0.459023803,0.300254966,0.266186254,0.329158727,0.314095285,0.053154032,0.055724219,0.05264782,0.627175825,0.923750948,0.834778411,,
p12_straight_main_014,0.3814307,0.459350061,0.305223968,0.255474551,0.321368611,0.317052259,0.053227399,0.055251562,0.051818723,0.620608171,0.924554831,0.833370833,,
p12_straight_main_015,0.364795686,0.452834647,0.298557091,0.230575177,0.353072644,0.176285503,0.056120546,0.060356601,0.058521213,0.487316976,0.900670471,0.776664423,,
p12_straight_main_016,0.346982472,0.450524766,0.318217337,0.243984548,0.33272807,0.119073107,0.055452678,0.057574302,0.054905486,0.473492049,0.871160395,0.751859891,,
p12_straight_main_017,0.339563197,0.441537096,0.298496245,0.270260814,0.341593541,0.114623003,0.053796986,0.055905571,0.059138785,0.490826918,0.855901017,0.746378788,,
p12_straight_main_018,0.280337433,0.39709401,0.282969317,0.324462233,0.290548654,0.11575596,0.054771351,0.048959287,0.050361953,0.46944421,0.841740595,0.73005168,,
p12_straight_main_019,0.35764733,0.454135327,0.300089914,0.279602983,0.324302187,0.134907164,0.053505773,0.056131161,0.056361644,0.495441247,0.883114965,0.76681285,,
p12_straight_main_020,0.352330641,0.450202062,0.296415925,0.277758001,0.330321675,0.120329926,0.053730962,0.056902701,0.056785423,0.490453195,0.869483196,0.755774196,,
p12_straight_main_021,0.318844067,0.43637005,0.278088874,0.308078189,0.283207632,0.117036116,0.053766034,0.048396765,0.04839124,0.483839417,0.834580819,0.729358398,,
p12_straight_main_022,0.344305465,0.413781417,0.299312238,0.305142887,0.310600851,0.119042618,0.054188353,0.048768163,0.051060435,0.498216581,0.862282615,0.753062804,,
p12_straight_main_023,0.361715821,0.458219809,0.275507961,0.263291997,0.333589092,0.139511525,0.055671327,0.055723304,0.051808045,0.48380555,0.87456511,0.757337242,,
p12_straight_main_024,0.295209049,0.399169597,0.303300442,0.308778877,0.281373526,0.111942973,0.057588706,0.048468885,0.047695052,0.477880731,0.835756184,0.728393548,,
p12_straight_main_025,0.365185437,0.465550361,0.284607612,0.280837607,0.324022825,0.138025505,0.053336538,0.054297756,0.05196448,0.500067041,0.882239552,0.767587799,,
p12_straight_main_026,0.366814659,0.459930718,0.302595427,0.278040225,0.321571742,0.138750735,0.053382741,0.055248695,0.05287678,0.504748964,0.886891078,0.772248444,,
p12_straight_main_027,0.358163982,0.470419187,0.278247728,0.285454663,0.322461478,0.133453775,0.05337011,0.056040995,0.051825123,0.497621437,0.874534001,0.761460232,,
p12_straight_main_028,0.344322715,0.403526439,0.299878633,0.3038804,0.306488215,0.11721556,0.056939416,0.048682785,0.051365848,0.482238676,0.865268487,0.750359544,,
p12_straight_main_029,0.303721202,0.391146417,0.296345007,0.301294066,0.209214635,0.117858074,0.055338639,0.048129385,0.047639332,0.439046928,0.776850723,0.675509585,,
p12_straight_main_030,0.365254846,0.469766864,0.319388166,0.272795408,0.328517196,0.137884915,0.052975545,0.057352428,0.052908914,0.514730858,0.895904675,0.78155253,,
p12_straight_post_001,0.378308993,0.47360354,0.287883917,0.269555249,0.377645583,0.322234099,0.053086777,0.057126191,0.054562293,0.686682224,0.920255936,0.850183822,,
p12_straight_post_002,0.340751258,0.451757284,0.299097143,0.274717985,0.367245739,0.322827101,0.053208268,0.057215903,0.059945726,0.637286107,0.93776136,0.847618784,,
p12_straight_post_003,0.36199166,0.471043745,0.29855983,0.268911141,0.375785641,0.327022554,0.052926775,0.058665519,0.055727007,0.674424895,0.931717651,0.854529824,,
p12_straight_post_004,0.302204281,0.421060005,0.303476251,0.287508583,0.346624485,0.289180004,0.056373993,0.049282569,0.050609577,0.590691253,0.926519078,0.825770731,,
p12_straight_post_005,0.141926071,0.288367267,0.128037879,0.074453289,0.094672883,0.104374509,0.053711403,0.047788696,0.047619049,0.508376734,0.041244081,0.181383877,,
p12_straight_post_006,0.339219044,0.423940434,0.323168855,0.289909897,0.365305296,0.3493318,0.054222722,0.04883374,0.055994045,0.698042259,0.937129377,0.865403242,,
p12_straight_post_007,0.387992842,0.471270158,0.306231282,0.269652619,0.389247016,0.348833392,0.053303688,0.05888195,0.055859671,0.719587009,0.941451541,0.874892181,,
p12_straight_post_008,0.329202376,0.430610279,0.312717614,0.310969627,0.297274943,0.277761709,0.054531168,0.047836403,0.047632798,0.61343531,0.909896593,0.820958208,,
p12_straight_post_009,0.357059046,0.411575185,0.30636113,0.29633229,0.353376453,0.302406102,0.054836126,0.049088605,0.049878344,0.63551504,0.93932267,0.848180381,,
