straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_straight_main_001,0.337144464,0.447777138,0.202405341,0.318431155,0.277688386,0.167733916,0.048319362,0.05139413,0.055940195,0.434150169,0.858101776,0.730916294
p06_straight_main_002,0.301073078,0.441903584,0.183827436,0.301876362,0.248962401,0.150825589,0.048322201,0.049115717,0.049428722,0.419041128,0.783290363,0.674015593
p06_straight_main_003,0.296065635,0.414429022,0.215681121,0.276252319,0.188362933,0.120141248,0.048756103,0.047781007,0.047626172,0.411486337,0.693051544,0.608581982
p06_straight_main_004,0.303659809,0.468412666,0.205964951,0.323981522,0.278246733,0.176782906,0.048702453,0.051253457,0.053635004,0.458819869,0.845870729,0.729755471
p06_straight_main_005,0.319724922,0.472076492,0.204780103,0.331818379,0.28627641,0.18022553,0.048860872,0.050696936,0.05574542,0.472630733,0.859862664,0.743693085
p06_straight_main_006,0.309936104,0.425591595,0.213994571,0.28575304,0.200752928,0.155661711,0.048716382,0.047798361,0.047636939,0.421018192,0.750385131,0.65157505
p06_straight_main_007,0.304605092,0.482171523,0.201645623,0.321131812,0.272188243,0.171350463,0.04920758,0.049324923,0.053017054,0.451785943,0.846102539,0.72780756
p06_straight_main_008,0.304619652,0.48072441,0.221798829,0.328178575,0.269042295,0.187956769,0.048995126,0.049169072,0.050050569,0.480718229,0.859044428,0.745546568
p06_straight_main_009,0.290055689,0.478442576,0.221622695,0.319891946,0.266722713,0.202370749,0.048927392,0.049309913,0.048905933,0.464787909,0.868668817,0.747504545
p06_straight_main_010,0.283349957,0.416927804,0.227437172,0.301773389,0.172499203,0.16234185,0.048606173,0.047794101,0.047622484,0.427378224,0.737588212,0.644525215
p06_straight_main_011,0.339911085,0.463021338,0.237021187,0.340464057,0.24796677,0.172163275,0.048487082,0.048933597,0.048814975,0.468307413,0.872608768,0.751318362
p06_straight_main_012,0.310171825,0.416048026,0.205642422,0.305222568,0.194508147,0.163492003,0.0489441,0.047806492,0.047625963,0.430008831,0.747526665,0.652271315
p06_straight_main_013,0.299435136,0.467758127,0.24348938,0.324891426,0.234006054,0.15728387,0.048740213,0.04928819,0.048599093,0.475487369,0.810781985,0.7101936
p06_straight_main_014,0.301777308,0.459313747,0.254669835,0.338227284,0.243441493,0.152815364,0.049016207,0.048803232,0.049206764,0.481363197,0.831017498,0.726121208
p06_straight_main_015,0.292192989,0.444518802,0.263826497,0.337352418,0.218298562,0.158902346,0.048532487,0.049244733,0.048216506,0.528719836,0.762357319,0.692266074
p06_straight_main_016,0.309444707,0.449837587,0.279569702,0.347625184,0.247856709,0.176744585,0.048724256,0.050561585,0.050003145,0.510034048,0.859639256,0.754757693
p06_straight_main_017,0.306058931,0.419963985,0.263676812,0.31725718,0.176104358,0.183290398,0.049975354,0.047972219,0.047625764,0.457390797,0.791370832,0.691176822
p06_straight_main_018,0.284842912,0.403853387,0.200042637,0.315515554,0.168013111,0.159435382,0.048698293,0.047761882,0.047621716,0.446551386,0.693592757,0.619480346
p06_straight_main_019,0.325381856,0.464281235,0.297503071,0.343025036,0.26257089,0.185676397,0.048860752,0.054622655,0.052694478,0.519285571,0.894705693,0.782079656
