hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p08_hook_left_main_001,0.335397416,0.407696435,0.302060342,0.297800201,0.191526613,0.142443391,0.065108435,0.062918577,0.04771454,0.423031033,0.791997968,0.681307887,0.705729141,0.0029345
p08_hook_left_main_002,0.326668919,0.410843312,0.318600116,0.22859452,0.202430203,0.161185718,0.067319577,0.064458937,0.047631724,0.401895729,0.781604152,0.667691625,0.704199597,
p08_hook_left_main_003,0.247217171,0.358913548,0.306427157,0.291161398,0.170908703,0.258895683,0.059702273,0.060197372,0.047701723,0.398246296,0.844689399,0.710756468,0.701265097,
p08_hook_left_main_004,0.312683921,0.35922662,0.292883934,0.280239154,0.179132843,0.205762417,0.060136809,0.06089541,0.047827624,0.397027176,0.815416479,0.689899689,,
p08_hook_left_main_005,0.332894061,0.380681145,0.30439056,0.294911521,0.189345676,0.15092916,0.065069694,0.062627245,0.047658122,0.392006227,0.812252984,0.686178956,,
p08_hook_left_main_006,0.321456997,0.352684204,0.303912801,0.276201094,0.178456081,0.240766383,0.060146147,0.059794245,0.047848426,0.401507926,0.849769173,0.715290799,,
p08_hook_left_main_007,0.338430126,0.383267739,0.298676349,0.308402747,0.194965482,0.175860357,0.065504775,0.06298544,0.047703919,0.438537586,0.812203828,0.700103955,,
p08_hook_left_main_008,0.303886417,0.353745761,0.325918279,0.290918673,0.18060645,0.23306426,0.061827169,0.060677236,0.047694446,0.412972364,0.85451192,0.722050053,,
p08_hook_left_main_009,0.328945711,0.392209403,0.317457731,0.257048063,0.206737774,0.147501164,0.06797432,0.064646071,0.047632442,0.424020509,0.76902849,0.665526096,,
p08_hook_left_main_010,0.310544572,0.36292644,0.314066584,0.28082654,0.179545871,0.223053509,0.060413843,0.059683423,0.047945844,0.412231853,0.835573636,0.708571101,,
p08_hook_left_main_011,0.263540621,0.409181016,0.326896843,0.299084802,0.21505064,0.237853274,0.069216676,0.070228047,0.048059684,0.453615886,0.852898242,0.733113535,,
p08_hook_left_main_012,0.231478723,0.344311761,0.34093465,0.285879227,0.171352144,0.245172678,0.060604177,0.060104407,0.047731952,0.406804468,0.829902583,0.702973148,,
p08_hook_left_main_013,0.243085444,0.364488771,0.319054622,0.258961618,0.172041484,0.251975009,0.060649903,0.060945489,0.047707973,0.366422745,0.848670097,0.703995891,,
p08_hook_left_main_014,0.249724711,0.349464255,0.31344626,0.276700192,0.172856417,0.255750463,0.060287766,0.060123231,0.047732305,0.373730124,0.853647384,0.709672206,,
p08_hook_left_main_015,0.307760957,0.429936195,0.316456782,0.272411417,0.22448139,0.239258394,0.070223192,0.068142462,0.047864266,0.482067281,0.833828166,0.7282999,,
p08_hook_left_main_016,0.312307789,0.387836623,0.306158247,0.325057013,0.208682382,0.257827517,0.068308151,0.070123309,0.048238295,0.457670848,0.882827793,0.75528071,,
p08_hook_left_main_017,0.317335717,0.381023761,0.333699716,0.286694934,0.191266384,0.2292427,0.06501614,0.062733268,0.047636353,0.450982877,0.845600271,0.727215053,,
p08_hook_left_main_018,0.304541122,0.412376898,0.320135954,0.280218295,0.204773838,0.234558731,0.066226391,0.065823791,0.047813764,0.441614012,0.858882133,0.733701697,,
p08_hook_left_main_019,0.283276912,0.395941982,0.315707321,0.277096166,0.211359352,0.167498759,0.068811167,0.065828843,0.047638908,0.420259911,0.791175452,0.67990079,,
p08_hook_left_main_020,0.261722401,0.349054301,0.315730748,0.23546042,0.174400522,0.258464009,0.060715247,0.060053689,0.04764861,0.348951984,0.848083541,0.698344074,,
p08_hook_left_main_021,0.31392866,0.384359345,0.329116099,0.26416105,0.200053966,0.158227506,0.067023959,0.064249191,0.047631731,0.401594549,0.801861644,0.681781515,,
p08_hook_left_main_022,0.342351115,0.398056989,0.334078461,0.25060468,0.19874556,0.158093022,0.067092364,0.064049692,0.047636674,0.422314702,0.797235638,0.684759357,,
p08_hook_left_main_023,0.270720511,0.367793784,0.310684533,0.270466454,0.177146543,0.234295947,0.060535433,0.060932918,0.047645854,0.391988226,0.828600814,0.697617037,,
p08_hook_left_main_024,0.316915366,0.406478052,0.322055595,0.304751015,0.206581318,0.155305715,0.068089806,0.065327284,0.047634736,0.445557106,0.806352301,0.698113743,,
p08_hook_left_main_025,0.270386857,0.355132064,0.299960665,0.269447984,0.180693069,0.23801221,0.060744558,0.060197333,0.048094473,0.357234819,0.855536335,0.70604588,,
p08_hook_left_main_026,0.322102985,0.383438275,0.320512975,0.310852979,0.184020124,0.222889721,0.063307192,0.061990031,0.04773482,0.459669967,0.842861282,0.727903888,,
p08_hook_left_main_027,0.296857664,0.381095533,0.313410057,0.311662174,0.183868931,0.205382946,0.063364208,0.061551608,0.047645158,0.429725076,0.836874923,0.714729969,,
p08_hook_left_main_028,0.300183651,0.351527929,0.297691403,0.293804429,0.175259934,0.223288384,0.059967317,0.059398065,0.047694281,0.397497466,0.837325231,0.705376902,,
p08_hook_left_main_029,0.329376892,0.381372041,0.333024893,0.293186326,0.184560781,0.207236572,0.063384925,0.062478967,0.048017687,0.442182639,0.840502415,0.721006482,,
p08_hook_left_main_030,0.335829949,0.403568462,0.321522293,0.315645234,0.193056875,0.177261087,0.065857501,0.063194196,0.047724035,0.462472069,0.822748886,0.714665841,,
p08_hook_left_post_001,0.308849407,0.389176392,0.326212075,0.289038863,0.181071444,0.132297757,0.064222113,0.062223868,0.047624592,0.401325991,0.793858453,0.676098715,,
p08_hook_left_post_002,0.33006083,0.385150336,0.331064057,0.298767542,0.185388249,0.177608479,0.06383665,0.061557566,0.047737974,0.414268311,0.84706017,0.717222613,,
p08_hook_left_post_003,0.311692676,0.380103005,0.344481697,0.284607586,0.18832389,0.183459248,0.064766403,0.062516001,0.047651316,0.414888844,0.833231229,0.707728514,,
p08_hook_left_post_004,0.302905959,0.408036083,0.334544868,0.309489632,0.199599233,0.15393267,0.067234653,0.064372394,0.047630555,0.432241138,0.825875677,0.707785315,,
p08_hook_left_post_005,0.305269911,0.359726872,0.328510558,0.27406744,0.174779761,0.230348391,0.061218253,0.060743366,0.047704492,0.417314827,0.831717896,0.707396975,,
p08_hook_left_post_006,0.245815505,0.406710312,0.317545769,0.289836157,0.214313984,0.228272192,0.070062447,0.070060074,0.047637106,0.440069588,0.82049762,0.70636921,,
p08_hook_left_post_007,0.265272842,0.400975918,0.295202513,0.306151494,0.194794167,0.150077675,0.066252208,0.063690455,0.047639875,0.376229132,0.813647726,0.682422147,,
p08_hook_left_post_008,0.314154721,0.411984282,0.332823588,0.311378418,0.198831101,0.143369644,0.066487912,0.064312073,0.047929218,0.440744281,0.815072358,0.702773935,,
p08_hook_left_post_009,0.246759634,0.363926025,0.337488491,0.259375595,0.167661622,0.258742478,0.060195261,0.059836346,0.047698468,0.394867735,0.843663757,0.709024951,,
p08_hook_left_post_010,0.282441901,0.371012128,0.325790052,0.304984044,0.181272397,0.247304641,0.062345614,0.062508894,0.047685765,0.451223001,0.842580996,0.725173597,,
