uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p08_uppercut_left_main_001,0.3594650941111408,0.4193503281359499,0.3209056054517852,0.33609879359103295,0.2978707676279046,0.259078767911633,0.05118924904733707,0.0479909722932224,0.04763527327383965,0.6466663166098979,0.8919277639897519
p08_uppercut_left_main_002,0.35740905235678233,0.4202160957883777,0.3207701063488854,0.34107818620314695,0.30626142993762384,0.28199636581126597,0.05156364614674559,0.04878108091762793,0.04770923448687489,0.6498404521498692,0.9210991328030742
p08_uppercut_left_main_003,0.3352674997835402,0.43945261777867894,0.33531258107374584,0.3058596922399076,0.30488703886202695,0.26024822710080403,0.051138384411326857,0.04840464141777136,0.0476462090870556,0.6152519667394136,0.9135034613803379
p08_uppercut_left_main_004,0.3502421331423279,0.3648642774742411,0.3318481549370077,0.2690086874691243,0.30466180138726384,0.26534332375487124,0.04908763788551186,0.04790867787612668,0.04763972172245469,0.5650231755554955,0.8951297327035574
p08_uppercut_left_main_005,0.3354860174282902,0.4452422789434271,0.3516669508669444,0.30369352045717646,0.32677725813976777,0.264359367321617,0.050970001296289716,0.048159019476723956,0.04765242445594555,0.6485972302790965,0.9215828263474363
p08_uppercut_left_main_006,0.3449288737006277,0.3464151525968149,0.32165346168957243,0.2800656290156997,0.27399767441566236,0.22573565063760345,0.048832680560454186,0.04776900896118893,0.04762527600591857,0.5155625783748936,0.8664945281285312
p08_uppercut_left_main_007,0.3358045636759466,0.41812732090766075,0.3046298748338785,0.3155731856112925,0.32598914978307486,0.27023932366223297,0.05169902748229012,0.04818442953828079,0.04765086328070792,0.6027930294967245,0.9247276391186128
p08_uppercut_left_main_008,0.3415847208666719,0.3442624530813464,0.3081392574846333,0.2587213583082429,0.2845951529603574,0.22180476139938882,0.04883621885617942,0.047734575449275965,0.04762306476077245,0.49692362383014466,0.8564503390932566
p08_uppercut_left_main_009,0.320173298011092,0.3765337760906954,0.27326370239922443,0.29427394946709684,0.29965601762690025,0.2086920482647267,0.04999201768770868,0.04803830926335019,0.0476307566932498,0.5384168147874386,0.8277428063310912
p08_uppercut_left_main_010,0.340693969432942,0.4262091001938352,0.31658009041653035,0.30899800025054114,0.30964207787813797,0.24781448081428697,0.05114891115772274,0.04822423658505989,0.04771520674711466,0.5845126451378526,0.9139667802745046
p08_uppercut_left_main_011,0.35702462246949934,0.42211543098347537,0.3255950657298751,0.31826174744314517,0.31254125890082285,0.25293870771960375,0.05104473899670632,0.048280923118822136,0.04788794915857613,0.611217917788997,0.9203284074919199
p08_uppercut_left_main_012,0.3568641416520372,0.4193652987015909,0.3131604657733006,0.3050935044639491,0.32551056664543737,0.24755860955151948,0.05110816842184612,0.04823123617867895,0.04764310604914587,0.6013945925577906,0.9125431431396288
p08_uppercut_left_main_013,0.3349156481042975,0.4450860306887633,0.3303547417179322,0.3158676576763372,0.3256186135470416,0.24828084104087317,0.051180487596084435,0.04832376205533604,0.04775801409267241,0.6270162657856959,0.9167582093915478
p08_uppercut_left_main_014,0.3365324253874887,0.43884323932332736,0.26394817765150935,0.31430904835364293,0.31644027655190066,0.24358819993580977,0.05220797123326769,0.048193629913496974,0.04762349612130553,0.5668393428655308,0.8944041211554844
p08_uppercut_left_main_015,0.3497762038491464,0.3568276086806256,0.2965536565756401,0.2575157537937697,0.2916254586780189,0.23853133101897145,0.04904702048893411,0.04786365212380175,0.04763270454900737,0.4898446650894055,0.8808144360067093
p08_uppercut_left_main_016,0.35485777097086824,0.4020769778947593,0.26400754838594237,0.3068548727253768,0.3017263502631196,0.23556358980817227,0.0504072383691777,0.048036335467359595,0.047632736473021055,0.5361725943187626,0.8874183572337224
p08_uppercut_left_main_017,0.3509993670021669,0.35106820958394497,0.30078843555055323,0.24409791654458846,0.27468867119993445,0.204087124856858,0.049029598158996046,0.04780689065511874,0.04762409364305457,0.48856661698378145,0.8262065754473455
p08_uppercut_left_main_018,0.3441934061207899,0.4121020514792371,0.3019368360959977,0.31286714240666447,0.30352686080543273,0.23681810593121103,0.05098679149360901,0.04805170822072787,0.047632898665409505,0.577950626479838,0.8924458927370891
p08_uppercut_left_main_019,0.3507977313868866,0.3616336754926667,0.2976904413935409,0.27405244497430237,0.2760166843782323,0.21820906357359143,0.04915808465436263,0.04781637632978956,0.04762679001330387,0.5015525268484257,0.8573029649170484
p08_uppercut_left_main_020,0.33408319452065544,0.4323680693621654,0.30519803581542193,0.30360275235434286,0.2919533755848601,0.22773014020048596,0.05081593285264344,0.04812385105192614,0.047625904292491625,0.571693758106793,0.8772441013749647
p08_uppercut_left_main_021,0.3483600114584818,0.36680339911971505,0.3134002915534543,0.2621072592829919,0.2751657498342639,0.2151922114915415,0.049132550807459374,0.04782267577073437,0.04762846099115131,0.4837084193967092,0.8729755611167247
p08_uppercut_left_main_022,0.3451504362026726,0.36688502088445424,0.3029889657991046,0.27013124055963234,0.27685671735954703,0.21258650565847353,0.04919255165066644,0.04781252031522284,0.04763343501686979,0.4789702254695401,0.8743839257139625
p08_uppercut_left_main_023,0.3418320932780262,0.35419098941002786,0.3081526072160889,0.248545683453949,0.29057094782301396,0.22626928734642332,0.04900237366970886,0.047760064870863095,0.047629179414572995,0.503884405188086,0.8502041424991279
p08_uppercut_left_main_024,0.3425321131189047,0.4070539780875607,0.30666752242060874,0.2702999707089012,0.30205040417272083,0.23953302863866308,0.05068500090726684,0.04804472802005434,0.047634948849760814,0.5215207851391445,0.9066864839422684
p08_uppercut_left_main_025,0.34580656335541293,0.43515814983894935,0.28125851675976243,0.30249709905962446,0.31071098525031465,0.23798521564292022,0.05205669877868367,0.04816106846123314,0.04762495278220809,0.556666735288088,0.9006035879302416
p08_uppercut_left_main_026,0.35982635803448504,0.411988034259884,0.27444906684064085,0.2955659664259246,0.287950498654031,0.21495241673608678,0.05081322412772072,0.04825297559549507,0.04762963093666037,0.5505581789362017,0.8474556435426275
p08_uppercut_left_main_027,0.30019954484669453,0.3776211348182877,0.24202852916360867,0.27688739393727196,0.23857227610526072,0.17594365833782152,0.05078442885340654,0.047966158212293886,0.047623626899186325,0.5809402716674182,0.6413713893536149
p08_uppercut_left_main_028,0.3323082067367545,0.35121488167845616,0.307454989338277,0.28297940230452767,0.25652110826512475,0.20205803142925438,0.04894241190523376,0.047794196649298536,0.0476272880151722,0.4992897689424315,0.8316329934816531
p08_uppercut_left_main_029,0.3391719074142113,0.35524107631922236,0.3040058406229452,0.2586414564837445,0.2521499721673928,0.21632714194008879,0.049022568563499756,0.04777671206399955,0.04762589721079518,0.4663791546528945,0.8485586078965042
p08_uppercut_left_main_030,0.3472540742597299,0.3607694561683954,0.31736577162699425,0.27048971504519087,0.2635739283765121,0.21312549468577885,0.04912405048632734,0.047837561723704514,0.047636721206193874,0.5119122124572819,0.8442504139815212
p08_uppercut_left_post_001,0.3440050183244793,0.3602863426512214,0.3228223758734269,0.25422495031555625,0.2614059862979944,0.2198434210205713,0.04903382552373216,0.047778975417652934,0.047627152185944856,0.49426183672502966,0.8517740089588793
p08_uppercut_left_post_002,0.3483565826382929,0.3814112713297151,0.31262732803964066,0.28425429562345006,0.27710671102758205,0.23263458016324035,0.0496110183703092,0.047989685000577445,0.04765042700231505,0.5251610433679265,0.8807004898319445
p08_uppercut_left_post_003,0.3441135540973764,0.36495384701243544,0.3110073966582899,0.2668453953462436,0.2791466696819412,0.22839579418991277,0.049204426076850286,0.047843532526608584,0.04763190575816499,0.5182360608456718,0.8543278778289317
p08_uppercut_left_post_004,0.3453100426062502,0.35951839607163527,0.2802211460131776,0.26944963756581836,0.25922604880178607,0.21588219666161074,0.04909690716220974,0.04776713259316311,0.04762833071073534,0.472082305118856,0.841075176900693
p08_uppercut_left_post_005,0.310296070134046,0.39773375580274506,0.3141079871873994,0.2891673527424531,0.26007988274807775,0.22282811898730226,0.05035457531922695,0.0479698364571442,0.04764547994380247,0.5007240167078082,0.8755228831636044
p08_uppercut_left_post_006,0.32399315051169875,0.425260014003528,0.3310739229942903,0.29237617369912317,0.26875129207386966,0.2189521671726177,0.05068737776711082,0.04823497404535019,0.04762998210000059,0.5377824051453977,0.883896518362785
p08_uppercut_left_post_007,0.3474913427559116,0.37648150826020815,0.32049752400613607,0.27385401196890186,0.2663230175363073,0.2219521869861854,0.049557428577120734,0.047969056677305076,0.04769396824832265,0.4958415170938987,0.881266490361495
p08_uppercut_left_post_008,0.29987796339844436,0.4226252465392883,0.3363493781823895,0.28584846074353915,0.28299844079572545,0.22533613618556023,0.05058226874654094,0.04829426608867243,0.04763653707794692,0.5347485090899327,0.8913107913199804
p08_uppercut_left_post_009,0.34476397516932167,0.4195513411203088,0.30921337050577746,0.2987067119985659,0.2895573448780396,0.25074316617403314,0.050654370037839666,0.048250940563045075,0.047644715386800644,0.5504618229393465,0.9113297087139365
p08_uppercut_left_post_010,0.35241947339728824,0.4120535531355743,0.3136575529604769,0.3348686055198792,0.29138813285597226,0.2348709348673573,0.05125092588315962,0.04845440521105382,0.04766388143542722,0.5981435061571381,0.89308439290704
p08_uppercut_left_pre_001,0.3488580845911298,0.3778591988732929,0.3181777693619141,0.23862680174541578,0.2559463567626693,0.2333748304538886,0.04933703690642429,0.047920002236629816,0.04762982898136633,0.49203143547246075,0.8545404855127278
p08_uppercut_left_pre_002,0.34101141437653726,0.3780752498401019,0.29796579728069583,0.2269161854010726,0.24595509841772686,0.22042157418605307,0.04906536403002585,0.0477870658865852,0.04762297187054975,0.45162241025302335,0.835786841191239
p08_uppercut_left_pre_003,0.3406283789641786,0.37483532935051594,0.3008603300178767,0.2223032795243963,0.2371525048393774,0.20827994085641235,0.048887072995907506,0.04773365792099625,0.04762215914545126,0.44660566775351773,0.8134930756654162
p08_uppercut_left_pre_004,0.3128806532721008,0.41686131877975285,0.3231142538939803,0.2732674687133766,0.2762846561785735,0.2243623882008698,0.05028012032052423,0.048006276102128084,0.047634843350970464,0.5241535616518845,0.8718352391344355
p08_uppercut_left_pre_005,0.3246386547546816,0.38381487863149416,0.34455419096879314,0.23712060868419832,0.2524771423591813,0.21500097762226708,0.04904277934064738,0.047781646726634354,0.04762401248889384,0.4952882196513859,0.8436792845016702
p08_uppercut_left_pre_006,0.3343236296666639,0.41352162153673666,0.33465815154156503,0.27170227083133186,0.27816913700342505,0.21917345775431016,0.050018055114233684,0.04792403090134467,0.04763286803006065,0.5512127429989009,0.8655123352136262
p08_uppercut_left_pre_007,0.31311588405164015,0.38187032043941616,0.34078956747874045,0.24178090914681655,0.2543808252836269,0.19086501565262165,0.048893948907559735,0.047749556710009425,0.047622878517827504,0.4957322577952691,0.8146767326053924
p08_uppercut_left_pre_008,0.314217552966535,0.39250457475184614,0.3288870701030618,0.22142062145472305,0.25757494330385294,0.21047538948496883,0.048896582120964205,0.047733739524630746,0.04762127625389275,0.4956362784032682,0.8078804602597162
p08_uppercut_left_pre_009,0.3190722821439886,0.4082515788741645,0.3273121263992439,0.23164236373578886,0.2634203380288123,0.22127182288130082,0.04902492149291128,0.047846496105376064,0.04762233188465044,0.5213912097890961,0.8191868368120806
p08_uppercut_left_pre_010,0.2930771526191968,0.40145486391614316,0.3418407466133246,0.222715534369155,0.24435308918357856,0.18733442227121203,0.04893096875136645,0.04778011971967824,0.047622171201496505,0.45820149892537154,0.8196673504851617
AVG,0.33791983806236664,0.3935602064937332,0.31103026555227214,0.2788226133948189,0.2821961338247964,0.22829179087989748,0.05001219279983664,0.04799934749982342,0.047644351729382264,0.5349797040561767,0.8665352189650923
