straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p08_straight_main_001,0.341189391,0.338659688,0.241638613,0.265495888,0.284697704,0.225199325,0.048087304,0.048386983,0.048941314,0.413528034,0.88155399,0.741146203,0.683928188,-0.022227802
p08_straight_main_002,0.282420601,0.324145355,0.191855554,0.267470024,0.173866656,0.207635287,0.048931344,0.047785919,0.047628256,0.427135732,0.665670495,0.594110066,0.671370631,
p08_straight_main_003,0.309463725,0.355200726,0.265373092,0.24918936,0.288356448,0.242204288,0.047946619,0.048764419,0.04998075,0.427873943,0.887413293,0.749551488,0.693598432,
p08_straight_main_004,0.270616022,0.316160159,0.179689869,0.266318839,0.172978271,0.221869943,0.048693097,0.047755272,0.047625058,0.434247164,0.645180547,0.581900532,,
p08_straight_main_005,0.278236995,0.349921378,0.209421293,0.256015705,0.204195516,0.208693362,0.049083237,0.04785743,0.047624429,0.47162116,0.66875557,0.609615247,,
p08_straight_main_006,0.30792449,0.347004126,0.294834167,0.23627907,0.284531087,0.240541726,0.047911461,0.047917485,0.048340707,0.408789093,0.911197218,0.760474781,,
p08_straight_main_007,0.341829796,0.346651192,0.284694107,0.252593846,0.272990355,0.227194652,0.047919915,0.047814736,0.048790488,0.444285056,0.879193505,0.74872097,,
p08_straight_main_008,0.281410537,0.335506978,0.26511132,0.220259227,0.247024688,0.19848345,0.047937681,0.048783939,0.048290603,0.399854223,0.784476115,0.669089547,,
p08_straight_main_009,0.289280561,0.348252492,0.270487414,0.226805932,0.276242876,0.204570508,0.047940911,0.049110484,0.048642227,0.397533203,0.840082829,0.707317941,,
p08_straight_main_010,0.325662674,0.341465124,0.274044912,0.230411278,0.233172031,0.220702061,0.047922889,0.047786004,0.048304145,0.455171004,0.783353062,0.684898445,,
p08_straight_main_011,0.341525942,0.347317936,0.281968274,0.240345765,0.265442991,0.227353509,0.047923007,0.049156204,0.049014845,0.411111182,0.886060915,0.743575995,,
p08_straight_main_012,0.338460404,0.353564958,0.320783099,0.227750716,0.267042899,0.231496926,0.047969417,0.048301619,0.04890327,0.454609388,0.879665727,0.752148825,,
p08_straight_main_013,0.32948191,0.356367521,0.325209205,0.246854253,0.275723861,0.2583479,0.047954634,0.049749202,0.049608339,0.484448369,0.899911915,0.775272851,,
p08_straight_main_014,0.267218417,0.342868158,0.271296639,0.236901142,0.267689418,0.233675668,0.047848578,0.047684443,0.048196593,0.430206749,0.827918046,0.708604657,,
p08_straight_main_015,0.292624373,0.325567543,0.200545434,0.233878465,0.196805521,0.214051325,0.048861933,0.047781549,0.047622751,0.414244129,0.68894307,0.606533388,,
p08_straight_main_016,0.33995765,0.372905152,0.218500067,0.254410749,0.192296152,0.214297217,0.04858849,0.047729069,0.047644594,0.424263234,0.758733628,0.65839251,,
p08_straight_main_017,0.335429808,0.354400497,0.294311187,0.23921932,0.267705292,0.186467829,0.054832425,0.047734159,0.048360414,0.382568622,0.884993748,0.73426621,,
p08_straight_main_018,0.320278418,0.358444616,0.326627652,0.240344002,0.260560999,0.124011736,0.051069716,0.048646599,0.048688543,0.389972435,0.851131327,0.712783659,,
p08_straight_main_019,0.306027513,0.349232916,0.280191094,0.23655073,0.259024424,0.108340907,0.052377761,0.048705021,0.048878506,0.326416601,0.835312208,0.682643526,,
p08_straight_main_020,0.300125706,0.362064832,0.31811999,0.233193404,0.269860627,0.116374355,0.052075329,0.048198847,0.049149579,0.365034748,0.851997053,0.705908362,,
p08_straight_main_021,0.300882614,0.345602829,0.291370143,0.255109536,0.260073432,0.111390165,0.052766556,0.048138305,0.049106961,0.360223734,0.831022659,0.689782981,,
p08_straight_main_022,0.310123038,0.356829333,0.302830137,0.249616848,0.266280829,0.102656919,0.052034928,0.04784105,0.048866154,0.368403992,0.836170878,0.695840812,,
p08_straight_main_023,0.299580277,0.355099058,0.303295944,0.24141905,0.246882197,0.078549739,0.051130287,0.048269917,0.049451032,0.373989781,0.77988585,0.658117029,,
p08_straight_main_024,0.261611399,0.337561436,0.216697724,0.275519182,0.185471961,0.07531564,0.05236362,0.04801819,0.047625292,0.36994269,0.633029381,0.554103374,,
