hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p12_hook_left_main_001,0.35766665861928787,0.41844303359414026,0.35054410670979674,0.2669138024641403,0.23940090649344148,0.23419546482072998,0.07232273971157951,0.07109763814608419,0.04764802877573775,0.5317909302644722,0.840379304328654,0.7478027921093995
p12_hook_left_main_002,0.34683550117505313,0.43539226188107244,0.3413182768202968,0.2616643751341373,0.22787919045844385,0.22505817984290238,0.07195752330220712,0.07032764685931732,0.047659143927896705,0.49931079135194256,0.8434545736436434,0.7402114389561332
p12_hook_left_main_003,0.35067951345928855,0.4481339045376685,0.3213389953717224,0.28344620535717696,0.22293906573984618,0.1947722958703444,0.07096354490757838,0.07010203049368513,0.04766592738948122,0.46425000311552855,0.8542724363466951,0.7372657063773451
p12_hook_left_main_004,0.36209462956579097,0.43794191606070737,0.3400718996873547,0.27893997723720343,0.23060295539433762,0.19926358599603142,0.07211087462348267,0.07030842258051122,0.04767038144159234,0.5015576613824131,0.8438393612260862,0.7411548512729842
p12_hook_left_main_005,0.35469092975233324,0.4488083457484356,0.3636306713809164,0.28757844895321194,0.21988835907377763,0.2188931419746753,0.0708718916641273,0.06760405783171988,0.04772049549914238,0.5355846069012948,0.8557186761143779,0.759678455350453
p12_hook_left_main_006,0.3586346592878126,0.4503240299450971,0.3509695978624177,0.26886746903888376,0.23110283418613933,0.19197377684205127,0.0721297980452831,0.07061579054805268,0.04766344277631921,0.5152918064501301,0.8285246460937636,0.7345547942006735
p12_hook_left_main_007,0.33958356921229116,0.4390679843856079,0.36351297428618456,0.2921639111863935,0.22028552455554454,0.190471561371597,0.07064004395606752,0.06932719984688747,0.047640294616631516,0.4978333604120978,0.8548474858768473,0.7477432482374224
p12_hook_left_main_008,0.36340464533117,0.471217292660398,0.35203099933060356,0.2924356380657006,0.22828759792997558,0.20658085979136748,0.07143427208022327,0.06835669693865329,0.0476840877636857,0.5269164309723858,0.8695309653853006,0.7667466050614261
p12_hook_left_main_009,0.3676601421736603,0.45186193415134923,0.351976838623323,0.3064716540756397,0.2300733951007768,0.23401803659220893,0.07106434586993919,0.07041651977799017,0.04775167436798172,0.5427635165781435,0.8865594638359711,0.7834206796586227
p12_hook_left_main_010,0.3682108001519603,0.44393365640180393,0.3402415416546675,0.33974765629665205,0.2545382551333556,0.2848703721819726,0.07428019112300191,0.07589485027639209,0.04783424157614463,0.5916427386537516,0.9199032612856157,0.8214251044960564
p12_hook_left_main_011,0.3507390908618101,0.4740541654517014,0.32894895172226213,0.2922703143331251,0.2355138710732457,0.19141348943384012,0.07255333935374672,0.0710673010241697,0.04770075459687969,0.4928119271852445,0.8640549072005002,0.7526820131959234
p12_hook_left_main_012,0.36641132920369135,0.48531351025891817,0.34518535875733625,0.2817871965051272,0.24054894250493836,0.2956103850559372,0.07298772622732212,0.0745702168223821,0.04765980729658862,0.5971620780263059,0.8814813204268532,0.796185547706689
p12_hook_left_main_013,0.3406258633212196,0.43807052869020585,0.3654911146186469,0.2827789501063222,0.21430834413386993,0.15735091145491553,0.07002832345264771,0.06885943946198411,0.04763420573207716,0.47403129802623073,0.8312893785432636,0.7241119543881537
p12_hook_left_main_014,0.14955956242829052,0.2363735886950648,0.13671546017013708,0.1296723149149486,0.106675106075353,0.10598381580407831,0.07495219143209324,0.07165865917288203,0.04761906500971716,0.5444013634595015,0.013349670881302553,0.17266517865476222
p12_hook_left_main_015,0.3499003183553814,0.43447022360111676,0.32886650808698203,0.27155976387190844,0.21976434900272585,0.17770526603437992,0.07263082264228855,0.07069872863654572,0.04763979914992306,0.5089001030835714,0.7772171945551867,0.696722067113702
p12_hook_left_main_016,0.3443961824451994,0.4510791015680494,0.3487731843181634,0.2663254109086764,0.19827114656588168,0.28774779641120973,0.06543587375465564,0.06770499177167769,0.04776440576950175,0.5180249427046754,0.8845496131714728,0.7745922120314336
p12_hook_left_main_017,0.34578294410979876,0.4394828446614804,0.33036114737583333,0.2507193164100702,0.20038341930328846,0.2921675186131396,0.06594674692001676,0.06908940569511313,0.04786044046412431,0.48605643770344764,0.8828183390551596,0.763789768649646
p12_hook_left_main_018,0.34233385849705833,0.4396034036879385,0.33456522846297265,0.23256006130868467,0.19397451107479352,0.27182707383266214,0.06521015843460483,0.0681555716370881,0.04767451039349538,0.46278738084565124,0.8659081396312299,0.7449719119955562
p12_hook_left_main_019,0.3329773609687243,0.4271542545833039,0.35196273670161765,0.26568325643069224,0.22355657777053212,0.18308094745054554,0.0723157514156181,0.07083775967402815,0.04764527523646861,0.5040301278157588,0.794817211395076,0.7075810863212808
p12_hook_left_main_020,0.32626958094949143,0.41523403578287466,0.3289456088153216,0.3230691722624914,0.2508103395271359,0.2863520720868622,0.07501213800257983,0.07579555402788554,0.047715128949246025,0.5528342969864442,0.8919750918276781,0.7902328533753079
p12_hook_left_main_021,0.34498452212589176,0.4172975459029914,0.34653482060960733,0.25559759919369773,0.19966295117948962,0.2809174019922146,0.06579995072052865,0.0674788883511962,0.04772197126913805,0.4845986353554011,0.8839758362259611,0.764162675964793
p12_hook_left_main_022,0.363665057596309,0.44598637708781774,0.3330608602344796,0.2517736334070938,0.2009504084404284,0.28828802856325364,0.06532071538518693,0.06879594597080788,0.04783167976802717,0.48886197404403947,0.8928935140501861,0.7716840520483421
p12_hook_left_main_023,0.37755429832758314,0.4312451641660596,0.3246752987423151,0.26372665208370727,0.2012211290073008,0.28291986159351346,0.06654344456016312,0.06800608926849522,0.04774031799992903,0.4960050945037439,0.8832308972549017,0.7670631564295542
p12_hook_left_main_024,0.35883398785764326,0.42867169467725663,0.35701623603926136,0.26047130156784437,0.20019425805513064,0.28327463183299784,0.0660189886860457,0.0686465347682617,0.04782118130641888,0.5159747862142,0.8809591679748318,0.7714638534466423
p12_hook_left_main_025,0.3507432561191394,0.441364530564982,0.3530029431425339,0.24998499028902987,0.2261011641336646,0.20541757331735874,0.07234003024879065,0.07116882810079464,0.0476538011417121,0.4976908653272578,0.8297027857359767,0.7300992096133609
p12_hook_left_main_026,0.33071322366158074,0.41946373815046406,0.3432895491060345,0.27410534953807897,0.20348550656918377,0.19512723937291554,0.06889650840605459,0.06818050064830163,0.04763587080400061,0.48156136328099663,0.8130159080609991,0.7135795446269984
p12_hook_left_main_027,0.3457154365802917,0.4306086441330651,0.3396597952612084,0.2608915941516425,0.201818982782223,0.27880402508644914,0.06629827015691171,0.06811936766323505,0.047872649780846176,0.49366235982255446,0.878103832873821,0.762771390958441
p12_hook_left_main_028,0.33348224903252577,0.41528148560507494,0.32266218933937785,0.2974384931772877,0.2306281622373839,0.18270328671957442,0.07180539785480525,0.0705967662662279,0.04765277151385862,0.45623884294371175,0.8469839562905224,0.7297604222864792
p12_hook_left_main_029,0.3346743958887922,0.4242094411078834,0.3449962306271116,0.2756534837826827,0.21505409287826863,0.18957857157609043,0.06979227205881976,0.06894871585875435,0.04763653946299084,0.45891295573967394,0.8460805976670019,0.7299303050888035
p12_hook_left_main_030,0.3518773906772412,0.429901347182191,0.34571990708769645,0.25899949412815043,0.19925788317040338,0.2758111151599907,0.06574399104779535,0.0673716921657473,0.04764655771996679,0.5080105466671012,0.8665998477096774,0.7590230573969045
p12_hook_left_post_001,0.38449061480018476,0.4640615873912181,0.3573452254636216,0.3128105960832775,0.2171976295045098,0.32055723402123737,0.06936729886085316,0.07378177007770932,0.0484725388529079,0.6249176955017169,0.9006476192118689,0.8179286420988232
p12_hook_left_post_002,0.38307990769809386,0.4702293161985687,0.31242229394566023,0.33716766306661605,0.24743215695910661,0.26816946938368436,0.07379591044599684,0.07522478798340085,0.04790513578780129,0.5721204882744655,0.9067666915821616,0.8063728305898527
p12_hook_left_post_003,0.33457189538282456,0.43318082235802446,0.30838252108191877,0.3200269840409652,0.2545217205902211,0.2569875936998523,0.07502824181631533,0.07281159414303578,0.047711241091426757,0.553872875452331,0.8569996662437637,0.7660616290063339
p12_hook_left_post_004,0.3753353987803722,0.4509719806584126,0.31565077304435646,0.3328958205481925,0.24443540896233618,0.32301570590073597,0.0728231416482141,0.07666894759533471,0.04778084399392426,0.6048841563535768,0.9099242493778348,0.8184122214705574
p12_hook_left_post_005,0.33792724837059035,0.42868785256893516,0.348397276962436,0.32747446813958264,0.24635475067062257,0.30293405210291624,0.07407898017338496,0.0789277612441565,0.04768754878133373,0.6293207188929295,0.8605135916744147,0.7911557298399691
p12_hook_left_post_006,0.3752884937111527,0.4218256059810878,0.33740574017503017,0.3101315171544995,0.2224146774067332,0.29439791235102114,0.07056966440538003,0.07332279073603866,0.0478762440708516,0.5651915823244685,0.8899857183874001,0.7925474775685206
p12_hook_left_post_007,0.3601227220457738,0.44199819019024017,0.33844086203136753,0.3109490853736806,0.2194997625695482,0.2799730774053616,0.07023645348293792,0.07449693426063524,0.048002113909887414,0.564209515667658,0.8773982757581338,0.7834416477309909
p12_hook_left_post_008,0.35548042453446516,0.4119420522664906,0.32810302170828376,0.2574362466553297,0.19544963381679542,0.2659575518885294,0.06637573460997111,0.06714216378456325,0.04767396486372714,0.5055357556386112,0.8286994322643049,0.7317503292765968
p12_hook_left_post_009,0.3681947503790972,0.42770528514641193,0.32861891145359073,0.3208268283192579,0.2595627996865122,0.2494394422534183,0.07514157135656273,0.072981317626132,0.047741387876553555,0.5783560391408971,0.8667440178491473,0.7802276242366722
p12_hook_left_post_010,0.3772936121200561,0.4459271281897955,0.33774564397246615,0.3079555533878164,0.22507975215885057,0.3191798547896426,0.06998268085498889,0.07371940348104203,0.04784684210088415,0.5894491584431644,0.9043374177601111,0.809870939965027
