uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p04_uppercut_right_main_001,0.230873687,0.341594495,0.238742439,0.259834781,0.111614106,0.193858277,0.050346858,0.047790661,0.047619069,0.506261762,0.52474149,0.519197572,0.588530207,-0.069254633
p04_uppercut_right_main_002,0.218560925,0.417931849,0.245875185,0.220108263,0.167859961,0.203875582,0.053683579,0.051364784,0.047620406,0.466973474,0.623076716,0.576245744,0.559874882,
p04_uppercut_right_main_003,0.197305934,0.420974006,0.250987491,0.244569962,0.182596741,0.178854776,0.052893565,0.049326261,0.047637859,0.456750104,0.642015027,0.58643555,0.629129515,
p04_uppercut_right_main_004,0.194536914,0.414161937,0.289131492,0.253299165,0.16412546,0.199486962,0.051272373,0.050349104,0.04762064,0.5272717,0.618426182,0.591079837,,
p04_uppercut_right_main_005,0.197869021,0.420228994,0.285217849,0.266798965,0.169821929,0.192751697,0.051549373,0.050547082,0.047624273,0.512087179,0.646700927,0.606316803,,
p04_uppercut_right_main_006,0.210864097,0.435941661,0.270873044,0.253449598,0.18800088,0.179642345,0.05172495,0.049459551,0.047669214,0.45450261,0.69704731,0.6242839,,
p04_uppercut_right_main_007,0.180725719,0.372714505,0.24636889,0.265461852,0.141688923,0.179944741,0.048716282,0.047731722,0.047619076,0.44371119,0.605527145,0.556982358,,
p04_uppercut_right_main_008,0.205047702,0.424013315,0.282765241,0.26432196,0.185443504,0.17764691,0.048803015,0.048429484,0.047653463,0.482081944,0.682048454,0.622058501,,
p04_uppercut_right_main_009,0.182968801,0.376142235,0.251002934,0.267094843,0.145213239,0.205808997,0.049865092,0.047732399,0.047620369,0.439546203,0.648124331,0.585550892,,
p04_uppercut_right_main_010,0.162606785,0.356348973,0.214984042,0.259687017,0.129663028,0.16916887,0.050481637,0.04784841,0.047619117,0.455696272,0.516560613,0.498301311,,
