uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_uppercut_left_main_001,0.319566341,0.426772296,0.282836989,0.304772316,0.243397944,0.203853621,0.048605701,0.047883551,0.047635043,0.526644361,0.82210735,0.733468453,0.709856205,0.042397324
p06_uppercut_left_main_002,0.354504837,0.456918865,0.295854922,0.292479866,0.24766875,0.238265521,0.048831565,0.047801259,0.047644393,0.548241788,0.872811371,0.775440496,0.692855715,
p06_uppercut_left_main_003,0.363510405,0.453863348,0.291680489,0.32513111,0.258185504,0.252236623,0.049470811,0.048414544,0.047636551,0.580985219,0.894097959,0.800164137,0.650458391,
p06_uppercut_left_main_004,0.362630575,0.461568721,0.268933657,0.280189937,0.171754081,0.151312537,0.048676878,0.047975007,0.047639656,0.463006134,0.76964515,0.677653445,,
p06_uppercut_left_main_005,0.333935124,0.425170507,0.304129386,0.264776445,0.242991234,0.22368682,0.048897757,0.047851296,0.047642005,0.520357217,0.834228927,0.740067414,,
p06_uppercut_left_main_006,0.358637729,0.440844814,0.296396163,0.297900179,0.252249035,0.259047878,0.049132946,0.048072321,0.047663274,0.56704075,0.878171486,0.784832265,,
p06_uppercut_left_main_007,0.357140362,0.438612263,0.340293592,0.31611385,0.25566243,0.224030813,0.049640755,0.048532137,0.047642263,0.593243155,0.878150385,0.792678216,,
p06_uppercut_left_main_008,0.354032183,0.449752507,0.335345551,0.30190444,0.256693457,0.237180141,0.049521804,0.048379462,0.047645339,0.573200923,0.897473146,0.800191479,,
p06_uppercut_left_main_009,0.351190441,0.429682356,0.276946009,0.273197224,0.24834269,0.209675591,0.048914571,0.047954351,0.047628131,0.461514088,0.876776332,0.752197659,,
p06_uppercut_left_main_010,0.337548222,0.457757275,0.295953291,0.294471757,0.261309317,0.183168186,0.04927841,0.049230179,0.047623624,0.520312059,0.851194165,0.751929533,,
p06_uppercut_left_main_011,0.351558342,0.439301008,0.30916065,0.276559533,0.143664808,0.142657752,0.049484039,0.049628284,0.047635983,0.533946432,0.678148399,0.634887809,,
p06_uppercut_left_main_012,0.347772523,0.40883702,0.29954544,0.308738741,0.119723121,0.126647761,0.048190545,0.047908626,0.047630621,0.493142699,0.687665146,0.629308412,,
p06_uppercut_left_main_013,0.354106691,0.425680497,0.310625679,0.2813769,0.13469767,0.122312369,0.048590731,0.047910636,0.047630297,0.506475422,0.680468125,0.628270314,,
p06_uppercut_left_main_014,0.335941169,0.437666033,0.290703386,0.275587584,0.145788912,0.136120074,0.049285391,0.04804048,0.04762966,0.47291368,0.709269312,0.638362622,,
p06_uppercut_left_main_015,0.336873871,0.446959068,0.276077431,0.281264542,0.17373195,0.109742318,0.073553866,0.053101716,0.047620856,0.451693058,0.698670797,0.624577475,,
p06_uppercut_left_main_016,0.340896205,0.454147884,0.310261974,0.264225902,0.243912084,0.147311664,0.049068772,0.048289116,0.047633889,0.529513661,0.776334494,0.702288244,,
p06_uppercut_left_main_017,0.344773828,0.427793718,0.309033977,0.33656099,0.266517171,0.126463403,0.048195058,0.048001497,0.047650488,0.561850465,0.806052564,0.732791934,,
p06_uppercut_left_main_018,0.348995336,0.453137213,0.306773345,0.296314705,0.25260865,0.139055813,0.048981547,0.047994766,0.047622334,0.54959684,0.790249345,0.718053594,,
p06_uppercut_left_main_019,0.336842583,0.429325208,0.304016793,0.274862131,0.257664461,0.116956286,0.048810083,0.047866031,0.047634754,0.516952501,0.763091924,0.689250097,,
p06_uppercut_left_main_020,0.343297143,0.445406055,0.296414278,0.248193783,0.255648475,0.125336297,0.048806656,0.047884724,0.047626315,0.49161697,0.771790401,0.687738371,,
p06_uppercut_left_main_021,0.350173961,0.417147364,0.330290345,0.30237844,0.250184417,0.123061956,0.048462496,0.047803641,0.047627956,0.560084695,0.771738952,0.708242675,,
p06_uppercut_left_main_022,0.335207021,0.428278507,0.307785861,0.244544049,0.242346072,0.120917511,0.048656364,0.04779286,0.047639641,0.489184764,0.751800949,0.673016093,,
p06_uppercut_left_main_023,0.317396534,0.444096896,0.25946402,0.270783468,0.2048548,0.088780142,0.048818862,0.047938915,0.047621049,0.420343884,0.730479804,0.637439028,,
p06_uppercut_left_main_024,0.353805292,0.460224755,0.301790349,0.308282733,0.241773114,0.108533502,0.049035466,0.048030384,0.04764522,0.519179169,0.793592761,0.711268684,,
p06_uppercut_left_main_025,0.363923952,0.460541458,0.323764585,0.32410464,0.277468272,0.14930728,0.04904303,0.049227615,0.047722313,0.593364586,0.835232199,0.762671915,,
p06_uppercut_left_main_026,0.335820072,0.446050436,0.256408184,0.267470871,0.240213175,0.117379653,0.049130981,0.047948141,0.04762115,0.427260893,0.789056415,0.680517758,,
p06_uppercut_left_main_027,0.356769174,0.466040642,0.253099916,0.287792068,0.2584432,0.114291514,0.049483055,0.048579342,0.047620138,0.468847618,0.799608253,0.700380062,,
p06_uppercut_left_main_028,0.360092092,0.456558078,0.325240023,0.316104392,0.270194003,0.145515387,0.049276758,0.049506681,0.047664269,0.588999525,0.81728086,0.74879646,,
p06_uppercut_left_main_029,0.337670259,0.412890535,0.275545922,0.282925463,0.211619243,0.125097782,0.048258806,0.047885285,0.047650439,0.504014203,0.709530204,0.647875404,,
p06_uppercut_left_main_030,0.360803002,0.462348018,0.306330134,0.308463558,0.268927752,0.12962207,0.049402844,0.048312268,0.047632594,0.563802335,0.80312198,0.731326087,,
p06_uppercut_left_post_001,0.361007877,0.464915491,0.297805624,0.311288462,0.248457908,0.140690844,0.049492693,0.048243052,0.047648149,0.551883016,0.802126648,0.727053559,,
p06_uppercut_left_post_002,0.361410468,0.44969983,0.289767321,0.281786085,0.254614277,0.14598872,0.04913584,0.048009559,0.047628741,0.527619486,0.793110403,0.713463128,,
p06_uppercut_left_post_003,0.317990832,0.430784622,0.275041065,0.250567927,0.23778655,0.122244883,0.04906416,0.048303128,0.047620449,0.556583524,0.646082497,0.619232805,,
p06_uppercut_left_post_004,0.345272281,0.451983371,0.290282484,0.273816583,0.24675106,0.129787029,0.049235741,0.04815742,0.047634266,0.475288179,0.805400445,0.706366765,,
p06_uppercut_left_post_005,0.33861157,0.448438843,0.301785377,0.268156535,0.263476168,0.115882851,0.048868206,0.04795302,0.04763122,0.494683711,0.790735374,0.701919875,,
p06_uppercut_left_post_006,0.356148305,0.466793112,0.319770452,0.339006151,0.269617803,0.133441348,0.049577003,0.049526029,0.047630579,0.594286157,0.81899437,0.751581906,,
p06_uppercut_left_post_007,0.339778704,0.442684421,0.263889529,0.265099908,0.256005977,0.095993745,0.04926287,0.048083359,0.047619816,0.431364084,0.783789645,0.678061977,,
p06_uppercut_left_post_008,0.349791708,0.464142208,0.305190969,0.29640902,0.259298408,0.12972521,0.049161678,0.048453118,0.047642184,0.523596534,0.815696295,0.728066367,,
p06_uppercut_left_post_009,0.362034161,0.4484991,0.270104729,0.264820632,0.255575014,0.116089825,0.04930782,0.048050581,0.047628209,0.4627145,0.793007317,0.693919472,,
p06_uppercut_left_post_010,0.322065665,0.431760431,0.299910452,0.245453311,0.208101965,0.076122832,0.048995432,0.047903836,0.047629961,0.496721932,0.65696388,0.608891295,,
p06_uppercut_left_pre_001,0.31620449,0.446058542,0.274808298,0.280769907,0.203054393,0.154766187,0.048439885,0.047750422,0.047626994,0.506854139,0.734045825,0.665888319,,
p06_uppercut_left_pre_002,0.341684046,0.469451206,0.282734584,0.303385505,0.235013208,0.186622823,0.048365718,0.04795833,0.047849731,0.508811758,0.849893322,0.747568852,,
p06_uppercut_left_pre_003,0.315569397,0.419740168,0.215910052,0.206124011,0.211335592,0.210982178,0.049107097,0.048041954,0.04762094,0.486818117,0.668533688,0.614019016,,
p06_uppercut_left_pre_004,0.349941133,0.46192359,0.278652402,0.313416011,0.236287354,0.186467092,0.048561416,0.047885887,0.047918062,0.524819433,0.825224439,0.735102937,,
p06_uppercut_left_pre_005,0.276652807,0.422377597,0.262972751,0.270762714,0.219342215,0.179735002,0.048783159,0.047839737,0.047622681,0.451893853,0.773976044,0.677351386,,
p06_uppercut_left_pre_006,0.298041764,0.373302547,0.201047272,0.167870055,0.207998913,0.175935661,0.048752302,0.047795053,0.047622009,0.450150511,0.581844871,0.542336563,,
p06_uppercut_left_pre_007,0.349716846,0.486527898,0.281728515,0.318769883,0.257217329,0.206169425,0.049584587,0.050253469,0.048057046,0.530863943,0.889438293,0.781865988,,
p06_uppercut_left_pre_008,0.327864953,0.453018209,0.281813004,0.302144584,0.203081239,0.156296552,0.048385084,0.047978017,0.04770787,0.525923484,0.745660157,0.679739155,,
p06_uppercut_left_pre_009,0.251337315,0.321696971,0.128843939,0.147343779,0.138612083,0.172715849,0.049248865,0.048215795,0.047619693,0.516650598,0.300327662,0.365224543,,
p06_uppercut_left_pre_010,0.304065038,0.469681186,0.277795394,0.296354113,0.231028602,0.152046881,0.04909722,0.049124121,0.047636789,0.510977568,0.774562686,0.69548715,,
AVG,0.339812093,0.441737054,0.286811131,0.282216336,0.230817837,0.153705464,0.049478666,0.04834542,0.047655113,0.514516672,0.77174506,0.694576544,,
