hook_right|p08_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p08_hook_right_main_001,0.32539719950066937,0.35500632147672934,0.2681936485730106,0.24437334914001654,0.19703026151859931,0.23341906810320542,0.055776788246935674,0.04865245807161928,0.047648566342431364,0.5270050209419945,0.6945632881050727,0.2104780890868498
p08_hook_right_main_002,0.324152265035994,0.38862447092565616,0.30542232211522535,0.2581410621467588,0.21720196805424927,0.24829475297387046,0.05337167561273145,0.04851417863093875,0.04780748006034022,0.5682394229817911,0.7576137144419453,0.22337509240848707
p08_hook_right_main_003,0.22741909599692905,0.31420520774375904,0.17182188362781445,0.2595185061492279,0.10819888018340267,0.17235587630532745,0.06204069385342925,0.04822847688565578,0.047619314981733385,0.4674810012950955,0.45069349319633495,0.19258339067806018
p08_hook_right_main_004,0.24466405283660383,0.3351110064785536,0.1724495729700266,0.2381773819544105,0.13968091399454868,0.17236103895776486,0.06270401299593441,0.048381786387737234,0.04761912688501687,0.48050481619698626,0.4719341007956546,0.19719687186021928
p08_hook_right_main_005,0.3121032585703915,0.352354748506429,0.23633630570841252,0.25967204020599927,0.21346148135548937,0.24400842597569755,0.05557279064275708,0.04870854216950125,0.04793493286683501,0.5395396338586144,0.6895203579727036,0.2146069888902909
p08_hook_right_main_006,0.32016472304322685,0.32556949746312763,0.20842219830096945,0.2206734904325054,0.19400432088112468,0.23967054998745024,0.05694650312180923,0.04943023874941868,0.04766046945528745,0.4985237552896919,0.6293999142618921,0.20163349905363992
p08_hook_right_main_007,0.3087646477147391,0.32320308624120014,0.26442031774873653,0.20038174153865337,0.20301507515282333,0.22911850565009378,0.057172153135419984,0.04876913866511703,0.04764988718909903,0.5067796686159951,0.6468560701124909,0.20424032013884402
p08_hook_right_main_008,0.3385728520374504,0.4349449337715939,0.29444125946885064,0.27383336932970537,0.25070539973797645,0.28286702883858167,0.06725711513277985,0.05437126604284958,0.048489588608308744,0.5511275988063977,0.8525696085789268,0.22425199332734236
p08_hook_right_main_009,0.27997683600245304,0.3938148451487752,0.2564829504314153,0.21092789339730675,0.21634138655148885,0.20408446283784265,0.06493697180303275,0.051962099473910346,0.04762573148881971,0.5390090503451627,0.6179699215442432,0.2186360405407019
p08_hook_right_main_010,0.2772583273681609,0.39959916304739335,0.24368512168737758,0.23121605793923247,0.21440031292502187,0.20659896927869026,0.0650787817530734,0.05128326072393518,0.047630392619046835,0.5460216114718931,0.6198679209842279,0.22079455131630055
p08_hook_right_main_011,0.31312941332441346,0.34552999375780397,0.2673225230013764,0.22807249043363212,0.20936547822800938,0.23706792627231357,0.057931306031559805,0.049857960631633204,0.04766338899790525,0.5118863250373742,0.6974045416083883,0.20655853056685572
p08_hook_right_main_012,0.2461735881894283,0.34876251165458744,0.1749272644306749,0.23670057067142086,0.10300370131556509,0.18321842769672425,0.06361598143731115,0.04822084602841974,0.047619363410554234,0.4550438762619343,0.4789354011058987,0.1889602345758884
p08_hook_right_main_013,0.2999715445583476,0.34343705834797855,0.23188262452313008,0.23957275996792138,0.20388939440730272,0.21097132285407105,0.05899530405391018,0.04919732164395098,0.04762726392865183,0.5108187803233353,0.6388404299647764,0.2063371353403988
p08_hook_right_main_014,0.16951763107685938,0.32760504750879427,0.1481288200985063,0.1868114898326732,0.08794278471694528,0.14746520817362566,0.06234063069199433,0.04820433849148464,0.047619237034151905,0.37854401387612235,0.37452310833411157,0.1630296610198671
