uppercut_left|p09_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p09_uppercut_left_main_001,0.3235221024974172,0.44642933195415224,0.3023801710611513,0.303047353139962,0.24654967022436472,0.23772046175009826,0.04904587037617576,0.04800128701517014,0.047632525016603075,0.5534619940674406,0.864309090164822,0.21683638381959547
p09_uppercut_left_main_002,0.3247825622091711,0.4655817595698542,0.30680394658825566,0.3203037133175498,0.2595027807552552,0.2385134012254803,0.0499782156427327,0.04796535624032779,0.04763895949835569,0.6097108366726158,0.856504398406827,0.2358848028518921
p09_uppercut_left_main_003,0.30334553557182026,0.4740355818375367,0.30517067950552756,0.3122247541241476,0.2648880054069728,0.2766119110285238,0.050871896177744104,0.048215439069427844,0.04764406871192012,0.6306907591145603,0.8587002063019398,0.24325936478724408
p09_uppercut_left_main_004,0.32669008967552476,0.4793824926144109,0.31879235319381855,0.32690824703884624,0.2790802914614242,0.25868191689459924,0.05006617404484496,0.048334082737909186,0.04765588823084023,0.6357672005375768,0.8906830351812507,0.24472248577344366
p09_uppercut_left_main_005,0.3434285563087294,0.46088202735449035,0.31550447631465717,0.32651569543527703,0.26159811473065686,0.26133448499093836,0.050232385387276826,0.04796417076625182,0.047642879773739696,0.6297894823972793,0.8779634680219106,0.24266201285026928
p09_uppercut_left_main_006,0.35270727934671964,0.4500084790224685,0.2981166608769973,0.3411830798404312,0.2523353638152473,0.23417982555081954,0.04913751566975252,0.047996035389655294,0.04764268027611427,0.5910236209375712,0.8805663678568207,0.22938572399899299
p09_uppercut_left_main_007,0.3359582576763147,0.4798176455314011,0.31903696204590715,0.3019349712077052,0.278057116002888,0.30441072592633567,0.05082875299047169,0.04838865976394848,0.04770711967388998,0.6536378142397385,0.8991789029523868,0.25095174233138623
p09_uppercut_left_main_008,0.36319473542140457,0.47413809951099983,0.3282395451172203,0.3514823756383465,0.2745434896247132,0.28240322671169704,0.050216604520308294,0.04848905901984395,0.04776636267213165,0.6967692743832491,0.899850929419703,0.26515831264113376
p09_uppercut_left_main_009,0.36711382846783946,0.4737077026153008,0.3169985708681201,0.32396195609520595,0.28156427799065475,0.2985138758686867,0.05017378808913662,0.04865322561192247,0.04772796670070406,0.6719720102359601,0.9110435747427349,0.2569330079790064
p09_uppercut_left_main_010,0.321912029649942,0.4457498570313819,0.29071865305477707,0.2930664115683566,0.25277960176302816,0.23832423435337965,0.04909075338037376,0.0479406091113615,0.04762850048919218,0.5321359942981199,0.8709445444596278,0.20972245226328504
p09_uppercut_left_main_011,0.32394728097557346,0.4747220742462489,0.3058760938720139,0.2885212383316963,0.28334703930928756,0.2865426642239225,0.050568311406885745,0.047981874177325946,0.047640737781133216,0.6484468161154245,0.8536590397315874,0.2489990005665454
p09_uppercut_left_main_012,0.33791984276130344,0.4830825281351796,0.31550839700107386,0.31563050998709885,0.2869130812068848,0.29607527166965164,0.05126025568916938,0.04833746329755944,0.0476457557253443,0.6594126045739814,0.9047133364166681,0.2530034411869034
p09_uppercut_left_main_013,0.3268236796312101,0.4474797280104835,0.28423528121954955,0.292301573506837,0.259366030068518,0.24086665310586267,0.0484264440878104,0.0479131147356629,0.04762748922657094,0.5260716864954694,0.8816618213574866,0.20747041510631425
p09_uppercut_left_main_014,0.3277372891563127,0.4774997151223991,0.3207697756830357,0.2998779210042777,0.28575629465005725,0.3038900854406623,0.05078888488731884,0.0484176767952626,0.04763737083414514,0.6537718705951054,0.8979522951769928,0.25099281075922897
p09_uppercut_left_main_015,0.3346242944596894,0.4803004291948662,0.3435142876321754,0.31173218777780526,0.2719972016497952,0.28385639541604335,0.050865227909102945,0.04791196839668046,0.04763336260232472,0.6786667095563753,0.8819574907751128,0.25914796862071954
p09_uppercut_left_main_016,0.3713605661220746,0.4748270115537284,0.32076973866635866,0.3172851675505402,0.27494387166032846,0.26233655336397554,0.04894895960454152,0.04802322223104066,0.04762923579373492,0.6650331107084021,0.8739246638577804,0.2540017641813281
p09_uppercut_left_main_017,0.3417182786053397,0.4644483400042856,0.313429011567011,0.3112608509723899,0.26033182850390235,0.253539816445895,0.049941531571942796,0.04790910521201218,0.047628772155850076,0.6169345906336791,0.8679660440001671,0.23826174247254467
