uppercut_right|p19_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p19_uppercut_right_main_001,0.34705512529975746,0.4453802061866738,0.3025998386753065,0.27501079789245725,0.2338984579096856,0.19182364243221378,0.057145437733026314,0.05274097756456732,0.04770612032560829,0.5232906834746298,0.8065772675020713,0.21105903292407446
p19_uppercut_right_main_002,0.3398189631081408,0.4956136606618108,0.28203746594978274,0.2942759294717418,0.2037074238295223,0.22158333573630395,0.05322131177493539,0.04783952166389027,0.047773021241669114,0.5424292969128559,0.8153562904063856,0.21449671011722718
p19_uppercut_right_main_003,0.3424901838812147,0.4602269956924195,0.3617516326335401,0.32317532752528233,0.2611509416100584,0.25397369137713405,0.06357000791584985,0.06422804686921249,0.04957883693476561,0.6064332964151953,0.9004250812375558,0.2447437837334192
p19_uppercut_right_main_004,0.30685557055792784,0.4790167244018587,0.34105416242792985,0.2809347979616733,0.23614420281747348,0.23496713179805812,0.05799525549856459,0.0521166154026684,0.04790092946874118,0.5676499650531068,0.8425297430452559,0.22592061198477992
p19_uppercut_right_main_005,0.31375751918411793,0.404175315910388,0.36867140656413844,0.2721850180786965,0.22557358458916124,0.24051303675364513,0.06113937411299783,0.05805764663927458,0.04772378178066312,0.5578673332746532,0.8267352686480889,0.2256881180089752
p19_uppercut_right_main_006,0.2769796156630316,0.42649502248543103,0.27293386114754586,0.24976646637897632,0.17608429269167092,0.23832229672123173,0.05362672642084824,0.048031432663496056,0.0476224525162438,0.5215211289665292,0.70494226093033,0.20772642935029118
p19_uppercut_right_main_007,0.3356790864483298,0.4682079838210302,0.3554643795301834,0.27903694441292654,0.24931108392624618,0.24888346753116625,0.05912289833543884,0.05313636456612484,0.04802824118610884,0.6065305683617359,0.8531027262459006,0.23959661042109984
p19_uppercut_right_main_008,0.3514792784334001,0.49111946174779864,0.31291712445375275,0.2936018525711678,0.23374319835645388,0.2254028440802167,0.05362721460777572,0.04789124719090375,0.048343450466498045,0.5579359099943433,0.8678567357114434,0.21981812393100758
p19_uppercut_right_main_009,0.28933808747308565,0.4259482922017751,0.26067649973525986,0.2258816190703543,0.18048382524272558,0.22036788569781632,0.05396529974062784,0.048289413667992734,0.047620053933683515,0.490004644783121,0.6931571186653627,0.19741978606391383
p19_uppercut_right_main_010,0.21758546089712816,0.33663380907474005,0.16098651571775263,0.1230898727102591,0.0972400550859012,0.11580839210414581,0.05404899883488048,0.04795126794381243,0.04761907586543647,0.4793141632429546,0.22474188174113233,0.1937714766738825
p19_uppercut_right_main_011,0.28087423813995216,0.42500378829209196,0.2725816248588592,0.2303446998089545,0.16272459002265052,0.2433637409496076,0.05385704141545147,0.04928295227387046,0.04761922405126727,0.5225815289194968,0.6721511044478836,0.20857384086960623
