hook_right|p16_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p16_hook_right_main_001,0.27769036739892833,0.38516248727160074,0.19574329069002303,0.24974332613672137,0.14037228700646778,0.16382749335826455,0.052579359964713884,0.04803781162633285,0.04761925251203952,0.5537234991272121,0.47387123546840715,0.21811355690608628
p16_hook_right_main_002,0.29670918362994286,0.4016803279179557,0.24547686386489076,0.3265337844144594,0.19105745869959284,0.21498772271261252,0.054947491113639245,0.048062305490834616,0.04762021203629228,0.6236261784390249,0.6423960250884908,0.24221199168116625
p16_hook_right_main_003,0.29701747435686926,0.39746765764352504,0.2308152584913218,0.2780624905447759,0.13439319633968766,0.18570564126878986,0.05403868593902864,0.04796160801245458,0.047619170638069835,0.5785837977086334,0.5412817171121892,0.22686136388670552
p16_hook_right_main_004,0.24244970984216624,0.3963930905943058,0.23356590995197973,0.300241414292574,0.1467715860098892,0.1954709816658533,0.05718329007565027,0.04823083022514652,0.04761908258270459,0.5630677205167387,0.5715692911827547,0.2228272802725118
p16_hook_right_main_005,0.212402966328594,0.39552512195737305,0.22251858294033466,0.29104746262453646,0.14414923888871237,0.15697774333668058,0.05570453315080174,0.04842892117074983,0.04761911050664474,0.5542519781723815,0.5042555807451498,0.219461810831311
p16_hook_right_main_006,0.22937925136687207,0.3712488467909371,0.23089526795576934,0.3105289981854694,0.10124716630762001,0.17468782837626545,0.05289417683731737,0.04783997339207281,0.04761908449648379,0.5550587783340298,0.5048752122372058,0.21859764285447333
p16_hook_right_main_007,0.3197528017370505,0.4356736625904804,0.222533481786546,0.3265572179334746,0.15062858414090124,0.22821862871647877,0.057927553480643,0.048124782355681045,0.04762494378597419,0.6311587126354054,0.6138954400736645,0.24573701615724314
p16_hook_right_main_008,0.2538281828338332,0.3795937607769558,0.218856634989824,0.288121493534229,0.11054449946533722,0.15281507891595547,0.05285526464740007,0.04793421825124796,0.047619234649189594,0.5803406199743024,0.44987344815713487,0.2270433676243168
p16_hook_right_main_009,0.23936016059310616,0.37195934070556697,0.18959014388201284,0.27786040165487985,0.13978074738118423,0.19219768642592266,0.05656413117224775,0.048227980497310016,0.04761910155085762,0.5789189855727231,0.46577729565329434,0.2279036990807603
p16_hook_right_main_010,0.26349079474077713,0.3892617297967559,0.2243027005284032,0.27794374996082744,0.13952939696169558,0.19263108494888895,0.05655383414580725,0.04817663338381622,0.04761938891416732,0.5834017648475786,0.51805367961878,0.22937741079240065
p16_hook_right_main_011,0.24930942582362375,0.3903522400333973,0.2094669304832651,0.2735289515889731,0.13481429717555843,0.16257220611660048,0.05716109776224506,0.048342770925809554,0.04761930034976282,0.5487960902211086,0.491286369043116,0.2180999863030544
p16_hook_right_main_012,0.2572581200017295,0.3812228184934291,0.23336075525193234,0.31977449129698216,0.10347251562908202,0.18259735389155202,0.05552634021505482,0.048099128217852415,0.04761924896591505,0.5785498892578433,0.5215618806015309,0.22739178589691683
