straight|p24_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p24_straight_main_001,0.30216512950680713,0.32804681569241867,0.25839514875253283,0.2764883346699474,0.2162010066133256,0.22589915240495584,0.047668864637503534,0.04769018849666097,0.04762002417636359,0.5868531551016324,0.6422248204247449,0.22740406941193228
p24_straight_main_002,0.2858666688502055,0.33734712386373866,0.24226531560379155,0.2454143508517001,0.1907416587757491,0.21531065573868755,0.04770443956759499,0.04770476977320307,0.04761972670651996,0.6026054646082571,0.5392412261216,0.23267155798301842
p24_straight_main_003,0.2322664562933184,0.2752172305109365,0.1825786682243741,0.195383183746714,0.12788976218144849,0.16429404067631256,0.047721708695281015,0.04773330799616519,0.04761913075250888,0.5511220365746102,0.30851415067301713,0.2155256844220188
p24_straight_main_004,0.31439349141540607,0.3501609513936799,0.21232611840821175,0.2852917543774355,0.21738379665955185,0.2492570870887394,0.04768981650866506,0.047686807530252485,0.047624833071828174,0.48678652592125965,0.7498436131562007,0.19405438332005903
p24_straight_main_005,0.2784802397629469,0.3164955553599231,0.2201512529903269,0.248150738669675,0.17635115927585093,0.21625330755864428,0.047705111621016254,0.047734399712269705,0.04761952233827691,0.5079990300138907,0.5861733239706102,0.20114618044905885
p24_straight_main_006,0.29474391547252893,0.3647154849814067,0.23348801016263304,0.24520088838672702,0.2300625485981746,0.25743795916363055,0.04784907921992091,0.04776308383525617,0.047659289233990675,0.5828254282959209,0.6522302816333183,0.2261458637836993
p24_straight_main_007,0.2811886623458292,0.31431362124062234,0.18958361598675721,0.22894731076700894,0.14133113938700032,0.19177366690480055,0.047786092943055566,0.04796125034093065,0.047620007296382105,0.4869409458650214,0.5023427315121336,0.1942294297163359
p24_straight_main_008,0.31491365788770426,0.351765947690626,0.22585881986267603,0.25215711139263364,0.22158449119236864,0.24604123584916765,0.04772823592391167,0.04771435156004754,0.04761929998675209,0.5240405536272692,0.6940634461907683,0.20649438037040946
p24_straight_main_009,0.3108959636785541,0.37109619194344745,0.21564542113475843,0.26625302759300784,0.2459690134596247,0.273705078965774,0.04805557224117618,0.048938255303866515,0.04770822038111612,0.5807793742368833,0.7057028253868181,0.22592440059397534
p24_straight_main_010,0.26061949191428424,0.3448116570175186,0.22959456446687337,0.24992972102559935,0.1568792621026527,0.18526289931471848,0.04765280535894112,0.04766694848530437,0.04762021154571746,0.4640129266747065,0.5991285057706788,0.18644422683965067
p24_straight_main_011,0.31659672041984266,0.3586716465726224,0.2241289670491086,0.27953309279426286,0.22941134419999593,0.259346504835693,0.04767690162762191,0.04767323569358315,0.04762010277136627,0.5159586709899906,0.7481864424014361,0.20376960277039854
p24_straight_main_012,0.33155894152848786,0.39065106511059366,0.23932016343276635,0.27690722142913515,0.2391584539310354,0.2911282878795493,0.0476784055389473,0.04790508772496045,0.04768609499630203,0.5987883783786158,0.7478324739690562,0.23145729054750783
p24_straight_main_013,0.26538490810597676,0.33830091018592123,0.20699735195823873,0.2420154884419869,0.10091545188013643,0.18132930264518646,0.04765919639632914,0.0476565924517949,0.047619961974682476,0.4791020148897208,0.4935902106169422,0.19147260124594828
p24_straight_main_014,0.30109053693082694,0.40540131099322485,0.2424386645891369,0.30718243547649754,0.14246900304807894,0.21246944994575453,0.04765834049519115,0.04767101379272867,0.04763072754948587,0.5230446124576098,0.685904704860432,0.2061246555818432
p24_straight_main_015,0.3051769808975914,0.35966052597854603,0.22734150979704335,0.2760383197931023,0.19540282529397088,0.23640791601964128,0.04764024020742034,0.04766802144517298,0.04762027360606115,0.5563984815718668,0.6500119467015457,0.21723558107482002
p24_straight_main_016,0.3041617089469697,0.3746083965235593,0.2968129205317746,0.24751422318034066,0.19443201002291616,0.25259005661623685,0.04763618385210252,0.04767761455084743,0.04762385781708406,0.6130510544181643,0.6562481396100933,0.2361216176070381
p24_straight_main_017,0.21917366943785882,0.26868413528271995,0.18953667303362245,0.1558403745484362,0.15481045473320948,0.16382952251808022,0.047738375141785395,0.047786810079178746,0.04761931913959588,0.53641047682463,0.3068115753299563,0.21064522068186467
p24_straight_main_018,0.20020525371838818,0.26593905419511976,0.15786749286315443,0.14322890965305,0.09317561614285247,0.17210463706471782,0.04763986261123095,0.047672760119703526,0.04761911081458054,0.5227230990732833,0.21165382255346066,0.20601190726807259
