uppercut_right|p23_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p23_uppercut_right_main_001,0.24300580921529633,0.42285246476728366,0.2500543204396363,0.26541644544584847,0.21148828698861993,0.28933509369228216,0.0533042534571774,0.05546763873489192,0.04774122410540029,0.48311876673383986,0.7949482403578417,0.1972968863086364
p23_uppercut_right_main_002,0.2539780399159138,0.4310588670174515,0.2813348335553682,0.2738020242236592,0.22290745389156902,0.2497082346775957,0.05183216700844252,0.05449058454837045,0.04768386712983357,0.40557590733529036,0.8968545745962938,0.17063288629736778
p23_uppercut_right_main_003,0.21662520457699896,0.4145363035501994,0.24698508148563905,0.27041246744510533,0.21986112290296217,0.2260912075405735,0.06593649887485062,0.06165925809853252,0.047626024802045634,0.3912041954159829,0.7951317012767327,0.172933317463122
p23_uppercut_right_main_004,0.2615868667422729,0.48017990627095514,0.28628161123710016,0.2866045176798192,0.23799263520421632,0.2568949402206285,0.0558044967873292,0.05233460716464789,0.04833011019259957,0.5097921698246287,0.859947597022825,0.2059770912588686
p23_uppercut_right_main_005,0.2793027698438405,0.4817907668489207,0.2911749800040589,0.290357054973649,0.21889396394053834,0.22009814965527816,0.055256888697058804,0.05418034418581498,0.047850387367645984,0.47255596041217685,0.858799336336439,0.1939977310983502
p23_uppercut_right_main_006,0.2690271128186249,0.40503208591741335,0.24769889679749388,0.2737408610627791,0.1842784755285723,0.24046111502868173,0.053016317018036864,0.051046036043073256,0.047637722778323996,0.4353365093884013,0.7821090577650096,0.1797996208165038
p23_uppercut_right_main_007,0.28373459406156337,0.49033189252384207,0.29206058785700584,0.29427619195321214,0.24287399555214773,0.263752758938343,0.058117521399299474,0.055212579763421345,0.048335612807362836,0.5087176388382811,0.8943106025297846,0.20734924666700064
p23_uppercut_right_main_008,0.2846554952930603,0.47906134745864454,0.292498397929043,0.28846094653156945,0.21099744671540072,0.22103971486170457,0.05190943235956625,0.054885548296638775,0.04837642636426135,0.4593640138658023,0.8680790500900448,0.1887196648406691
p23_uppercut_right_main_009,0.23934670490974624,0.40118148243652774,0.25336340155376025,0.2824097957067411,0.18440461512613907,0.20615487080720646,0.06922642425503403,0.06236647246964254,0.0476260047434258,0.4047710868516871,0.7492337477661859,0.17878799452545455
p23_uppercut_right_main_010,0.22812828631305376,0.40332398224246074,0.24111546572418363,0.2668639075870341,0.18850489928831277,0.20567576337068133,0.06829480563466354,0.05832550775567601,0.04762571615079738,0.3813646419293145,0.7478224187856821,0.16932831843988466
p23_uppercut_right_main_011,0.28687101640062157,0.4146207118868165,0.29810295579628987,0.28736848341304955,0.2210942289809663,0.24688237911886662,0.05306313265328698,0.05325439317961368,0.04811192305232986,0.4682297324690272,0.8700388597599874,0.19151575276730928
p23_uppercut_right_main_012,0.2677650385462882,0.4856321095426198,0.28490181087254357,0.28361304081365224,0.17355128563367836,0.17495260937173107,0.054893304552759176,0.05519069141338617,0.04793974526907722,0.4544577711126926,0.7714321015205323,0.18818058902627932
p23_uppercut_right_main_013,0.2817191885550969,0.4161085021498444,0.28457357172269904,0.2968530539277135,0.1977856214242711,0.22288053936304228,0.056720149863399995,0.054132837118119656,0.0482836909785295,0.4421515435271882,0.8379311276956414,0.1843348435029026
