jap|p02_Global_001,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p02_jap_main_001,0.1923667105881438,0.34475641570056526,0.26345379538185487,0.23861598903960107,0.2956666162370357,0.25897192907929745,0.048092624681571466,0.04790146362930142,0.04762150697646178,0.38709159527091364,0.8784061214961664,0.16102856119392883
p02_jap_main_002,0.1923938108915782,0.34529677155865174,0.26331651273500806,0.24114604878815574,0.3109014509842557,0.2527451336410315,0.04814882382678765,0.047756179821209596,0.0476205418033779,0.4129371762271921,0.8647840078185783,0.16961405995839646
p02_jap_main_003,0.1920702400463791,0.3446106284262781,0.2633110354727177,0.23567030661888175,0.317086584459866,0.25038680843813516,0.04811366540962117,0.04786010317622263,0.0476198363086377,0.41504211498284144,0.8612674071646915,0.1703386278562284
p02_jap_main_004,0.17487256146242094,0.33385056408791847,0.24419481006797156,0.22104258654984382,0.3023656654381274,0.19619787997441981,0.04813678090246889,0.04770618855716815,0.04761923369351567,0.4042648102477603,0.760693657026347,0.1667025932357991
p02_jap_main_005,0.19071603541332507,0.34414910976622526,0.2589142779167466,0.23423975986690496,0.31094693194573403,0.2602778747576008,0.04817776968811564,0.04780526809798512,0.04762059291632205,0.4383809981788881,0.8357285335773769,0.17812134532166296
p02_jap_main_006,0.18948328220733998,0.3399506282031193,0.2525163562950448,0.23555092478705095,0.3086904067309019,0.26790891176732023,0.04795501484798416,0.04801027970363451,0.047621287407389676,0.4432345584901703,0.8297250368759786,0.179733284347263
p02_jap_main_007,0.1963931481794306,0.3483575772977436,0.2658815787854193,0.24291707432989335,0.3128211148862222,0.2711831509969452,0.04812621713449848,0.047965562977956365,0.047636110962344776,0.42007176395889667,0.8847833723135833,0.17205451469045047
p02_jap_main_008,0.19246399999308297,0.3494989442524646,0.2595825007239993,0.23323977728661965,0.2985882531358194,0.22634164291387443,0.04825938214117399,0.04778208121395401,0.04763282765148981,0.3495139545960654,0.8785964390849256,0.1485184726503978
p02_jap_main_009,0.1883395294012631,0.3285501503964318,0.28154107724781124,0.25931462459077703,0.3054850816337441,0.2439380250199255,0.048013477670975704,0.04778496866422474,0.04761998189582021,0.4680496193915471,0.8246771449744217,0.18794935524224918
p02_jap_main_010,0.18538303020984478,0.32247361787606743,0.27834801587491664,0.2500517175674638,0.30318180323858723,0.266780314007476,0.04797745243768005,0.04790266276987174,0.04761972151190168,0.508328386881537,0.7889598650535764,0.20140283402969628
p02_jap_main_011,0.1686785039277057,0.3016486196462208,0.2385520205765454,0.23718635292527646,0.2813367894480871,0.25335067842778314,0.047919172061511466,0.047784597604524075,0.04761940180138291,0.49684295762392977,0.697326489434964,0.19751557576332177
p02_jap_main_012,0.18636067329733463,0.31615391453418845,0.26718051642250334,0.2668647832506769,0.29928222715577435,0.2171998498068084,0.04788618266962733,0.04775134301522683,0.04761969718969121,0.4526637737799845,0.7958444508363363,0.18276709982161288
p02_jap_main_013,0.18554316864793013,0.3224884395269192,0.26348452758198126,0.2547864402114516,0.30408969376843986,0.2185696329600157,0.047882602248168,0.04776852334382259,0.047619386417543375,0.44414715154024365,0.7975802563659848,0.17993275904407807
