straight|p17_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p17_straight_main_001,0.2512699107990207,0.4380086566325433,0.2639889927188297,0.2725656421006589,0.24302129730442354,0.17736764251893353,0.04775299925475805,0.04767056364883799,0.04765287378072024,0.44358945158934293,0.8057977202697929,0.17967100483097964
p17_straight_main_002,0.2683212710576254,0.44680909916417433,0.2680724068931961,0.26244273670711415,0.2199862331393791,0.20642384109682296,0.04773218895379496,0.04768591485747446,0.04763691817836645,0.455932182529278,0.8076820311578479,0.18378342878018245
p17_straight_main_003,0.27578224717286215,0.4423873293449988,0.29689351991429824,0.28464988823984994,0.23561387155407978,0.1988798686370482,0.04786735945749186,0.047682883637503594,0.04763397034358684,0.5071583576131039,0.8157047462138516,0.20090286690269976
p17_straight_main_004,0.26542727417607076,0.4370385680502091,0.2958185018953225,0.2801767400531373,0.2279486127646373,0.19114352521074224,0.047698073689593876,0.04766428299181339,0.04762178776447234,0.4897367393722405,0.8108808391726869,0.19503303201788258
p17_straight_main_005,0.28079176463176114,0.4320406542856169,0.2909690357815996,0.27401055598152596,0.23738881814363463,0.20591939418409694,0.047760066874320585,0.04767669881458698,0.04763274321110669,0.4990131815070913,0.8135669557813225,0.19814998239866627
p17_straight_main_006,0.2682973106287617,0.4605952055686113,0.2891135894225489,0.27699194618039835,0.27072140184244703,0.1720680315111633,0.04779187594172152,0.04770417483051283,0.04767746917911474,0.49402586896510126,0.826054443890457,0.19650730657911186
p17_straight_main_007,0.2816031595218661,0.43718190560555703,0.2667552789147453,0.2888023400225822,0.2377659311161131,0.17629676853556459,0.047683764862453674,0.047677163990721715,0.04762145059875049,0.48902082327165325,0.7829088108618587,0.1947939173749429
p17_straight_main_008,0.2757598892708829,0.4493328230887572,0.2630877255207997,0.2668822062147179,0.2158507674921343,0.18883090139726186,0.0476877296746841,0.04768745749877198,0.04762518000104006,0.44773864020064835,0.798693653828524,0.18103794245803478
p17_straight_main_009,0.25728189601620827,0.44917409580981726,0.26335993790901746,0.27415855054234767,0.2305371185299999,0.17777207838479217,0.04770193193949817,0.04770687948075003,0.047621981669740195,0.46911250094495643,0.7834744975347357,0.18817377078840153
p17_straight_main_010,0.28058467892309097,0.4392613846297354,0.28567072084895323,0.2637676619204489,0.2554749452273769,0.21526881382288687,0.047776524904804635,0.047677707703497066,0.04765130431085213,0.4917041479140857,0.8350255455717983,0.1957194601741291
p17_straight_main_011,0.2792660369747167,0.4330708777663782,0.28292641701722127,0.2581661308459263,0.23795380338604924,0.21146045946865838,0.047722880369831945,0.047687394756715795,0.04763727650412419,0.47571177328617537,0.8200495322929697,0.19037401613757438
