hook_right|p05_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p05_hook_right_main_001,0.23522705237842376,0.4797755961925973,0.27097588741055595,0.30867893664707374,0.25415979782396486,0.21438011054687917,0.05645783225573364,0.050172684548415426,0.04789277153017055,0.5924946207324296,0.7470990452501598,0.2330417125121929
p05_hook_right_main_002,0.22142692884911322,0.48130651679522973,0.30192046458309296,0.31589068672104414,0.22927673291319417,0.21274257121069118,0.056303023415081,0.04932462595258522,0.047981645045827546,0.5895172661906413,0.7536229102586118,0.23171497185276915
p05_hook_right_main_003,0.22971592541819988,0.47944678501955995,0.2665734194645727,0.3067298419070654,0.2689634364304034,0.28840883802246553,0.05576542897255076,0.05057379342867646,0.048513112873585854,0.5948926330977289,0.8197023661724858,0.23374395183298535
p05_hook_right_main_004,0.17326390706162242,0.35492910875338335,0.2161109238991774,0.2549671299873636,0.11720260829493778,0.2337995153062815,0.05989142068400046,0.04820231839851634,0.047619967535714174,0.3901098798823895,0.6196220694984835,0.16606787298830208
p05_hook_right_main_005,0.2309656097997356,0.484655377971092,0.29491189370108684,0.3031126940140214,0.23008086067121067,0.2909611117288142,0.05555189056549334,0.05185751885726306,0.04882892416710466,0.5828329072544788,0.8190443970611209,0.23008077222574505
p05_hook_right_main_006,0.18744312535906774,0.37001065233772684,0.22327212780507488,0.25900727352288,0.12038940756084385,0.2390978977811896,0.05895025493334219,0.04801581304185617,0.047620887805856243,0.39356363563960495,0.6498437804019154,0.16684323453826774
p05_hook_right_main_007,0.2198017756819708,0.47618588917245736,0.29589328868104925,0.29980504598378593,0.2323928914894235,0.29095846372313305,0.056190013009790284,0.050911164906854725,0.04838845162268692,0.5717480740284604,0.8212395747223521,0.2262830839817018
p05_hook_right_main_008,0.1923893840409269,0.40023841538112903,0.20821589856817938,0.2482468891899682,0.17055375323869987,0.12386771792306021,0.0782365214749629,0.050393083236147704,0.047619737181549736,0.28859367652872725,0.6660876318810415,0.13907442707994594
p05_hook_right_main_009,0.2506075859815226,0.4796448171447887,0.28702210163247294,0.30997226905957864,0.22315660676415092,0.219385290640815,0.0557295457478237,0.04903969365574894,0.047673421306806,0.5714565220151464,0.7655555553103578,0.225408587139573
p05_hook_right_main_010,0.19878428452073515,0.37397826282986607,0.20705304298032176,0.25948835134665627,0.10903408940018458,0.17914627445751846,0.05796397319310568,0.047898782604099785,0.04762003808929582,0.37804860270284474,0.5979378123195627,0.1613037861666834
p05_hook_right_main_011,0.234833189489604,0.48472132411278074,0.3081886846694108,0.29143645772806026,0.256984774533927,0.20176773992993216,0.05622184038768289,0.049717688473936573,0.04783937065813028,0.5873720697235308,0.7621009984656476,0.23110386619505008
p05_hook_right_main_012,0.2314164737496458,0.511994450849556,0.27218767441031255,0.2657958660262544,0.26408593568765676,0.19415752998457866,0.06363059609530326,0.06275300742135219,0.04813843505911092,0.49769049194145654,0.7798697113583414,0.2080246984860373
