hook_left|p21_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p21_hook_left_main_001,0.33550321131807886,0.4708202163689318,0.2882025413634435,0.29497750410526496,0.2538915344290718,0.28088903523205655,0.07522116670645086,0.07762157476661664,0.04830422726362092,0.5199926360138465,0.8805081254575591,0.22427845916230466
p21_hook_left_main_002,0.26502422531492453,0.4244687059727873,0.2661336489417046,0.23342692945180232,0.186541362983885,0.18093590554547073,0.07092614149212652,0.06944618199006908,0.04762413425947777,0.43109937556296113,0.6750668422579488,0.19049056634838557
p21_hook_left_main_003,0.16878918585902297,0.32709288521827684,0.16349878577903132,0.18177364898890097,0.11106821646157627,0.10388926040356239,0.07067960582385087,0.06863721308270157,0.04762171818438505,0.45000356022625565,0.25103419429630813,0.1964401263776027
p21_hook_left_main_004,0.3120128562527703,0.4616394780715562,0.2964993627203233,0.2315003205342458,0.21383255433396423,0.23315532134796482,0.07170200259363925,0.06969911675288973,0.04763298239023397,0.45308640660775457,0.8036558308506804,0.19816250865142784
p21_hook_left_main_005,0.39797944350860803,0.5082682305065476,0.34655046763923475,0.2995553541976122,0.26212615049153054,0.2021898578510996,0.20179378598903663,0.1252058828596277,0.04770650506587696,0.5152395928359154,0.7782150876684013,0.28074642056152654
p21_hook_left_main_006,0.21304378401572427,0.3815675016728487,0.22256072374957708,0.19152243417125264,0.14730108625272606,0.16718736273725196,0.07253131179652493,0.06889485224035471,0.04762050110677135,0.48259892390306874,0.43478007308324623,0.20800836264664946
p21_hook_left_main_007,0.1252472772424528,0.2507823602710696,0.12616690351907317,0.09646673368303071,0.08372980659604015,0.12472399233009668,0.07196877898244207,0.07150577662015224,0.047619182055491996,0.49370259547159295,0.014383864099890075,0.21239238369139574
p21_hook_left_main_008,0.19728850582725238,0.34316726924884616,0.19712476910450322,0.20204470460803856,0.12885770435000954,0.22724751726880923,0.06646952766655223,0.06492704355317738,0.04761940923864903,0.40562945652747456,0.5205733448818558,0.17900867591573472
p21_hook_left_main_009,0.1590195730023945,0.28790336189319987,0.18633749879727352,0.13397541847952377,0.10575609458135408,0.08896620248322995,0.07208688405032493,0.06864551362394734,0.04762008582322587,0.44498796996011547,0.18918059774402463,0.1952401225447959
p21_hook_left_main_010,0.30820003260786616,0.4423369554670062,0.32796867922685174,0.2251000744823127,0.21408709210562377,0.1809886506833418,0.07338051708821117,0.06961722102580563,0.04762960802058853,0.4186264977555655,0.8016067808289475,0.18720807862319408
p21_hook_left_main_011,0.32704358053525,0.46121345292657107,0.33092861469459517,0.292324986952858,0.24916514486384606,0.2822922883163236,0.07370042417930842,0.074815467562607,0.047631946419899304,0.5332211161047054,0.9013157793861127,0.2272456692822069
p21_hook_left_main_012,0.3063466736097264,0.43011926692747815,0.31328463816880914,0.24678413093304222,0.21119692973258086,0.16089879688009,0.07038694869362824,0.06931223679290657,0.04763021428056509,0.3952079420004491,0.8034506087536851,0.1783023758289946
p21_hook_left_main_013,0.14172126767743226,0.2565742632819211,0.1328313638913357,0.0919520018980724,0.07758809004948478,0.05148936057162255,0.07130177637033348,0.0695982243760194,0.04761932799343169,0.4294511646979064,0.015448640800748899,0.1901170551480864
p21_hook_left_main_014,0.263145012778531,0.41845972253340974,0.30204162025582076,0.27035143500588826,0.18480981536455798,0.23091519753429246,0.06655335701218615,0.06507959382293799,0.04762033735845098,0.44132168976716873,0.7945114769800794,0.19098488020076426
p21_hook_left_main_015,0.2164341492338751,0.38865600888482554,0.26713081751639683,0.23448311788123907,0.16360513505605875,0.19523323608216345,0.06750795828311393,0.06470049755887655,0.04761955950483029,0.4565253821441681,0.6116608753486207,0.19624461266205284
p21_hook_left_main_016,0.2354539071481248,0.3464420764056003,0.1918276067650024,0.16781521652718548,0.1704509519082142,0.08154562836299176,0.07482943590887095,0.07136167375100974,0.04762309879533413,0.45374585447006693,0.3433479505063956,0.19997898804331588
p21_hook_left_main_017,0.27636536254376526,0.4649120055604266,0.30883735942782986,0.29746439056995566,0.19308430707932212,0.2794365120867681,0.06541677876533314,0.0661887669035307,0.0476428757703329,0.46252772004048015,0.8915381980632524,0.19804442190311466
p21_hook_left_main_018,0.3211756320168706,0.4544453296272498,0.3186187826584848,0.24915370160439668,0.25543090277583175,0.21048553020089886,0.07416316600085923,0.07241461130276271,0.04767551394098944,0.494080901793492,0.8194002372283316,0.2135528930323713
p21_hook_left_main_019,0.32990936607297094,0.45937981935807626,0.3126105658039515,0.2280773832140935,0.2381080326785649,0.17690596531384944,0.072333782045578,0.07022047888708635,0.04764382860952173,0.4453692371305329,0.8019453663996831,0.19597449935439906
