hook_left|p10_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p10_hook_left_main_001,0.1611829893831018,0.3859542211093829,0.24461088328439157,0.21881748263513093,0.16003661311376158,0.23135648444645424,0.06805894003323812,0.06633929556104487,0.04762009525373762,0.36556736981346266,0.6653530965929956,0.16665520180258186
p10_hook_left_main_002,0.2079150256086159,0.4170405283208577,0.29050116826032674,0.3069689997493409,0.2181001729434609,0.3038269355832076,0.08064062951759209,0.07429056060399725,0.047785051180382086,0.4906834632085652,0.8257771575388145,0.21520488444338484
p10_hook_left_main_003,0.31333071192806355,0.46810545714624896,0.30238686810887083,0.27311397865167597,0.21457389691182183,0.21568537153672268,0.07041474018102394,0.069114828390613,0.04763971925537865,0.46188789738855285,0.836069838585337,0.2004724886533966
p10_hook_left_main_004,0.33420810316765337,0.44606243890223307,0.29383014858506834,0.2211929244279487,0.20489276300955658,0.19102871218122344,0.07636291582238715,0.06955271894279591,0.0476303977885847,0.4196496207229976,0.7763069162425553,0.18852175182939357
p10_hook_left_main_005,0.28258131056778135,0.44909758525880905,0.3023537610072964,0.23731991897107685,0.20146783241522098,0.185383644078391,0.07222077515702267,0.06819995673756535,0.04763682631176793,0.40834710517178774,0.7848045512799109,0.18292261235545856
p10_hook_left_main_006,0.3285424274174059,0.4625228305992293,0.3070495589215759,0.34560437993207316,0.21719643166541397,0.2644500790027632,0.07360192602459734,0.07644041111764409,0.04769493627268432,0.5557831462526909,0.8637874963054744,0.2352751611316441
p10_hook_left_main_007,0.3134898269806802,0.4393784329788325,0.29600227484136876,0.3348187621868231,0.1754792057682762,0.2302122353915527,0.0650848039979232,0.06443141865303985,0.04764188198844562,0.48835113549191017,0.8375142868252541,0.2059557860476244
p10_hook_left_main_008,0.32993789718809075,0.4292881596792847,0.2912238540016293,0.32464491140407387,0.1782135422952433,0.2321078932793917,0.06499682580113243,0.0648790060004473,0.04765666090813947,0.4912048248677731,0.8272888490715945,0.20702688555645093
p10_hook_left_main_009,0.31235134672603293,0.4284775740853394,0.30163551421091633,0.3264090821956779,0.18119202239958038,0.2192172701814779,0.06520597443693739,0.06459636474285475,0.04767088541027627,0.4838169996150242,0.8283710108592344,0.2045397795982721
p10_hook_left_main_010,0.29491093001451274,0.45674203003982683,0.2979971564049871,0.312394708955792,0.23376515562003397,0.23583728158710615,0.07547887173035651,0.0769075918701421,0.04773078137828804,0.5133818519844506,0.8298870355520835,0.22192277186164971
p10_hook_left_main_011,0.28652394049323615,0.41608157551351416,0.30395380178223863,0.205097291571355,0.1733529956244511,0.13575626416061054,0.07353360067445726,0.07019381486318856,0.0476460923384758,0.40256656955464176,0.6653917225625479,0.18209799503076252
p10_hook_left_main_012,0.3204465883556519,0.48584682635405685,0.29795926738509576,0.3238290727805523,0.23068341659375466,0.295934549104964,0.08300662179316413,0.08020580276219944,0.047698897525759065,0.5757920401372723,0.8525783118408212,0.24633482156421194
p10_hook_left_main_013,0.29341679528876363,0.42844280093346593,0.2915444728011818,0.2648488110471877,0.23119606557615918,0.2794009440404489,0.07542948175295454,0.07396341854481754,0.04770100529400888,0.5352314099741744,0.7826348225792747,0.22820810342398215
p10_hook_left_main_014,0.28783990913198715,0.4872769784716631,0.30271298088604415,0.33996752841494804,0.2087215276160555,0.2412405337260687,0.06910228079639055,0.07306504039101676,0.04770034371214575,0.529655836883947,0.8485047636249871,0.22394105269045142
p10_hook_left_main_015,0.2917340598942251,0.48482135267807747,0.30379178720828953,0.32310126761555835,0.23044398456069812,0.25858072007357147,0.0744389349486901,0.07357310183684843,0.047688007940878394,0.5601793279568628,0.836181498230439,0.2360637882474671
p10_hook_left_main_016,0.31545050297620286,0.46777201597510254,0.2991663636056461,0.31466305928261173,0.23282949742770104,0.27451504635844826,0.07516528067554278,0.07392327092765227,0.047696733766426656,0.5850353021653956,0.8194568095490651,0.24470795125619688
p10_hook_left_main_017,0.285821194342073,0.4376013786580654,0.2921659871845366,0.2944282893887579,0.2095577134351827,0.24525885545260664,0.07323634685861471,0.07163821527022256,0.04771894011277678,0.5073029814730075,0.7937042290041594,0.21739251453394823
