uppercut_right|p26_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p26_uppercut_right_main_001,0.1938173536596804,0.4958526041562684,0.2818227360919193,0.2643452863659584,0.22027469930522434,0.2702275813723283,0.05652851524168521,0.050815304092918,0.04795286418347383,0.4229942079263246,0.8837309643014224,0.17677934242030924
p26_uppercut_right_main_002,0.1906866026816881,0.411862430545864,0.2272977200274667,0.23861890068999353,0.2030446512787988,0.24678867745912664,0.05605591864761455,0.04788169153566316,0.047654082877485966,0.3778559844592421,0.7746928595385436,0.16059786488083994
p26_uppercut_right_main_003,0.21485009240980166,0.4588765621632781,0.3125684691560681,0.28752516819620466,0.26161429054206015,0.23212550955964284,0.05546764325295409,0.04892727844906655,0.04776863401274599,0.4841017152797534,0.8790994750616528,0.19616554566059133
p26_uppercut_right_main_004,0.16111016866328443,0.3835782317904952,0.19479048103620608,0.20992026713439707,0.1784828852539563,0.1976057649071705,0.05659886828896845,0.04782660042093935,0.04762000206468425,0.379063079437117,0.6109958208396676,0.16116284938234157
p26_uppercut_right_main_005,0.1709605528958982,0.4382351941351959,0.22775212327199568,0.2560508772205834,0.17759426358131575,0.24567922627950053,0.05511380447664496,0.04802327365735458,0.04780533476495315,0.3703715253680869,0.7825259156846388,0.15783620116736213
p26_uppercut_right_main_006,0.1679103916378616,0.40374024424221744,0.2605968267589551,0.2366457425371839,0.21529905760517684,0.2286453910632625,0.05433330714975499,0.04848870880505641,0.04762256186254551,0.5094823028522679,0.6512849299712841,0.20410143960235977
p26_uppercut_right_main_007,0.13751993221304984,0.3332529595216779,0.17292118807264945,0.16735381474752056,0.1514312369964627,0.22257548481280906,0.05699886460019764,0.047878345323107266,0.047619672099145326,0.39709848865018826,0.4879946326196173,0.16732523285783105
p26_uppercut_right_main_008,0.12319407538941152,0.3349366654883065,0.21442078560485855,0.18079941689723028,0.17016755050359977,0.19793434658664047,0.05498442716538966,0.048029505548547825,0.047619684893557626,0.49401737204921325,0.43190131905698415,0.19901043492105022
p26_uppercut_right_main_009,0.2140887676547405,0.4638536877071374,0.32647656720043267,0.29605328814051324,0.25845381844380866,0.20616965952167893,0.05443896086908465,0.04953568717378211,0.04787977347263241,0.4884498049307413,0.8675909098636315,0.19747481765786934
p26_uppercut_right_main_010,0.20213277237041974,0.4155720565217539,0.2691323404504288,0.27536032054259485,0.20362891007651007,0.23976266678027555,0.0554515470444228,0.0485931869638076,0.047667113505537304,0.3751017068920738,0.852425254018786,0.15971548030010138
p26_uppercut_right_main_011,0.14210020657359018,0.3654193438660199,0.2165103276983748,0.18797963005488336,0.15426110424408773,0.21204231977407498,0.05515664476671889,0.048182322271406695,0.047619523059471654,0.4523658110668546,0.5074805656723386,0.1852349260349934
p26_uppercut_right_main_012,0.1795892826163777,0.45072390582116195,0.25083671463726936,0.2656204867079472,0.20128351596665564,0.23993813022099647,0.05641612221853354,0.04804734665015269,0.04768482509677506,0.36205167697127966,0.8471123994541537,0.15550504861332196
p26_uppercut_right_main_013,0.21980560531678056,0.46741840033633536,0.3315614550985774,0.28920282917043766,0.24302703113345275,0.23215082922839655,0.05576309964482763,0.048647268935169165,0.04777411997463235,0.4899651218419906,0.8817233391302889,0.19812516347399578
p26_uppercut_right_main_014,0.22394052489084415,0.47158563418581706,0.3391445915100562,0.29487431236826783,0.24363172462355545,0.19203280028690858,0.054821708496516554,0.04995002415214352,0.04782133403328651,0.4711971305492802,0.8753703056492173,0.19198962106598008
p26_uppercut_right_main_015,0.214234890091724,0.46828461692773365,0.3314709014869508,0.2937621937123117,0.22525894152379014,0.2467373861667325,0.05518737092739223,0.049297985025799476,0.047774386164969804,0.4928185690322193,0.8774209953527283,0.19910130832847034
p26_uppercut_right_main_016,0.16145979139848674,0.4421765375808591,0.21681847239945373,0.26018844246850004,0.16012807132996465,0.2195029025971143,0.055867898780218264,0.04784683966399219,0.04763590111659884,0.3600263002411925,0.7319564809428625,0.15458034622846764
p26_uppercut_right_main_017,0.16739873673215033,0.43891634140689584,0.21225059992596468,0.25334357860544104,0.16323211552795774,0.2306973341745643,0.05621248835882874,0.047910054209307905,0.047622142874503205,0.3616805552173683,0.7342479983505834,0.15526769926183498
p26_uppercut_right_main_018,0.23116973793673873,0.4539088933920734,0.32345100730378096,0.2862949827133595,0.2230152684489984,0.1908014145244296,0.054698455304107926,0.04843052539441449,0.04775820100278321,0.4585197571287343,0.8420774270736328,0.18721624594241887
p26_uppercut_right_main_019,0.21043205623916927,0.4289540278746354,0.29269573057714426,0.2708586240979316,0.1996151188966609,0.2106448416282361,0.05449247421817451,0.04874239674961553,0.04762533317774024,0.4528947528646027,0.774309820470144,0.18537654127746422
p26_uppercut_right_main_020,0.17387954023238714,0.42066116825731215,0.2161903630202035,0.25122715287026887,0.17120324045331953,0.23288838474660753,0.05567686631698395,0.047880758198511876,0.04764014411903613,0.36016219175344333,0.7508152549398479,0.15457327208964639
p26_uppercut_right_main_021,0.21407097648044138,0.44713472586999303,0.26863684622555734,0.2763375932231395,0.1986727847167518,0.24680144765417297,0.05492665370149244,0.047815544283282566,0.0476765641632911,0.41325800172657023,0.8421681858224889,0.17200006657044842
p26_uppercut_right_main_022,0.18653548139078507,0.4336618219073186,0.22649575747954076,0.23007478889283473,0.17415135025160827,0.2255385058120461,0.05553030209735107,0.04800655767514567,0.04762581806450013,0.3678935791404878,0.732939233693965,0.1571434796376615
p26_uppercut_right_main_023,0.23408731777253675,0.4341783160463219,0.32795294154869986,0.28679836320536695,0.21454054976801648,0.2085448269944108,0.05411026058893435,0.04875481533340088,0.04774372909932188,0.45873108065230683,0.8465213257125089,0.18719871885821399
p26_uppercut_right_main_024,0.22164737709372018,0.45549907103674936,0.34355289882056705,0.28406026238630544,0.22510054611455904,0.2246128545181037,0.05492735592599439,0.04885173174580732,0.04782852350613139,0.4764294007730229,0.8704935150541279,0.1934028294816082
p26_uppercut_right_main_025,0.17780262087326415,0.4490426313241276,0.26755036153134115,0.2595939275436012,0.1725137580123261,0.2544654610037034,0.055635734499619435,0.04788079180365483,0.04762277986070423,0.4026219744569759,0.80357297022657,0.16871283358675004
p26_uppercut_right_main_026,0.22889535613668227,0.43947265049654155,0.3463825739195269,0.2776947359832519,0.22554413470716858,0.18827856649536895,0.05509493542183163,0.04827377295760666,0.047765973672687013,0.4625904770274233,0.8430004172499717,0.1886530618022872
p26_uppercut_right_main_027,0.07779731809859858,0.28364483300308063,0.1738040270099627,0.10009393939124009,0.10539446574243512,0.07538922290428667,0.05297385611947238,0.047819621446995954,0.04762130337506235,0.45787124142856783,0.10930188939162729,0.18622157299834535
p26_uppercut_right_main_028,0.23910858303542842,0.4366561909761214,0.31219302653806813,0.274483289178202,0.22660600726472033,0.17022470124301503,0.05575133977042703,0.04853771626195955,0.047684227070401576,0.43728341314677743,0.8175256253507212,0.18052415639305464
p26_uppercut_right_main_029,0.23883477506263126,0.42733591600396836,0.2961647103288878,0.2688133758265195,0.21180992855144448,0.192896901743359,0.05562922084172196,0.0488869804730057,0.04763142241414856,0.43940290697673545,0.7967988949986191,0.18130636943048767
p26_uppercut_right_main_030,0.20832271075846762,0.4222104030854011,0.25041804077243845,0.25948371034569906,0.1811666148661108,0.23956938447676973,0.05471353085620434,0.04791014183500525,0.047624400492194796,0.3927823149683978,0.7890424983829285,0.16513532921986912
p26_uppercut_right_post_001,0.20735206245077906,0.4533341179329825,0.2251382955452336,0.2343174920628873,0.19008426671136788,0.25869827741861456,0.05779217517954592,0.047955843850614986,0.04762188084557913,0.39619128535830456,0.7756398793490191,0.16731310146282183
