uppercut_left|p04_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p04_uppercut_left_main_001,0.2158082916462129,0.4460009448861183,0.3406172614243591,0.3223095320769064,0.2315662825625046,0.25582251756987373,0.04965065845097775,0.047941443383537556,0.047624465729669906,0.5515065321447348,0.867495356927716,0.21636621132641667
p04_uppercut_left_main_002,0.2144512280404023,0.44284158416844843,0.3360439106808452,0.33037452409275236,0.23230438070258064,0.23748620646468988,0.04932881828619375,0.047971291840505505,0.04767272234101113,0.5205850682056342,0.8805282244475595,0.2059617261107778
p04_uppercut_left_main_003,0.2147610117081164,0.4410273999292052,0.3484998862925424,0.3108674860944317,0.22666924994536455,0.21084026363889502,0.04898379838498885,0.04788672164031062,0.04762247448690178,0.5222533513699416,0.842974211913649,0.20637462379841365
p04_uppercut_left_main_004,0.2133186718503402,0.4541595420229224,0.326039407792892,0.32925694705968284,0.22882245112455615,0.22293412132945348,0.04941541690387737,0.048160773364343656,0.047635371982027476,0.5230762058006294,0.8557157416494094,0.20688413202295014
p04_uppercut_left_main_005,0.21149514442276157,0.4645151284535693,0.3629376495951662,0.32806755688117734,0.23568100481708018,0.25711338858550065,0.05041591023249631,0.048430451328515624,0.04764333935806545,0.5677112188610064,0.8918816570315361,0.22218586014067276
p04_uppercut_left_main_006,0.20746264973238007,0.45755527028008186,0.3335048425006663,0.2612834503839129,0.23474580056116162,0.2510431105529206,0.049074772651578655,0.047862722529480296,0.047619804968094384,0.5204461531128517,0.8343508773412986,0.20579454943130354
p04_uppercut_left_main_007,0.2041110530359064,0.47412784182361634,0.328794011484821,0.3170885414961959,0.2336325508133882,0.26950387274150983,0.048998478987798896,0.04806665291924718,0.04762008512288019,0.5752210030868834,0.8527306418336347,0.22409537833130982
p04_uppercut_left_main_008,0.17877496286661293,0.4433332501368983,0.2615596536685393,0.28492062026078135,0.21196350144757678,0.23703423231464224,0.04886177041544439,0.04807109437219725,0.04761931046137814,0.5650255496766187,0.6832596983924963,0.22065280482142008
p04_uppercut_left_main_009,0.20186495503671606,0.47532371012591834,0.33511078358934265,0.3228781801340904,0.2355693371399104,0.22037176806122147,0.04941384351637321,0.04801015241662349,0.047623012744673794,0.5388961507019143,0.8534761214834642,0.21210671554497035
p04_uppercut_left_main_010,0.2405785565851682,0.45799033724843713,0.31950772724021037,0.2724617039111632,0.23736081065846512,0.22229691042409253,0.048866584519150005,0.048730540742095166,0.047671209396532195,0.4787182079669277,0.861200351478112,0.1921051110760576
p04_uppercut_left_main_011,0.25659293404371947,0.4694603530070928,0.31993686961293333,0.2816509725262438,0.23970442595122649,0.2370107045239358,0.049068957603246366,0.04873255130313682,0.047671540672665526,0.49177921459332785,0.8887980035333579,0.196526907833237
