hook_left|p14_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p14_hook_left_main_001,0.3028324041966196,0.44199253906268654,0.2860406611426678,0.2891823307613044,0.1606437400161779,0.1223735991627279,0.07455785429952107,0.0703681176955695,0.0476311740835433,0.5392652479070549,0.5939785324615942,0.22806373996738183
p14_hook_left_main_002,0.3289861721233308,0.45426744715476974,0.2935948574500931,0.3324792082132113,0.18407634559756922,0.18414820149403377,0.07051852775230338,0.07039806903709558,0.04762489641890011,0.5575918192020279,0.7233844888355901,0.23283613866380895
p14_hook_left_main_003,0.3404363408158025,0.48530400468124857,0.3485183311276258,0.35578917651351327,0.1902810731467018,0.1985176920672922,0.07073470951246043,0.07167305041457298,0.04770409305417831,0.566771055821228,0.8345654308070306,0.2363929385827538
p14_hook_left_main_004,0.33989289945162576,0.473324193810578,0.3370050256242315,0.35137185861333126,0.15616479591865265,0.13829791062744293,0.07196270889192855,0.07059971871810859,0.04765172614435702,0.5485980668226393,0.7445736422628362,0.23038683147755884
p14_hook_left_main_005,0.36144264701580847,0.47526694378289613,0.34562677851112944,0.34795583401469465,0.20118181632854207,0.20294348754438465,0.0762161881804506,0.0725147617086078,0.047650780699846865,0.5826273232579287,0.8201120680725784,0.24378609104899568
p14_hook_left_main_006,0.3616159155137165,0.4740309423962234,0.33118791063649144,0.3588551835230763,0.19095412864275826,0.2010159492114325,0.07067444116425474,0.0718269261261927,0.047718401558799126,0.55357012972129,0.8415149509837799,0.2320238323372458
p14_hook_left_main_007,0.34815268033622654,0.4774123034412063,0.3254199582279388,0.330405639125133,0.16421718204917563,0.1391878863018321,0.07221019262061447,0.07151479511470951,0.04765646795600006,0.5606757659124593,0.714521177857228,0.23480025121592774
p14_hook_left_main_008,0.3592141741922358,0.4681036221133784,0.3359273254095195,0.3567759871808864,0.16914108076696663,0.15118953404586194,0.07354493078044125,0.070976290318743,0.04764569363846113,0.566589232453844,0.7604082710514389,0.23703681785100938
p14_hook_left_main_009,0.3321823548778884,0.4729483064791246,0.34674048934962787,0.35086780281518937,0.1951484271766733,0.20467630314453586,0.07361026061527975,0.07112893016190161,0.047741353847711554,0.5539089421743266,0.8382202217669388,0.232882710983836
p14_hook_left_main_010,0.3050090252273775,0.4346341121787572,0.3040309419375049,0.3216973442596244,0.15377614757814778,0.12335560680246385,0.07296237594127132,0.07012166879344332,0.04762405089601992,0.5496281550114808,0.6238994894046778,0.23090406658206514
p14_hook_left_main_011,0.2677480042116246,0.3599559871562509,0.2665784319035843,0.26829062364611717,0.1479171346392115,0.11660673284540253,0.07451501719932588,0.06952766713426559,0.047620034427656666,0.5418515935322983,0.46509862405850777,0.22863142595529656
p14_hook_left_main_012,0.29424941615007255,0.4513345835739244,0.30525204555808577,0.319129833916382,0.1595757148152873,0.12761859807895357,0.07370861182294172,0.07149718141153974,0.04762953515883234,0.5593870319216794,0.6241825868099,0.2348642750520536
p14_hook_left_main_013,0.16503026098463328,0.3013480596250183,0.1606827954479163,0.18323425074600092,0.12225010929290288,0.06694451542314414,0.07357564950958295,0.0685121123493624,0.04761906341850565,0.549316088375293,0.10722559705232149,0.23046795007807944
p14_hook_left_main_014,0.30900212191801557,0.42296875823513175,0.30108259090705236,0.31819279785873567,0.18728654983624077,0.18831064950195614,0.07565202504661842,0.06982261832241711,0.047623476923294064,0.5676632736215093,0.6818585865280087,0.23771263899684825
p14_hook_left_main_015,0.3694102928694703,0.47991410221952807,0.32901515541526305,0.36539633836969926,0.17514380715285122,0.18883993429456938,0.07089951985535128,0.0714994653689002,0.04797455030681723,0.5499522832358814,0.8319378487300548,0.23078375615337762
p14_hook_left_main_016,0.35068908187039965,0.47773603936722403,0.3349724417375728,0.365865898463947,0.1790017388500511,0.18253075772274782,0.07377069978172232,0.07105390516971542,0.047716055379787035,0.563707671843813,0.8081078122651328,0.2361774255984169
p14_hook_left_main_017,0.33924921543960995,0.4442308402195202,0.35961398507614933,0.3664305233178175,0.15758749731724236,0.15448581679128023,0.07089654049004748,0.07186478684455648,0.047747899313752985,0.5518984802104135,0.779179933597926,0.2315532691816725
p14_hook_left_main_018,0.34906673063931815,0.47529861298770604,0.3393575172122332,0.35216865233442524,0.19152835906425722,0.1855303465352422,0.07277003655550368,0.0704730364305241,0.04768109898328884,0.5642728166434258,0.8132699625859766,0.23583862987648452
p14_hook_left_main_019,0.3369357477804585,0.4559606193667019,0.334394029913286,0.32403801348209627,0.1636061758783804,0.13582095860514673,0.0725241735665256,0.07027113511994922,0.04763645799727486,0.5671664425753433,0.6894590122779537,0.23665391708727268
p14_hook_left_main_020,0.32838483348696235,0.4881450748974697,0.34157964774779515,0.3327742934406328,0.1586479454333484,0.13097478632761228,0.0726145525825081,0.0703644387079945,0.047666636246013756,0.5588693307573491,0.719202330902205,0.23394944068261722
p14_hook_left_main_021,0.33189478790039817,0.4735120159508844,0.3489025323499004,0.354610901525644,0.15915514204151893,0.15012940195021438,0.07139596286394453,0.07030815799085784,0.04768414891016038,0.5663975581042894,0.7547984038044182,0.2360338929863639
p14_hook_left_main_022,0.3175696628972773,0.4501542578132893,0.3316420314893517,0.3286846609592361,0.16023832809481636,0.13104991979083302,0.07240618156949877,0.07090595686136167,0.047633885252004286,0.5687773171003964,0.6667446612303971,0.23736315184375226
p14_hook_left_main_023,0.3260260708525786,0.4539998428126152,0.3321110802505496,0.32960809247687245,0.16531816524420978,0.1508249817004589,0.0725305688934988,0.07052230737928004,0.04764064205008291,0.5745715713574965,0.6919677906816395,0.23920814921009176
p14_hook_left_main_024,0.306821075781191,0.43950881229161676,0.3218049563405308,0.3309135934137489,0.14671622750966723,0.12111467916620859,0.07093940453813279,0.06952818665058123,0.04763313364276681,0.5561727066602374,0.6403708841516147,0.23221343261631716
p14_hook_left_main_025,0.36322909688531163,0.4735252337848362,0.3520329578042619,0.36594887495798617,0.16296185672359445,0.1631625962718871,0.07073146958240766,0.07056621862501983,0.047684528068578,0.5782704207525745,0.7860111227531751,0.23985603632000066
p14_hook_left_main_026,0.3524767865307644,0.47568255365076284,0.326671070560109,0.3303811137764464,0.16067520415256048,0.13839002911461426,0.07285134273535532,0.07247845258432903,0.04765586188552085,0.5575985802887976,0.7184341290984333,0.23430945853616064
p14_hook_left_main_027,0.33927135700276556,0.46503032016030055,0.30562342095625583,0.3305427501300581,0.15739299023009426,0.12246872586180117,0.07387726429129657,0.07276939276029923,0.04764183220784536,0.5466871471402073,0.6714495886768741,0.23111126806393434
p14_hook_left_main_028,0.30017899973555373,0.45383355761925087,0.320283554526958,0.3108653332308598,0.1562975615410781,0.11636130683879772,0.07393182924199754,0.0691376661232961,0.04764011843983685,0.5423558040188393,0.6452202104900966,0.22847509979471098
p14_hook_left_main_029,0.3066423100770298,0.42974872814722465,0.310318940935868,0.27814769596519473,0.14540985021813727,0.11135915447872999,0.07213165876599409,0.06917094140093458,0.04762355373183187,0.5339910909014561,0.5826836896773231,0.22509789702279492
p14_hook_left_main_030,0.3296846106260848,0.4720751994930804,0.3451488431089705,0.3590898170598483,0.19571451704397674,0.20382508372239094,0.0741451169697602,0.07113428419765482,0.04772047849821158,0.5559434202566347,0.8386204511981803,0.23374094047468322
p14_hook_left_post_001,0.3329657690320572,0.467999764925882,0.3245277234151948,0.3405529861516484,0.15434087152282636,0.12892311030537285,0.07230289912958156,0.06988887310105853,0.04763950536924198,0.5508665615227302,0.7018788389898246,0.23101944458445675
p14_hook_left_post_002,0.3458964660584661,0.4671611377311969,0.3378754818731274,0.3145793971953943,0.14972568139210046,0.1289403202088345,0.07152570198567657,0.06977672183935194,0.047657536832246106,0.5486535936090318,0.6957176083691978,0.22998533914468672
p14_hook_left_post_003,0.3420253660416316,0.4841099236686969,0.34826724480547383,0.3638753464601084,0.15159030861266215,0.14715949951690657,0.07040262167613577,0.07010951961118327,0.04787263778075263,0.5500754826359587,0.7783059450626546,0.2301958746410926
p14_hook_left_post_004,0.30274616177017727,0.4363173709062891,0.32992273965842794,0.3163938250506099,0.17807913862963723,0.14798333956970727,0.07354772074643515,0.06954430801364467,0.04763176643862349,0.5609286831076055,0.6819642003900567,0.23467357062256172
p14_hook_left_post_005,0.3535544872970043,0.4652421675197348,0.3362210344359817,0.32104513625754244,0.1521584378673124,0.12266979287530459,0.07190960802985241,0.06741854211268525,0.04765023043418051,0.5703964653055653,0.6826387800755541,0.23657487181603432
p14_hook_left_post_006,0.29428819942650924,0.431093749220455,0.2864927787695525,0.30626866608274306,0.15594175107642716,0.10649998560266186,0.07353180157549792,0.07014957021559681,0.047628493839103635,0.5291888331390466,0.5859810206715946,0.2242900683100471
p14_hook_left_post_007,0.3071343788927291,0.42102835314463094,0.31934699929971894,0.31804912914267913,0.14708907026861126,0.12622418993854742,0.07100445017436194,0.06898733563170967,0.04762336848923941,0.5431906876505843,0.62808089752562,0.22772749115221863
p14_hook_left_post_008,0.348728711519442,0.4669534147333058,0.34095403766774596,0.3285643395783504,0.15401296510105073,0.12284632163797468,0.07206877095631341,0.06941732902055271,0.047656644550156786,0.5691430991446215,0.6926391277845217,0.2368763997071625
p14_hook_left_post_009,0.3457346934114619,0.47633069272431533,0.3298744715747557,0.34506928838734785,0.15219404015634114,0.1208456719790875,0.07298687708701579,0.06942273194505798,0.047665118104533055,0.5525977571736679,0.7133483346591828,0.23166912206858054
