uppercut_left|p18_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p18_uppercut_left_main_001,0.1810036912436538,0.28114003046124714,0.08367806967186953,0.11901145400406479,0.16934421404487904,0.10008586328470889,0.051292877073101935,0.04794257106467015,0.047619050054278196,0.6321103108431476,0.006867828488798607,0.24378191966030657
p18_uppercut_left_main_002,0.3452751651707931,0.4551930382249861,0.2850480630495313,0.2608955151889313,0.30975574326860145,0.2379267908042338,0.050408795908982985,0.047812018488748706,0.04762657060364778,0.5697319539962364,0.8672634574111164,0.22265092279798937
p18_uppercut_left_main_003,0.364454396748686,0.4824546071343649,0.2922781517353798,0.31470506563326417,0.2679436407759025,0.16685122019264212,0.0509304094726846,0.04784542381992971,0.04763437611305262,0.6401922088813343,0.7707226971590825,0.24632268072464952
p18_uppercut_left_main_004,0.3131570163363368,0.47506755002481016,0.26883464050405054,0.2988809341632983,0.25604537896975743,0.1575440398656429,0.0516856809127667,0.047951019141089846,0.047637357851507786,0.6029582156651976,0.7199097238308843,0.23419830523968468
p18_uppercut_left_main_005,0.35956532065911617,0.46686675863027843,0.2794492533201371,0.2777881920576839,0.30106609415576757,0.16443181116582145,0.050582719164473475,0.04856448096335845,0.047721960748049165,0.5631189660090011,0.8187226443290453,0.22075538871227768
p18_uppercut_left_main_006,0.3541809385458194,0.46381053043796594,0.27208603942070086,0.24547335963547717,0.2763661768411641,0.17681432665808575,0.050400763399784776,0.04796453243050528,0.04762947374689222,0.5485506190453369,0.7785728862392715,0.21563863829187563
p18_uppercut_left_main_007,0.18236175222765655,0.2825039414943887,0.1013653543659165,0.11787956516659617,0.16894445239983857,0.092013818282636,0.05235413723541397,0.04810030990164577,0.047619055245876715,0.6377974145492369,0.009516591354212543,0.2460839538954322
p18_uppercut_left_main_008,0.35666181764037863,0.46256116817137255,0.2794159830545003,0.2874969797962953,0.2876888318490948,0.22180392629155526,0.050526982216515845,0.048795417592843095,0.047696483643765136,0.5888653410414123,0.8412693103885402,0.22939591361692374
p18_uppercut_left_main_009,0.35590407017790254,0.4600234098029662,0.29897592456001176,0.25281342423707465,0.3070867990768417,0.20537229304719423,0.050888527264790095,0.047946851772202995,0.04762810609925674,0.5872340809540504,0.8281886752871385,0.2286898199970145
p18_uppercut_left_main_010,0.35449969698127143,0.48193111181447196,0.30072085753108224,0.31533183847577934,0.30563760515881866,0.24355065427403347,0.052084591372514005,0.04811165705686013,0.047792910971817475,0.6517601549782942,0.8714232362328667,0.25065213446922274
p18_uppercut_left_main_011,0.3255371077901931,0.45951381023026466,0.28356341825464165,0.27415997616940685,0.1771197686378913,0.17870614159473636,0.0744518038235064,0.0533727959887974,0.04762913894809659,0.49274911908984864,0.732497801848019,0.2068579063007175
p18_uppercut_left_main_012,0.16976377191501996,0.27692248509633494,0.10280451387980616,0.11429837395633169,0.14376421395298125,0.08670354921461518,0.051236848960526445,0.047828020167851114,0.0476190518309718,0.6007944794312008,0.006130158144311082,0.23328644951985944
p18_uppercut_left_main_013,0.3046430155598835,0.41194017172051645,0.18749306351719547,0.22463418739457594,0.22103153909729872,0.16118979469396705,0.05157246641661028,0.048091259263399425,0.04761915483876706,0.6055054845116484,0.4952512219353202,0.23505640339721937
p18_uppercut_left_main_014,0.21004061707439642,0.3141882570447141,0.09809778902263337,0.1276811498370866,0.17232446335129112,0.09831828329171481,0.05115941366552076,0.047792618320252,0.047619051024444144,0.582975757257828,0.11556151632911035,0.22730926308120025
