straight|p19_Global,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p19_straight_main_001,0.3049922098825022,0.417374005845366,0.25796224987550254,0.30431097201403573,0.22785561796837062,0.2143177560092211,0.04824332097104905,0.04773896496391324,0.047619144852235055,0.6125424512778821,0.6924972476217802,0.23617491240428146
p19_straight_main_002,0.376001907734861,0.4276138592172166,0.3647980343715712,0.3330904688052079,0.3227954806387241,0.24538626594230556,0.04873911735434734,0.05632641138296082,0.050510324793809014,0.6799198873437737,0.9164164861066605,0.2616618053603606
p19_straight_main_003,0.3697579570570072,0.4525605580170221,0.3486401305476857,0.2957339080681362,0.3024508783063983,0.2119972667221564,0.048524337142508714,0.04839036973791874,0.048841949034794,0.6953036241321855,0.8162601202308082,0.2640727770042043
p19_straight_main_004,0.37417845217632256,0.4472755013470686,0.33311250384145613,0.3155319755706212,0.317187659673804,0.2294181509456376,0.0485931147818643,0.05437585319705803,0.049328310058159394,0.6497583500408383,0.8894524361500723,0.25090910600658684
p19_straight_main_005,0.372521717996266,0.42955480365389753,0.3285307695502959,0.33306873033202367,0.30918433416460867,0.23269613048565035,0.04873189579066425,0.05449302787002488,0.05006503668985839,0.6573252623184925,0.8803469771546937,0.2535167286597272
p19_straight_main_006,0.36757115589503925,0.43912846427256336,0.33072962377115867,0.31408726447923935,0.3058346677429026,0.23790523799889546,0.04880042217846324,0.05367775862326553,0.049284609413648886,0.6587449776801683,0.8674817774999484,0.253741052827299
p19_straight_main_007,0.35617489376799855,0.42569445672250394,0.32907817016304025,0.32048536460078564,0.282988335313776,0.23128267304381794,0.04868068408025012,0.052568065360949184,0.04864509247340966,0.6659956909079499,0.8249824101389114,0.2557481467830497
p19_straight_main_008,0.35913658249659364,0.396667938041919,0.27872750897006365,0.29574788855303763,0.28915877575256926,0.21405754399663532,0.04840328175993475,0.04802159930021906,0.04774044663870115,0.6066419592999611,0.7903785153986644,0.23435561345337164
p19_straight_main_009,0.32885580304364226,0.4005880138484669,0.287793811315859,0.2803756820206088,0.24127180939069293,0.1953463157314673,0.04840629428094839,0.0490136336546725,0.047705073206137136,0.6673572989149925,0.6449007842083032,0.2549257422835378
p19_straight_main_010,0.30555776865987844,0.3819690058054702,0.30792585691442703,0.23716304630085938,0.2568582383158255,0.17427675223734074,0.04865159893621422,0.04813718213165717,0.04762321931151307,0.712181720492236,0.5444174658265281,0.26965683385336914
p19_straight_main_011,0.3701479390655362,0.41239154098728115,0.3208228306123381,0.32339397749598253,0.2928059801280332,0.2393329969730341,0.048705517064380345,0.05281820081429756,0.048926230545995666,0.6567541031378343,0.84721359705173,0.2527592736721707
p19_straight_main_012,0.36585924826235827,0.41527732841957626,0.3298609788508826,0.3044168575881189,0.28504875502641586,0.24146394602327276,0.04883340969268189,0.05373464491325005,0.04932568955470665,0.6389896866992253,0.8465257948572926,0.24718591376838572
p19_straight_main_013,0.36549493257014026,0.41260092893830647,0.31444197316168476,0.3089898090021936,0.2894168236059591,0.2501088463560238,0.0487251966587066,0.05225637819253483,0.0495823036759032,0.6484788005272848,0.8396762718059418,0.24982012512617538
p19_straight_main_014,0.34725323261199786,0.4059101846760541,0.3166669365857449,0.2776301756877596,0.26148060892486935,0.2129998017491339,0.048686761838171166,0.05027668478646457,0.04798779593763932,0.6447283040844207,0.7399675446457422,0.24789725023635212
p19_straight_main_015,0.3531469779883832,0.4103029463725261,0.3163711515809392,0.2929788424075949,0.2586078739570894,0.23657365775843484,0.04884442074380378,0.0509626151792392,0.048136292168126295,0.6664526437489993,0.7587375537219215,0.2554198932240141
p19_straight_main_016,0.34558623531131627,0.39675490628227444,0.30166125703210434,0.2586053439282289,0.2605587382000657,0.21648129816530898,0.04874200254099782,0.050276501875145534,0.04806884525410314,0.6074814484017221,0.7410066066695988,0.2354999842726218
p19_straight_main_017,0.35649162376931776,0.4028941950595243,0.3064961478554306,0.28733887314507617,0.28277206340786465,0.22773688273173914,0.048645591151409956,0.05254720368743907,0.04894337444567563,0.583602893334901,0.8364733126220985,0.22826522939125
p19_straight_main_018,0.3497165979590117,0.43140681670572406,0.31972317113683096,0.2873513437487764,0.26799784546804795,0.2105498383026681,0.0487679954304421,0.05169456509564193,0.04867052422634072,0.6271820008698713,0.7859010899760651,0.24254818713198512
p19_straight_main_019,0.36205910858286183,0.41593090874792515,0.31930810623688566,0.28474235760881367,0.28228128978245703,0.21824645310652152,0.04876817937846306,0.052980546002670895,0.05014674121398569,0.5936172303642108,0.8339127209535088,0.23178865191511488
p19_straight_main_020,0.3627116656655893,0.42071971975698014,0.33111170859257366,0.30928918437963226,0.2882646160763623,0.2499702688843175,0.048895100320799335,0.0544513802188052,0.05008246924180447,0.6261388551541367,0.8754122387631762,0.24316177856458038
p19_straight_main_021,0.3588298918533181,0.40554834372195625,0.3212642352052365,0.2863465816420665,0.28139712514171406,0.22227687132622273,0.0487480610893512,0.052313845218480294,0.04937824585474845,0.6070826591314263,0.821681785483009,0.23604818847975262
p19_straight_main_022,0.3383870162730632,0.4258467039960266,0.3041131923595242,0.25969085270829206,0.2475749992779405,0.211232298565789,0.04869664558203225,0.05093072514809955,0.04831948923095418,0.599401852844444,0.7433173312535589,0.23300974119152526
