uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_uppercut_right_main_001,0.362893899,0.488395451,0.339814667,0.302146169,0.184963462,0.15037614,0.04902355,0.049933686,0.047884481,0.59313082,0.754351925,0.705985593,0.582763473,-0.107665024
p06_uppercut_right_main_002,0.338008955,0.439345635,0.282963924,0.277879696,0.187006589,0.128804186,0.048315598,0.047789474,0.047660183,0.548992832,0.661979,0.62808315,0.552721713,
p06_uppercut_right_main_003,0.352283017,0.461906713,0.32372549,0.278793623,0.211627302,0.111785045,0.048284061,0.047785704,0.047667685,0.564112733,0.719066246,0.672580193,0.660386738,
p06_uppercut_right_main_004,0.355940545,0.462289195,0.321720681,0.279746671,0.226971085,0.112543032,0.04831877,0.047758289,0.047638043,0.569329398,0.731208615,0.68264485,,
p06_uppercut_right_main_005,0.324669174,0.416672549,0.273476018,0.282183668,0.188098495,0.112551274,0.048480461,0.047759462,0.047648715,0.498699677,0.674057539,0.621450181,,
p06_uppercut_right_main_006,0.333974561,0.440297349,0.257540617,0.279906926,0.172312175,0.118120915,0.048564087,0.047829726,0.047635159,0.455088052,0.707255399,0.631605195,,
p06_uppercut_right_main_007,0.329990923,0.474022521,0.27841264,0.291471826,0.179137832,0.128219397,0.048505465,0.048870574,0.047706181,0.499839433,0.728842382,0.660141498,,
p06_uppercut_right_main_008,0.301248825,0.42387359,0.256016729,0.279004358,0.163182133,0.115785464,0.04852282,0.047771831,0.04762627,0.4357013,0.68783562,0.612195324,,
p06_uppercut_right_main_009,0.325977127,0.472274397,0.273256718,0.286043137,0.158415801,0.120999412,0.049083815,0.049564832,0.047628099,0.460895482,0.71950699,0.641923538,,
p06_uppercut_right_main_010,0.24713702,0.340155379,0.103151718,0.17602799,0.151598837,0.092666919,0.048881347,0.047789539,0.047622089,0.4549731,0.308340141,0.352330028,,
p06_uppercut_right_main_011,0.318453898,0.464788681,0.278672075,0.282517427,0.168352442,0.115421606,0.048718923,0.047863781,0.04763666,0.470036479,0.714546009,0.64119315,,
p06_uppercut_right_main_012,0.33503514,0.444020372,0.278763525,0.292974992,0.165266316,0.105073266,0.049054685,0.047919301,0.047625232,0.470932875,0.709038743,0.637606982,,
p06_uppercut_right_main_013,0.349023325,0.491274509,0.306954472,0.303299839,0.182843528,0.152201074,0.049192681,0.050711166,0.048015222,0.537950004,0.772383207,0.702053246,,
p06_uppercut_right_main_014,0.334377095,0.436079564,0.271638318,0.297395092,0.180348662,0.117201231,0.053051444,0.048266359,0.047621762,0.478318654,0.714608912,0.643721835,,
p06_uppercut_right_main_015,0.326033925,0.476479066,0.280235707,0.293197905,0.170438594,0.124566438,0.048934221,0.049157821,0.047643713,0.487190685,0.725448406,0.65397109,,
p06_uppercut_right_main_016,0.292281677,0.398914974,0.155078515,0.227498037,0.162903934,0.089373277,0.048909006,0.047811406,0.047619773,0.476118421,0.462741205,0.46675437,,
p06_uppercut_right_main_017,0.364501773,0.492388688,0.312989819,0.303806877,0.187033777,0.139475458,0.048659207,0.049690781,0.04790042,0.563563753,0.754542086,0.697248586,,
p06_uppercut_right_main_018,0.21123225,0.324200075,0.134794211,0.163480042,0.134962284,0.082626442,0.049196826,0.047878171,0.047622697,0.506453156,0.217974728,0.304518256,,
p06_uppercut_right_main_019,0.33237405,0.479074072,0.315174922,0.299728215,0.167703274,0.160495868,0.049558578,0.050520635,0.047634467,0.598695088,0.693421243,0.665003397,,
p06_uppercut_right_main_020,0.178460644,0.286335852,0.108957671,0.098541152,0.134678849,0.076993197,0.051569116,0.047902359,0.047623476,0.432721951,0.153497141,0.237264584,,
p06_uppercut_right_main_021,0.363208812,0.469908248,0.311782962,0.291708688,0.198436603,0.117096642,0.048266788,0.047986251,0.047787752,0.547412988,0.736698374,0.679912758,,
p06_uppercut_right_main_022,0.268795755,0.338966389,0.130488043,0.192026142,0.163691429,0.130045454,0.049114411,0.048062993,0.047619315,0.532175721,0.329010182,0.389959844,,
p06_uppercut_right_main_023,0.322383417,0.482451967,0.272362516,0.27778612,0.19629751,0.127185487,0.051823811,0.048761368,0.047628707,0.467430497,0.74876386,0.664363852,,
p06_uppercut_right_main_024,0.325166532,0.384579905,0.191984596,0.227082776,0.197146653,0.107180034,0.048078147,0.047712741,0.047630591,0.493982975,0.535757482,0.52322513,,
