uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_uppercut_right_main_001,0.348541441,0.468492087,0.281283852,0.324921528,0.155363569,0.225217556,0.051741951,0.048473959,0.048122689,0.587153017,0.759371081,0.707705662,0.578950638,
p06_uppercut_right_main_002,0.361683927,0.460056439,0.306154208,0.348677325,0.157854604,0.193927171,0.053087252,0.053692832,0.048174246,0.570329589,0.782829762,0.71907971,0.501620862,-0.153229163
p06_uppercut_right_main_003,0.353209723,0.479487683,0.287449444,0.339017336,0.181560812,0.173620007,0.052719743,0.054920539,0.051051087,0.583170103,0.748070175,0.698600153,0.654850026,
p06_uppercut_right_main_004,0.349275406,0.472456892,0.282751173,0.33684675,0.18245241,0.173157716,0.052862108,0.052739539,0.049497922,0.59502884,0.728879118,0.688724035,,
p06_uppercut_right_main_005,0.325640278,0.478102213,0.285252454,0.318185562,0.168198238,0.145549539,0.053842548,0.054849673,0.048002706,0.489707425,0.76500687,0.682417036,,
p06_uppercut_right_main_006,0.334725088,0.439660434,0.27442394,0.315343096,0.168440699,0.152455073,0.053052174,0.053396582,0.047768047,0.483635781,0.754129026,0.672981052,,
p06_uppercut_right_main_007,0.355318272,0.430121925,0.254718076,0.325973351,0.14994749,0.171718341,0.050670578,0.04867451,0.047873223,0.488815114,0.754646177,0.674896858,,
p06_uppercut_right_main_008,0.335121529,0.431984818,0.28092714,0.327166711,0.178939146,0.156650988,0.053986918,0.058410721,0.047760326,0.497977448,0.761923127,0.682739423,,
p06_uppercut_right_main_009,0.306742952,0.446133185,0.23657237,0.293249119,0.143113166,0.162667202,0.05223811,0.048083899,0.047619833,0.507115202,0.643667353,0.602701708,,
p06_uppercut_right_main_010,0.208778641,0.303316654,0.102889023,0.152512742,0.086814553,0.119612453,0.053367724,0.048374739,0.047619067,0.522546157,0.13132039,0.248688121,,
p06_uppercut_right_main_011,0.326654814,0.487826332,0.267959023,0.313166823,0.178078039,0.152384829,0.051431461,0.04970118,0.04777042,0.493951296,0.77030684,0.687400177,,
p06_uppercut_right_main_012,0.339541226,0.442015486,0.274824498,0.310416659,0.15920902,0.15107394,0.052602086,0.049572337,0.047625348,0.482457477,0.748481934,0.668674597,,
p06_uppercut_right_main_013,0.3658229,0.471757818,0.232382561,0.311996014,0.148269986,0.222427334,0.051422877,0.04803701,0.04852018,0.556466355,0.727512976,0.67619899,,
p06_uppercut_right_main_014,0.347762008,0.444667238,0.27930284,0.299970548,0.197283683,0.169922097,0.058197806,0.050942803,0.047656307,0.505337363,0.773646203,0.693153551,,
p06_uppercut_right_main_015,0.28580845,0.461105447,0.255620147,0.313779588,0.113394291,0.162673331,0.051226921,0.047830632,0.047619698,0.506748923,0.658372804,0.61288564,,
p06_uppercut_right_main_016,0.215666959,0.324992851,0.135709317,0.177987987,0.113139942,0.122078703,0.050594343,0.047896881,0.047619069,0.479746639,0.283063432,0.342068394,,
p06_uppercut_right_main_017,0.353499541,0.470759785,0.236483732,0.314835381,0.159689326,0.199876872,0.05144106,0.048115086,0.048687752,0.534162143,0.738702305,0.677340256,,
p06_uppercut_right_main_018,0.156261706,0.256847403,0.110468331,0.124055559,0.067324026,0.094390981,0.052019472,0.048394125,0.047619052,0.455765951,0.082628263,0.19456957,,
p06_uppercut_right_main_019,0.353436401,0.472040342,0.264511254,0.313162535,0.115528509,0.22508554,0.051995529,0.047826003,0.047630119,0.567347138,0.713743166,0.669824358,,
p06_uppercut_right_main_020,0.210406459,0.403030328,0.18466327,0.134077036,0.164333345,0.124054167,0.05890085,0.049861927,0.047619486,0.508147523,0.344057896,0.393284784,,
p06_uppercut_right_main_021,0.346034457,0.482079726,0.260765968,0.334842065,0.180345864,0.186080888,0.052566711,0.05582947,0.0491063,0.575824916,0.733799663,0.686407239,,
p06_uppercut_right_main_022,0.210936987,0.292422773,0.1165039,0.139575186,0.09822566,0.145596597,0.053158667,0.049219401,0.047619048,0.521601147,0.165539463,0.272357968,,
p06_uppercut_right_main_023,0.316353652,0.475404661,0.248676736,0.308180783,0.186588191,0.167846341,0.054520965,0.04878789,0.047655462,0.50217393,0.750206284,0.675796578,,
p06_uppercut_right_main_024,0.274533052,0.353549476,0.153760086,0.243387776,0.132119687,0.146679102,0.050985747,0.047967438,0.047620135,0.552091732,0.378073037,0.430278646,,
p06_uppercut_right_main_025,0.310187643,0.476640593,0.243650074,0.290346126,0.141098744,0.18187919,0.052465214,0.048276772,0.047631913,0.491782183,0.711671811,0.645704923,,
p06_uppercut_right_main_026,0.282764232,0.390404855,0.181547131,0.263603578,0.14368848,0.15222178,0.051682893,0.0480119,0.047622172,0.557529171,0.464002166,0.492060268,,
p06_uppercut_right_main_027,0.337290776,0.459660009,0.267570758,0.28169663,0.143055121,0.188442465,0.050533873,0.048094186,0.047689592,0.513125987,0.715733455,0.654951215,,
p06_uppercut_right_main_028,0.280983408,0.443654374,0.253878641,0.29020625,0.150681339,0.169123126,0.053502848,0.050570662,0.047638632,0.471580045,0.696174089,0.628795875,,
p06_uppercut_right_main_029,0.343862976,0.473136961,0.279132987,0.324359085,0.180258702,0.199755483,0.055497063,0.055179414,0.048931991,0.571206959,0.75370947,0.698958717,,
p06_uppercut_right_main_030,0.166752957,0.217249515,0.099910665,0.135351404,0.076663213,0.091801635,0.05091148,0.047869367,0.047619253,0.454029313,0.07580694,0.189273652,,
p06_uppercut_right_post_001,0.332038727,0.470223958,0.272225539,0.313819686,0.159272133,0.216243236,0.052756526,0.050919718,0.047817966,0.558487268,0.745843088,0.689636342,,
p06_uppercut_right_post_002,0.198168246,0.295245631,0.124035671,0.138178981,0.096512881,0.12301895,0.052917134,0.048947859,0.047619048,0.504224024,0.161167326,0.264084336,,
p06_uppercut_right_post_003,0.302860566,0.413851751,0.254520979,0.302478745,0.163556426,0.152507123,0.052583958,0.049692496,0.047648763,0.439409744,0.735415723,0.64661393,,
p06_uppercut_right_post_004,0.183820217,0.303310515,0.117665982,0.166694082,0.09284644,0.104621175,0.051217963,0.048006984,0.047619112,0.443863981,0.222442205,0.288868738,,
p06_uppercut_right_post_005,0.325588839,0.47120828,0.295838296,0.326266536,0.119297445,0.220158565,0.051225197,0.047984245,0.047624178,0.610724762,0.695639583,0.670165137,,
p06_uppercut_right_post_006,0.243248473,0.282107975,0.126496173,0.223518768,0.101685911,0.122729273,0.051738726,0.047920994,0.047619434,0.465153671,0.309349053,0.356090438,,
p06_uppercut_right_post_007,0.305352731,0.430477255,0.26191624,0.308819078,0.178515497,0.203058179,0.054321447,0.050062683,0.047725374,0.491625388,0.768169459,0.685206238,,
p06_uppercut_right_post_008,0.295364101,0.466844698,0.256954384,0.312489855,0.158463124,0.145004216,0.052286865,0.048632721,0.047634991,0.468017525,0.728741187,0.650524088,,
p06_uppercut_right_post_009,0.171049229,0.300627968,0.124636625,0.167451813,0.102508286,0.115882776,0.053486631,0.048813761,0.047619056,0.467890444,0.214342281,0.29040673,,
p06_uppercut_right_post_010,0.256113132,0.365786856,0.202366368,0.248669126,0.097901676,0.101312731,0.054212588,0.04806662,0.047621626,0.407011244,0.50358468,0.474612649,,
p06_uppercut_right_pre_001,0.30197917,0.469180418,0.243186875,0.324526762,0.14995103,0.201949174,0.08888098,0.058063456,0.047619867,0.558708502,0.64422621,0.618570898,,
p06_uppercut_right_pre_002,0.358443702,0.454232687,0.27736096,0.320996449,0.204393775,0.225133854,0.055061796,0.060130161,0.047671276,0.600373888,0.763391502,0.714486218,,
p06_uppercut_right_pre_003,0.29726744,0.428295573,0.259647546,0.318177247,0.151541499,0.173964819,0.054263143,0.048377921,0.047619285,0.569268204,0.633496386,0.614227931,,
p06_uppercut_right_pre_004,0.347447481,0.457474166,0.281388167,0.337979163,0.166459019,0.234241422,0.054666336,0.054667581,0.048539532,0.591152168,0.764199518,0.712285313,,
p06_uppercut_right_pre_005,0.334467668,0.420517218,0.255911541,0.343430609,0.139483026,0.209828732,0.054098549,0.048684063,0.047619694,0.577801864,0.689898561,0.656269552,,
p06_uppercut_right_pre_006,0.322152448,0.432527862,0.250868021,0.328368645,0.171685974,0.196510762,0.054657887,0.051104954,0.047789877,0.551637494,0.709001321,0.661792173,,
p06_uppercut_right_pre_007,0.349184817,0.453927072,0.291357525,0.328316303,0.169548488,0.204309631,0.055564767,0.054813396,0.048260793,0.564217029,0.763251516,0.70354117,,
p06_uppercut_right_pre_008,0.304484818,0.418053739,0.255899948,0.322263103,0.135816337,0.208447705,0.053351375,0.047981951,0.047622791,0.568278391,0.655994021,0.629679332,,
p06_uppercut_right_pre_009,0.323446185,0.429803784,0.27797551,0.285388705,0.131767064,0.169672221,0.05024818,0.048948625,0.047630287,0.502602346,0.689376851,0.633344499,,
p06_uppercut_right_pre_010,0.28673978,0.415458609,0.285726964,0.306191896,0.104342047,0.134173265,0.050195429,0.048606753,0.04762391,0.469055417,0.662266494,0.604303171,,
AVG,0.298856313,0.417764286,0.233114458,0.280618322,0.144344159,0.167814765,0.053619249,0.050400568,0.047910759,0.520721164,0.603497445,0.578664561,,
