straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_straight_main_001,0.35694508429003624,0.4732752967615072,0.18503153878757478,0.29966248324390665,0.28756228178613685,0.16332942569773504,0.04848510410231953,0.05490425987630559,0.05700661670151915,0.4428658345563716,0.8384940306857048,0.7198055718469047
p06_straight_main_002,0.3340735409976262,0.4635913590429105,0.16646737219811358,0.2916862083849737,0.2672247540502074,0.14951028006546774,0.04826626605893282,0.05128022743638762,0.04952952584292576,0.452415990872685,0.7658190975245612,0.6717981655289984
p06_straight_main_003,0.28025660103445704,0.40970500838367335,0.20936182374312814,0.2641498696441479,0.19932157609177187,0.11449567921678061,0.048352835837028894,0.04792368016597497,0.04762131965245331,0.41731805075252393,0.6657073215771198,0.5911905403297409
p06_straight_main_004,0.33748510032694856,0.4785084884851062,0.18640068347022193,0.3068358416184334,0.28177251498977707,0.17985938042900168,0.048370726813750424,0.051850194042491846,0.053920423458761836,0.47159801511558463,0.8262180293942853,0.7198320251106751
p06_straight_main_005,0.3443012306748642,0.48219634942386147,0.18562628240290988,0.3127220782468575,0.29412214159055494,0.18031586444766984,0.04840504788935298,0.05322324299118332,0.05704063055765312,0.47773314495747143,0.8398646929137256,0.7312252285268492
p06_straight_main_006,0.3042960389118212,0.4309043094828263,0.2052393529275284,0.2699500049788105,0.2101892063078043,0.15556470221003899,0.04817230304402848,0.04788577922541069,0.0476243556906465,0.43425888913146515,0.7245959351088804,0.6374948213156558
p06_straight_main_007,0.3088586653657927,0.4801071991471554,0.182613909369053,0.3108991121700638,0.27932468013370465,0.17458229987302135,0.04887546340879296,0.05041744181803255,0.050898978524624876,0.45672745964542755,0.8262461796269145,0.7153905636324684
p06_straight_main_008,0.3252002443900201,0.481274292948069,0.20456095969833776,0.3136170174371695,0.287717239641918,0.19121335423956753,0.04839778039976951,0.05061250686339732,0.053133711621210535,0.4949093413314329,0.8433554777472196,0.7388216368224836
p06_straight_main_009,0.31230669870328504,0.47815301641208785,0.21127452575819022,0.30703262051672475,0.2804567871253497,0.2048181023241551,0.04847981674400249,0.05162432401456907,0.05073711230030791,0.48023794371574197,0.8557124407882174,0.7430700916664748
p06_straight_main_010,0.2863707336163158,0.42760159148650495,0.22636049581381945,0.2974024376966303,0.1994936085314679,0.16543379031651542,0.04828697346799118,0.04814606120392787,0.047621386210043734,0.44965580535599425,0.7432741266214161,0.6551886302417895
p06_straight_main_011,0.35619799855012657,0.4875768665401674,0.21285145132479108,0.3180028245052431,0.2665662621024924,0.1711994637859862,0.048274304923208375,0.05218602581408947,0.05110361279833127,0.46953527211305,0.8591262429207462,0.7422489516784373
p06_straight_main_012,0.3133822198091522,0.44791830158472995,0.25378913029367006,0.2978580156289806,0.20566827434606347,0.16462826508797462,0.04867213820309287,0.04849683596692213,0.04762290841510057,0.4438847720550484,0.8066529492760178,0.6978224961097269
p06_straight_main_013,0.3291337268687592,0.47930377054366885,0.22251863203764946,0.31456941488509843,0.2518126770051209,0.16032336646829867,0.048462185846254086,0.05175370392742211,0.04967319050961816,0.486301461589172,0.8068248438254444,0.7106678291545627
p06_straight_main_014,0.336794073057176,0.4772484524405599,0.23386023044258594,0.32336174465724865,0.26104927090725416,0.16120786347268823,0.04899433239042596,0.05393701981671062,0.05006084037556554,0.49820223155120347,0.8251212190727515,0.7270455228162871
p06_straight_main_015,0.3255131293959365,0.45374779963761114,0.23372082674519107,0.3280941117003708,0.24026527732875583,0.16396582163457057,0.04879891487334057,0.05317169315441828,0.04848409288293911,0.5354693867669796,0.7593445753636668,0.6921820187846606
p06_straight_main_016,0.3439001981984641,0.4658566728425814,0.25027032212767863,0.33600333225970036,0.26414482259947597,0.1829999749686067,0.0490097250748019,0.05469549549878275,0.050671302124560405,0.5213348147637464,0.8509005525448636,0.7520308312105284
p06_straight_main_017,0.31228398575007915,0.4245634729682933,0.23550441523585527,0.3061889644416815,0.18671571531564035,0.19048073523826262,0.04996563481214426,0.04813057499375494,0.04761991497793855,0.4665477580153471,0.7645455626727327,0.675146221275517
p06_straight_main_018,0.3132104699210207,0.4207360229047693,0.264839128711592,0.3228391522252239,0.23049500661972785,0.16231610802767713,0.04840295141824887,0.048155573829981785,0.047619811521944846,0.47885490910614037,0.8123682506346677,0.7123142481761094
p06_straight_main_019,0.3433950579258108,0.4740701055978809,0.2700850232785503,0.32725891722727374,0.2695811222979622,0.19078612317279572,0.04889920209292059,0.0554122746830615,0.05276985692548266,0.5074159913925469,0.8892709212202637,0.7747144422719486
p06_straight_main_020,0.3447980495743792,0.4641380658290929,0.2582790272625835,0.3308011913609832,0.2787857461526129,0.17840382198321475,0.04892753232664097,0.054623743361688314,0.050945035767448174,0.528347671622188,0.8566605974139678,0.7581667196764338
