hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_hook_left_main_001,0.3284231929418741,0.4787705216214415,0.29540758667167155,0.277755223255648,0.29635085183280074,0.22051841354816387,0.054942440811706676,0.054179728110354666,0.04767523463002531,0.5682566466747409,0.8566164843438028,0.7701085330430841
p06_hook_left_main_002,0.3773912398288452,0.44117762371384917,0.2930496747326578,0.2609973999320724,0.3201978027544231,0.21474177830198843,0.052660307102965355,0.05041065393634653,0.04787039484555885,0.588411084163714,0.8501154669984814,0.7716041521480511
p06_hook_left_main_003,0.3520910898142075,0.41280135985399224,0.2802460955240983,0.2781896781481478,0.306955716334648,0.181984354009678,0.052096765803063064,0.04830562218992392,0.0476453967848078,0.5661665485126994,0.8036396402464858,0.7323977127263499
p06_hook_left_main_004,0.3442623416969704,0.44009389170315477,0.29164421562280984,0.2762116702633525,0.3140373053416012,0.21677518557600775,0.05219666119749216,0.05057837721858915,0.04787952130367225,0.5612965706800176,0.8694895688874134,0.7770316694251946
p06_hook_left_main_005,0.2948218640785393,0.45757857724498996,0.2918039567440932,0.27851851302958464,0.2580659706806923,0.1945173781758665,0.05267780434745585,0.049846484858180384,0.04820925618102103,0.5248846607946648,0.8166689423874869,0.7291336579096402
p06_hook_left_main_006,0.32020723753894653,0.41373767152544055,0.2927052546470189,0.2957331466700646,0.3060783925512155,0.22809847746168438,0.05173876175860264,0.04972319460853806,0.04764264644604934,0.5855395875527465,0.8452726107067932,0.7673527037605792
p06_hook_left_main_007,0.35138671965988233,0.41508772685424444,0.2939287745708995,0.26637485613027573,0.3072913891205479,0.2130031527603511,0.05066966371766268,0.04831180514857495,0.04767202803167502,0.5917077840279853,0.8178918962562298,0.7500366625877565
p06_hook_left_main_008,0.3453721843598455,0.4215189669474423,0.30391627973625884,0.2613080005092832,0.2950062538297032,0.18289180570957903,0.052184230922473575,0.05031359735719901,0.04775186270452499,0.5187630869740311,0.8486124082823714,0.7496576118898692
p06_hook_left_main_009,0.3270616173148997,0.43330586498136786,0.2940448497597658,0.2695261478434962,0.2467729120610979,0.16902781789823168,0.05212110099451615,0.04970197730307146,0.04766124234607918,0.5367603394854704,0.7708071126023613,0.700593080667294
p06_hook_left_main_010,0.33635144963365377,0.43036207531731474,0.3130995701282918,0.26920704492022185,0.29253556831782324,0.2071400369919437,0.052759249779465375,0.050781026917471994,0.04782093115698521,0.5312339069811222,0.8716750177224268,0.7695426845000354
p06_hook_left_main_011,0.3382132652656122,0.4400597203943068,0.30345111172587746,0.2706887365305263,0.30003003290526725,0.23816667122400625,0.05104760192006297,0.05116831745750158,0.04771583224642563,0.587679365072703,0.8502289119282294,0.7714640478715714
p06_hook_left_main_012,0.35838992046201945,0.40797611534502953,0.2858742299817214,0.2835855375670778,0.2834566257963396,0.190942772800266,0.05068840882978979,0.04875806041671427,0.0476268470894168,0.5770935097309835,0.7962499342675855,0.7305030069066049
p06_hook_left_main_013,0.31237953981975064,0.4486041370868296,0.3124033026190473,0.27744800768289885,0.2933493031464302,0.20883495371601066,0.053394781797161894,0.05157632574870018,0.047716832877003096,0.5391698382305761,0.8694790509146466,0.7703862871094255
p06_hook_left_main_014,0.3644437456141691,0.42365895211800175,0.30440747372886373,0.27852926003909806,0.30286841391976715,0.2072660869351169,0.05081504981210932,0.04937715941838524,0.047816998287073934,0.5868422247808425,0.8425820914150277,0.765860131424772
p06_hook_left_main_015,0.33056263296582916,0.4379882079776549,0.3175174276880829,0.255983010542231,0.24754934262299141,0.18493145219503995,0.0520840669578838,0.049485605952907796,0.047826149204380344,0.5195922485657821,0.8145083761185807,0.7260335378527412
p06_hook_left_main_016,0.31839492603298913,0.41550495666252985,0.3261125701609113,0.2602032245547953,0.27317486421067305,0.18919136623437005,0.05288374201180462,0.04892490569945803,0.04768864857747749,0.539075185513614,0.8156293056022228,0.7326630695756401
p06_hook_left_main_017,0.29047385456238933,0.4331630623675916,0.31119950071864677,0.25938845302222147,0.2664504548321511,0.18802764181680226,0.053373265679682626,0.04865955872283817,0.04762207096933884,0.5003779734078616,0.8247551833519283,0.7274420203687083
