jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p09_jap_main_001,0.313935541,0.506734096,0.341598833,0.282530266,0.262803072,0.226886643,0.047983086,0.049284239,0.047620928,0.580542766,0.886837971,0.794949409,0.791960345,0.090704301
p09_jap_main_002,0.299045378,0.50678093,0.344209896,0.292740504,0.273308709,0.245318953,0.048245014,0.050019299,0.047628178,0.595500318,0.904651924,0.811906442,0.776193184,
p09_jap_main_003,0.292815918,0.505436179,0.344357857,0.290253759,0.270642906,0.251204714,0.048391235,0.050729502,0.047635961,0.583748046,0.911425641,0.813122362,0.685488883,
p09_jap_main_004,0.317650429,0.505584521,0.326405848,0.276711027,0.257352519,0.253315047,0.048089918,0.049096816,0.047619599,0.567496658,0.899736644,0.800064648,,
p09_jap_main_005,0.313605834,0.483464052,0.335810807,0.264161868,0.250473643,0.232332043,0.048255382,0.047951144,0.047623144,0.561532338,0.863576647,0.772963354,,
p09_jap_main_006,0.286715097,0.510669117,0.343430568,0.265374327,0.274462896,0.243351935,0.048291744,0.049413462,0.047632185,0.556788518,0.910749517,0.804561217,,
p09_jap_main_007,0.295855936,0.487434798,0.334045539,0.260137511,0.252004765,0.225484452,0.048178799,0.047867691,0.047619894,0.561166923,0.844770653,0.759689534,,
p09_jap_main_008,0.294411431,0.507485098,0.355234805,0.288894362,0.271875845,0.243941377,0.048418309,0.050043319,0.047633995,0.587301525,0.914308272,0.816206248,,
p09_jap_main_009,0.329047702,0.492466765,0.34344359,0.278838576,0.260370338,0.245988596,0.047939459,0.048384174,0.047620105,0.598790143,0.880337709,0.795873439,,
p09_jap_main_010,0.281554319,0.490074239,0.337913301,0.266079803,0.273665676,0.252179339,0.048768369,0.049324964,0.04765505,0.5549873,0.897846254,0.794988568,,
p09_jap_main_011,0.285781156,0.495213717,0.341970438,0.28222046,0.271565441,0.255443725,0.048538505,0.049757664,0.047717104,0.566998904,0.913357565,0.809449967,,
p09_jap_main_012,0.279947198,0.487248638,0.344658247,0.269591408,0.267593757,0.248121815,0.048630598,0.049061641,0.047662733,0.567798957,0.882788095,0.788291354,,
p09_jap_main_013,0.290397996,0.493659275,0.340119815,0.272673474,0.265313573,0.242560328,0.04859206,0.049740125,0.047621795,0.573355889,0.876765425,0.785742564,,
p09_jap_main_014,0.345010569,0.489321759,0.338179128,0.265531403,0.258691311,0.219357276,0.048055169,0.047828592,0.047619067,0.58317967,0.861290388,0.777857173,,
p09_jap_main_015,0.308951804,0.495582893,0.336210077,0.265870783,0.255637173,0.21196689,0.048310771,0.047976643,0.047622642,0.571007807,0.84460966,0.762529104,,
p09_jap_main_016,0.279534146,0.496920705,0.346728641,0.283436797,0.265037844,0.247058802,0.048586078,0.049296983,0.047641794,0.568892215,0.901566175,0.801763987,,
p09_jap_main_017,0.289932497,0.493205862,0.334106264,0.271876174,0.256768025,0.233577501,0.048576742,0.049356675,0.047637893,0.551589355,0.875343259,0.778217088,,
p09_jap_main_018,0.295343793,0.493594629,0.343956208,0.279126254,0.256166339,0.230468182,0.048195363,0.047924785,0.047621919,0.592177661,0.853576685,0.775156978,,
p09_jap_main_019,0.342028257,0.484159564,0.326972673,0.266960382,0.258138837,0.263567568,0.048495191,0.049293563,0.047633692,0.600512426,0.865007481,0.785658965,,
p09_jap_main_020,0.301904348,0.497982669,0.340560564,0.284788587,0.266884838,0.249585771,0.048526755,0.050055051,0.047680761,0.583877364,0.897399324,0.803342736,,
p09_jap_main_021,0.307283178,0.496740393,0.344587357,0.279762634,0.265279443,0.251738256,0.048351589,0.049226756,0.047625969,0.587695099,0.895786695,0.803359216,,
p09_jap_main_022,0.293630997,0.498927822,0.343284957,0.291613763,0.265625898,0.249532354,0.04805426,0.050469613,0.047737064,0.579463372,0.905420725,0.807633519,,
p09_jap_main_023,0.297218806,0.495261754,0.349260714,0.295655256,0.268562653,0.242500525,0.04849903,0.049734424,0.047651598,0.588929863,0.902782343,0.808626599,,
p09_jap_main_024,0.278475847,0.498492032,0.353298145,0.293844006,0.266604494,0.249737143,0.048575437,0.049688563,0.047691859,0.581503136,0.90869246,0.810535663,,
p09_jap_main_025,0.292838025,0.501343669,0.35353774,0.295045656,0.264345665,0.237086249,0.048176379,0.04933522,0.047655843,0.582289538,0.905985727,0.808876871,,
p09_jap_main_026,0.290375291,0.500830342,0.345995961,0.286318154,0.269572118,0.2422745,0.048368868,0.048873607,0.047629008,0.569263828,0.91119641,0.808616635,,
p09_jap_main_027,0.308103101,0.490786322,0.339601698,0.269263903,0.258969379,0.231490081,0.048107911,0.047769219,0.047619118,0.566144008,0.875626276,0.782781596,,
p09_jap_main_028,0.294579638,0.498645681,0.349758288,0.290954598,0.266871389,0.250055391,0.048228981,0.049347502,0.047640273,0.586971137,0.90729657,0.81119894,,
p09_jap_main_029,0.281422669,0.467876102,0.312411403,0.244931668,0.259475557,0.243459958,0.048444097,0.047819234,0.047619141,0.567168648,0.802647442,0.732003804,,
p09_jap_main_030,0.29509367,0.475642576,0.327903366,0.263954047,0.259506503,0.215522993,0.048597019,0.047896399,0.047621119,0.555180148,0.837554749,0.752842369,,
p09_jap_post_001,0.312746994,0.483970138,0.336599701,0.259911159,0.24527874,0.226907585,0.048128604,0.04792037,0.047619249,0.582902181,0.824498868,0.752019862,,
p09_jap_post_002,0.31160791,0.485393406,0.332438208,0.25537267,0.255482733,0.222614182,0.048366336,0.047834289,0.047619244,0.576333197,0.826839193,0.751687394,,
p09_jap_post_003,0.296715399,0.470927456,0.328108671,0.261525839,0.259918318,0.250057787,0.048705047,0.049084103,0.047640165,0.577291894,0.840539348,0.761565112,,
p09_jap_post_004,0.310967753,0.48448046,0.330257431,0.2562467,0.252327197,0.232196533,0.048585722,0.047895442,0.047619981,0.582118907,0.826371856,0.753095972,,
