straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p09_straight_main_001,0.347216605,0.479367534,0.313156391,0.33278511,0.334614342,0.279227752,0.048629901,0.050280092,0.049044002,0.744984866,0.868932264,0.831748045
p09_straight_main_002,0.351412167,0.46083433,0.326668782,0.330388726,0.347198053,0.277756251,0.048345663,0.050334864,0.049381407,0.765251371,0.86243646,0.833280934
p09_straight_main_003,0.354723426,0.444678647,0.312220242,0.332214104,0.3362484,0.278857174,0.048730359,0.050450163,0.048504558,0.743006463,0.857581638,0.823209085
p09_straight_main_004,0.342799527,0.454668328,0.310471626,0.314740254,0.337097934,0.292871557,0.048560154,0.049934894,0.04845445,0.737729473,0.857923569,0.82186534
p09_straight_main_005,0.336683153,0.425374164,0.234514447,0.276474385,0.250834285,0.303164296,0.048652295,0.048014753,0.047650563,0.575236457,0.825083066,0.750129083
p09_straight_main_006,0.346330426,0.456426966,0.276852067,0.325516625,0.332895836,0.304432905,0.048566722,0.049827666,0.048444784,0.716893637,0.867034776,0.821992434
p09_straight_main_007,0.315263881,0.465065007,0.27373299,0.254760272,0.339522434,0.32456131,0.048186101,0.047824596,0.047874277,0.701131908,0.827278479,0.789434508
p09_straight_main_008,0.336289114,0.481486517,0.27986572,0.336272677,0.30534543,0.277125533,0.048674833,0.050797777,0.0497235,0.707726092,0.843233276,0.802581121
p09_straight_main_009,0.340370025,0.481264035,0.276660995,0.334267796,0.339147737,0.296465573,0.048647509,0.051968685,0.048456227,0.720798048,0.875488071,0.829081064
p09_straight_main_010,0.33416498,0.46962455,0.278115783,0.345888105,0.300312437,0.290605026,0.048922095,0.049589554,0.047857349,0.711768884,0.849988751,0.808522791
p09_straight_main_011,0.324246647,0.45465787,0.277974859,0.32653936,0.294600746,0.237617708,0.048574228,0.047798754,0.047874616,0.689752083,0.796245059,0.764297166
p09_straight_main_012,0.339096194,0.499612312,0.273974383,0.315904547,0.257980738,0.308458649,0.048401311,0.047734361,0.047834393,0.715769369,0.815307653,0.785446168
p09_straight_main_013,0.287703258,0.41866379,0.248645719,0.314420938,0.24848669,0.270872404,0.048382789,0.047880264,0.047736382,0.603530153,0.789999286,0.734058546
p09_straight_main_014,0.357466933,0.491104384,0.308933018,0.309785067,0.312531958,0.299809734,0.048565923,0.048168507,0.048106177,0.727067891,0.871257618,0.8280007
p09_straight_main_015,0.319102408,0.497028373,0.250848845,0.30301211,0.238375884,0.273431494,0.048620686,0.047858481,0.047975964,0.666316589,0.766110837,0.736172563
p09_straight_main_016,0.257170833,0.494625289,0.241548597,0.29980514,0.257851863,0.279707497,0.048371766,0.047968245,0.047640547,0.597333959,0.811431275,0.74720208
p09_straight_main_017,0.345813683,0.4845157,0.314642992,0.350607175,0.311228305,0.282498837,0.048751708,0.05130684,0.048214908,0.715243847,0.899817245,0.844445226
p09_straight_main_018,0.341177501,0.48725554,0.309900117,0.346877209,0.30675351,0.281945599,0.04865872,0.051848714,0.048374453,0.704951151,0.894842323,0.837874972
p09_straight_main_019,0.339663588,0.474045211,0.308717924,0.349101133,0.295499655,0.274885548,0.048591097,0.052673592,0.047952367,0.692778329,0.883203844,0.826076189
p09_straight_main_020,0.334771938,0.47148021,0.306851794,0.341764054,0.3027457,0.272882615,0.048618334,0.051707815,0.048053456,0.685032314,0.883456211,0.823929042
p09_straight_main_021,0.33893025,0.470492141,0.315907459,0.346613931,0.315191344,0.271376308,0.048593668,0.051765616,0.048589724,0.703260094,0.889719287,0.833781529
