hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p06_hook_left_main_001,0.3421566837546788,0.4820835650361596,0.2969770939883919,0.30087546923610803,0.23998105700775865,0.20920552626112238,0.07572965055601061,0.0753459525316108,0.047773723401766575,0.4995846478754971,0.8475452761377281,0.7431570876590587
p06_hook_left_main_002,0.3771381597800048,0.44818871625206924,0.28408910764631046,0.283902821929622,0.20254103543362034,0.1994693027631891,0.06943904006760454,0.06653492930227622,0.047802041171052266,0.47416426813867646,0.8157679016662578,0.7132868116079834
p06_hook_left_main_003,0.3292459400804598,0.41174737339265466,0.27839418281341644,0.27611308791496203,0.20099962749175343,0.1679499550563417,0.07016428681218684,0.06503645346495161,0.04765462993711552,0.4120230925539713,0.7878047824848193,0.6750702755055649
p06_hook_left_main_004,0.32317898656220534,0.4452190919054865,0.28785586356372206,0.3036548517581947,0.20048872173379034,0.20731530851467211,0.068480973068795,0.0673337329705288,0.047832848448007316,0.45108007258326055,0.8389845508390736,0.7226132073623297
p06_hook_left_main_005,0.28399916627996785,0.449999925698056,0.2891548095854918,0.28562676266791226,0.17970763805375348,0.17904635737358565,0.07054243042079808,0.06593764508238546,0.04784071437940541,0.4124237588412779,0.7962012102588926,0.6810679748336081
p06_hook_left_main_006,0.32940947506837437,0.4315189770246793,0.2872235191834026,0.3189318993082785,0.20701123770730412,0.21736232860378202,0.0694368639732526,0.06932059770291228,0.04768143832720282,0.48293490507381664,0.8303834435073044,0.726148881977258
p06_hook_left_main_007,0.34584726544573086,0.42012653445037584,0.27967831042675456,0.2922093916465939,0.18521051426957755,0.21207195527576567,0.06596489884366073,0.06529780016605209,0.04765118441845777,0.4708728192745813,0.793446165515321,0.6966741616430991
p06_hook_left_main_008,0.3235194235144153,0.4288331678778615,0.30514504609391613,0.286303208120034,0.2085846796362182,0.1730005595142034,0.06957723665146592,0.06606706289961889,0.047706793786133316,0.44401529081789093,0.8123322277754932,0.7018371466882125
p06_hook_left_main_009,0.30481840551758205,0.44155479272285725,0.2912215192134971,0.28194432176176676,0.16810836480945196,0.1663285853134177,0.07007220325393175,0.06627817048230905,0.04766630055122494,0.4442927377128577,0.7501908687400133,0.6584214294318665
p06_hook_left_main_010,0.3135858510335797,0.44851625571316306,0.304787332839776,0.2922580929917894,0.2009507017984621,0.1462203024099226,0.0697067104404219,0.0667035566659537,0.04762952618253607,0.43107905538015057,0.7966682008595223,0.6869914572157108
p06_hook_left_main_011,0.3486890972240526,0.45809418183367184,0.29968261691381193,0.2975016142494188,0.1940611456816591,0.23569757119392315,0.06582371001425644,0.06770368717338303,0.047789320639629804,0.49752072069919695,0.8377475353565627,0.7356794909593528
p06_hook_left_main_012,0.35938722750921903,0.41226920512415016,0.27091249904286263,0.3003215685676407,0.18367483438965376,0.18438021667855464,0.06538328161871887,0.06609843931319058,0.04762132638700225,0.48740896263380773,0.752224074792291,0.672779541144746
p06_hook_left_main_013,0.31765876241928376,0.46218208080046247,0.29941355452435775,0.3028139675501652,0.21730491803126933,0.1915055650237095,0.0706021083275434,0.06688963510246712,0.047639792489495125,0.4758252505847376,0.8294287088673966,0.7233476713825988
