hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_hook_left_main_001,0.345201236,0.477445176,0.306252772,0.30078929,0.228491417,0.20444686,0.075310389,0.076804652,0.04776577,0.533491776,0.804845171,0.723439153,0.681176758,-0.033505458
p06_hook_left_main_002,0.374507222,0.443109468,0.299619149,0.278015245,0.224004024,0.203947192,0.06690042,0.066225103,0.048327721,0.544412006,0.780654457,0.709781721,0.626502024,
p06_hook_left_main_003,0.321502354,0.408370976,0.293269086,0.290922749,0.215428088,0.168266312,0.067502536,0.062645089,0.047849147,0.496300122,0.749012067,0.673198483,0.660007482,
p06_hook_left_main_004,0.333424848,0.439671363,0.299953014,0.2982438,0.224392894,0.210373603,0.065603348,0.066219701,0.048129399,0.530840927,0.800254944,0.719430739,,
p06_hook_left_main_005,0.279981454,0.44482029,0.304551642,0.279800333,0.197995645,0.18993036,0.067803464,0.06553441,0.048431485,0.480260065,0.764968041,0.679555649,,
p06_hook_left_main_006,0.335960415,0.429721482,0.309497211,0.30838073,0.216232243,0.2127032,0.066720258,0.067437213,0.048229173,0.554728143,0.783360256,0.714770622,,
p06_hook_left_main_007,0.359067764,0.416973855,0.30587576,0.287086935,0.196920991,0.213668321,0.062622085,0.062787289,0.048050437,0.563111032,0.748158787,0.692644461,,
p06_hook_left_main_008,0.338081811,0.427698192,0.317914005,0.283947626,0.226002329,0.174407094,0.06691271,0.065361012,0.048450568,0.520122341,0.776126136,0.699324997,,
p06_hook_left_main_009,0.300515529,0.441268077,0.303910875,0.280880975,0.191397593,0.166550212,0.067367484,0.063511117,0.047971937,0.5150624,0.718744199,0.657639659,,
p06_hook_left_main_010,0.308429292,0.438794985,0.322346278,0.281680126,0.217367469,0.143442514,0.067036975,0.063857031,0.048105855,0.502114623,0.747831392,0.674116361,,
p06_hook_left_main_011,0.338581368,0.448473693,0.316668149,0.270897407,0.208232011,0.236544398,0.062525066,0.066559126,0.047822683,0.549786179,0.78674138,0.71565482,,
p06_hook_left_main_012,0.357219163,0.410423369,0.289884573,0.290067813,0.189931624,0.185858901,0.061942978,0.063726099,0.047727104,0.554023958,0.708156963,0.661917061,,
p06_hook_left_main_013,0.315433374,0.457712344,0.314261227,0.291411411,0.227024138,0.197132024,0.068164301,0.064449794,0.048208245,0.534734692,0.791276987,0.714314298,,
p06_hook_left_main_014,0.368905302,0.425664876,0.301582817,0.296352642,0.204392195,0.204995255,0.06260913,0.064898961,0.047919336,0.559258363,0.762150688,0.70128299,,
p06_hook_left_main_015,0.31842116,0.445309423,0.324268009,0.282831818,0.207167455,0.177915531,0.068047685,0.065583766,0.048278145,0.523532089,0.761480096,0.690095694,,
p06_hook_left_main_016,0.306782894,0.428898109,0.330919976,0.244286319,0.219084059,0.141980185,0.068961371,0.065042032,0.047813998,0.465888994,0.747297235,0.662874763,,
p06_hook_left_main_017,0.30100757,0.453027419,0.329189058,0.244205022,0.217236684,0.148593303,0.069122757,0.065648445,0.047726116,0.461934315,0.760496915,0.670928135,,
p06_hook_left_main_018,0.295165669,0.428958055,0.318442371,0.240267815,0.209750825,0.139421753,0.069062856,0.064871777,0.04785169,0.46167151,0.716707437,0.640196659,,
p06_hook_left_main_019,0.310200836,0.392173454,0.2935957,0.30456616,0.18877837,0.181385271,0.061515878,0.061820709,0.047732538,0.526456641,0.716288668,0.65933906,,
p06_hook_left_main_020,0.302957506,0.403005403,0.331120315,0.275832859,0.229230523,0.143467919,0.067412927,0.063992834,0.047876619,0.489269129,0.756914454,0.676620856,,
p06_hook_left_main_021,0.306112622,0.443288109,0.326227779,0.264204121,0.211704609,0.141282381,0.0671473,0.064128624,0.047787521,0.480528089,0.749088744,0.668520547,,
p06_hook_left_main_022,0.28392784,0.391503862,0.318031126,0.278856369,0.212233613,0.131319409,0.066576565,0.064067631,0.047766275,0.492186512,0.697746957,0.636078823,,
p06_hook_left_main_023,0.321193664,0.459558779,0.323552159,0.304071906,0.227284954,0.190301395,0.074392525,0.072733627,0.048808554,0.523470476,0.801910413,0.718378432,,
p06_hook_left_main_024,0.319949747,0.426099136,0.323629732,0.247517752,0.209853358,0.136906249,0.067919025,0.064911649,0.047804113,0.471119012,0.730484356,0.652674753,,
p06_hook_left_main_025,0.348820128,0.418060374,0.323178392,0.32267385,0.207756498,0.180187337,0.066324451,0.069333257,0.048217885,0.536216933,0.788870295,0.713074286,,
p06_hook_left_main_026,0.289126498,0.426880591,0.322238264,0.277548049,0.210741498,0.118908391,0.067546498,0.065447063,0.047875776,0.474692576,0.724595785,0.649624823,,
p06_hook_left_main_027,0.326223387,0.431430781,0.314610464,0.291858066,0.195907376,0.175749676,0.061935945,0.063747103,0.047875311,0.505976315,0.769451961,0.690409268,,
p06_hook_left_main_028,0.289893836,0.465747237,0.323915269,0.28994126,0.230582792,0.189018299,0.072324009,0.06906438,0.048534981,0.508749483,0.801413557,0.713614335,,
p06_hook_left_main_029,0.252128169,0.442279956,0.313990547,0.231742421,0.168556265,0.091732917,0.069971416,0.065849019,0.047859582,0.427058084,0.64220331,0.577659742,,
p06_hook_left_main_030,0.312333194,0.438585319,0.32807675,0.263415153,0.202404521,0.195151117,0.071474901,0.070222869,0.04767695,0.508318055,0.750923051,0.678141552,,
p06_hook_left_post_001,0.315578874,0.434226265,0.326651686,0.274919012,0.202145744,0.179971072,0.065529337,0.065788575,0.047860348,0.493435457,0.774716356,0.690332087,,
p06_hook_left_post_002,0.302909349,0.425386544,0.332609255,0.284633825,0.199396286,0.13761883,0.065624632,0.063462656,0.047769062,0.514987015,0.717987078,0.657087059,,
p06_hook_left_post_003,0.303678688,0.448304629,0.329733174,0.2498601,0.21594669,0.140493477,0.067908067,0.06513709,0.047962533,0.46097486,0.760568602,0.670690479,,
p06_hook_left_post_004,0.320889182,0.42415755,0.318192551,0.288359961,0.198298095,0.169767883,0.06178027,0.06492274,0.047701043,0.521328205,0.744590331,0.677611693,,
p06_hook_left_post_005,0.28056196,0.449991398,0.326211226,0.278413754,0.199635103,0.160279771,0.070097872,0.068908961,0.048153476,0.483334733,0.74806708,0.668647376,,
p06_hook_left_post_006,0.267088895,0.443306215,0.317684404,0.242813104,0.175505425,0.115268152,0.070013153,0.065849862,0.047816996,0.420582757,0.693224973,0.611432308,,
p06_hook_left_post_007,0.237242834,0.424067421,0.279271739,0.236665867,0.170280038,0.100759748,0.07141089,0.066698033,0.047777729,0.428256863,0.599942587,0.54843687,,
p06_hook_left_post_008,0.23429508,0.422800075,0.279401816,0.235164768,0.15895692,0.102045413,0.069994973,0.065959647,0.047764286,0.408102087,0.609613922,0.549160372,,
