hook_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p22_hook_right_main_001,0.23842985550455573,0.4849276411826393,0.2963582106564524,0.27021761113524445,0.26687680017466076,0.26533140327134264,0.054273334194312406,0.052329601002378455,0.049584808674516014,0.5519207253460304,0.8392185027829284,0.8392185027829284
p22_hook_right_main_002,0.23193732632411934,0.48767094276188205,0.2881899360233082,0.26137919957492306,0.26654324210784697,0.2584021099471339,0.05396810875870297,0.05205140247813386,0.04853380220618788,0.5453811500303581,0.8219194981474164,0.8219194981474164
p22_hook_right_main_003,0.20435076287941575,0.4269634801416215,0.2935621199954843,0.26593586948208486,0.2661214996092881,0.27570628099033684,0.053311483980705496,0.048181831512387356,0.04768198594356237,0.5485164891121477,0.802854032531173,0.802854032531173
p22_hook_right_main_004,0.21642464975844317,0.47109746676370057,0.2921701570544505,0.2640261040432604,0.27598347345023794,0.24783844999798985,0.053734349785594014,0.04943731597437426,0.04791639380324009,0.5988092926441967,0.7625711019147012,0.7625711019147012
p22_hook_right_main_005,0.21426394296598908,0.47739955483508567,0.29737217224365864,0.26281628300920873,0.2829583809241747,0.2783080139240227,0.05406953825645301,0.05083538866066505,0.04951833494238985,0.5671484494277876,0.8298448189249948,0.8298448189249948
p22_hook_right_main_006,0.21992535865280144,0.48255184730299555,0.2741565710784424,0.25254292838977166,0.2726866442646373,0.26002403053207596,0.05449657180089566,0.050242058506383094,0.048012020736933544,0.5552921919813602,0.7923718201110604,0.7923718201110604
p22_hook_right_main_007,0.19322519171907276,0.4018300977652781,0.2314929939491742,0.2424389956752046,0.1902161333974128,0.26081740055570857,0.05464507510886409,0.047724766685760346,0.047622933222658884,0.47399253341624614,0.6896704271183258,0.6896704271183258
p22_hook_right_main_008,0.193037314776852,0.44453540270628944,0.22679656859703118,0.22096438645726774,0.1680309754842273,0.2284705858579489,0.055167459078399164,0.047783873998919264,0.04762371563914215,0.4733983622610432,0.6319379854505973,0.6319379854505973
p22_hook_right_main_009,0.20300209329794963,0.4156794639261765,0.23295503901270243,0.24682849550332325,0.19352814808286212,0.254890635520791,0.05494597198642557,0.04775093240475629,0.04762291027736885,0.49201475184923094,0.6853333044394836,0.6853333044394836
p22_hook_right_main_010,0.24121156144335068,0.4892632940666532,0.2931394924300751,0.2507584138729232,0.275397482928074,0.28029011186134745,0.0540254160223766,0.0525668603333795,0.049886838447434675,0.5489285402730989,0.8468576174692343,0.8468576174692343
p22_hook_right_main_011,0.23133145447235393,0.4818505785272795,0.3160056983172515,0.27050823932870627,0.2874715912893583,0.2782593789388129,0.05433860539131104,0.0527147056505734,0.04980924441331268,0.5846596074250285,0.8532434847837111,0.8532434847837111
p22_hook_right_main_012,0.2467752583179001,0.48520364067551575,0.2910110860736112,0.24699289307811528,0.2986826775694748,0.30970088320286937,0.05416693273439309,0.05132839290734953,0.04817996825971854,0.574280540606489,0.8710541131298515,0.8710541131298515
p22_hook_right_main_013,0.22282657563418443,0.4823373186195705,0.30892763171433224,0.2778297901998176,0.2803739121802365,0.2653328121431565,0.0545749410631221,0.051345290739908976,0.04955985013815799,0.5735857885692953,0.8423575189323967,0.8423575189323967
p22_hook_right_main_014,0.23692021113203426,0.4874998643454709,0.3005596590171213,0.24894483353233338,0.2692806088387508,0.26616628239283724,0.05408584365515959,0.052399352266078954,0.049013118927739525,0.5599761551433919,0.8209387267229447,0.8209387267229447
p22_hook_right_main_015,0.22586774680590843,0.36225564406680616,0.2163613963165692,0.26318548970166544,0.15909185134874856,0.25531494945384403,0.0527994528424218,0.047718640491629744,0.04762038694617058,0.49317263768212793,0.6330196639339023,0.6330196639339023
p22_hook_right_main_016,0.224561094815707,0.4866154425420447,0.2972171058127012,0.2588819205261045,0.26738800722208655,0.27356123992089604,0.054211614060182246,0.0511675979690698,0.048566595369823266,0.5518842994080202,0.833523366786111,0.833523366786111
p22_hook_right_main_017,0.20992481705843807,0.41746411429534314,0.2435820366635706,0.2543497779032958,0.1664698071965566,0.2560727399107597,0.05489650830385706,0.04774467298045367,0.04762330376740591,0.4629238921874112,0.7114135957621384,0.7114135957621384
p22_hook_right_main_018,0.22391786909212405,0.48525271740298626,0.28936346414963704,0.2620516882238368,0.26522276241637116,0.26863127295255884,0.05438722889703496,0.051777637179848505,0.04845995352965628,0.5464216690749211,0.8272893164232094,0.8272893164232094
p22_hook_right_main_019,0.23028505556407608,0.48535870962339844,0.29806031722651605,0.253007040560588,0.2793155559477688,0.27920844220077096,0.05445845557530693,0.05213625020820446,0.04849363361963336,0.5527823801188545,0.8467823465196254,0.8467823465196254
p22_hook_right_main_020,0.17632869909565088,0.36323136261097566,0.22674087849516805,0.24409877251896028,0.17760928371900014,0.24004358465131528,0.054119033399395514,0.047707182001683404,0.04762172414782604,0.4593909201353414,0.6384292782980792,0.6384292782980792
p22_hook_right_main_021,0.1753171116764486,0.36481391650133255,0.21274404656544962,0.2698308062376545,0.1679819757826932,0.22431603073303208,0.05379665818619789,0.047680168013553015,0.04762164733017295,0.4917747068106304,0.594011612007507,0.594011612007507
p22_hook_right_main_022,0.18150280421968024,0.42307376867383617,0.24961799693414694,0.2559577612641671,0.1813092512674997,0.25020782793749424,0.05472516427465523,0.047765232243892786,0.04762507457626958,0.46176066127546134,0.7152920084754429,0.7152920084754429
p22_hook_right_main_023,0.2239818847564595,0.4812610018719944,0.3110434090008263,0.2818795244797587,0.28552743527322055,0.27504756502475025,0.0545120647394416,0.052993251576265506,0.04949291241948073,0.5900950748383255,0.845372028073133,0.845372028073133
p22_hook_right_main_024,0.24979805082036594,0.4832956583771938,0.2881920444484352,0.26566079351913763,0.2900677297253751,0.29463094249811556,0.05441478701193833,0.052937390494549694,0.050261713578832454,0.5714960956674366,0.8631877409994114,0.8631877409994114
p22_hook_right_main_025,0.17257890520540675,0.4444428789338297,0.21247898795865522,0.2404748461914084,0.1994133723102783,0.2505163003982818,0.055706110683804155,0.047786981412563,0.04762083969005458,0.4827452423704888,0.6663384524610206,0.6663384524610206
