straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p22_straight_main_001,0.225739164383153,0.42988672015217555,0.25768574980315584,0.2558576200518102,0.21941546661531275,0.27846105470060456,0.05362254882338906,0.04770857060176085,0.047621529146537375,0.5458615274116202,0.7393548542260987,0.7393548542260987
p22_straight_main_002,0.2564138568426605,0.4689276431004119,0.29112882662000744,0.2734466564037194,0.34874953395440067,0.31912632250268935,0.055192718922789354,0.059112331666233114,0.05192029744028435,0.567742675550455,0.9435048631149585,0.9435048631149585
p22_straight_main_003,0.22354816699274144,0.4264647498652591,0.2518621908444735,0.22706838443825736,0.22562387581620894,0.3059725597788495,0.05394990358506296,0.04773136635080701,0.047624636908714914,0.4637879059972705,0.8151231965840663,0.8151231965840663
p22_straight_main_004,0.21575815524958958,0.4287084524602697,0.2764914251824294,0.2503934429477677,0.3064186357988528,0.2988322871869939,0.05357306803948527,0.048879934615591446,0.050560182887577056,0.5447147003345716,0.8511189588619426,0.8511189588619426
p22_straight_main_005,0.19876834463547127,0.43207370652484023,0.27178105618902626,0.2421498283211514,0.2945242039399296,0.29915229996948745,0.05236919165743799,0.04781201024701623,0.0494393534320933,0.5027877025780171,0.8638884529331673,0.8638884529331673
p22_straight_main_006,0.24155541993300952,0.45429039758094164,0.23747022077332333,0.22222347265797673,0.2528078942145594,0.2793896167665265,0.05324489406152987,0.048064617771174684,0.049569932637505525,0.44772399418740616,0.831515306401665,0.831515306401665
p22_straight_main_007,0.15818743730684354,0.38899133472460395,0.2817424347527983,0.2639756294887925,0.2719880922166433,0.27387044623128654,0.05300081080146172,0.04837077816729055,0.048425154510790526,0.5255186394585162,0.7809183261879323,0.7809183261879323
p22_straight_main_008,0.24171878093657936,0.4427582840457743,0.27743366649074225,0.24882341076724995,0.3019483362335418,0.2893558220756189,0.05176262019202292,0.050298567577147436,0.048618358144700634,0.5617057459453643,0.835155044325368,0.835155044325368
p22_straight_main_009,0.23928864542246844,0.4670463644196716,0.26495869876083167,0.25061966665985475,0.31943342152002036,0.2889049699243865,0.0528745961761275,0.048876321802496805,0.05228354680201247,0.5281416456201005,0.8805775246893843,0.8805775246893843
p22_straight_main_010,0.21626970548480912,0.41797296035278764,0.26881192807052934,0.24612669342783552,0.29044526783421143,0.28604155426882716,0.052775612948443296,0.048693446909518864,0.050570289406913625,0.49971233945414106,0.8558028693981744,0.8558028693981744
