jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_jap_main_001,0.27054877,0.500641529,0.24819585,0.271199744,0.24332103,0.236567424,0.04838654,0.049676497,0.047696296,0.409922559,0.91386789,0.762684291,0.705428489,
p06_jap_main_002,0.249918249,0.492572584,0.270480465,0.262986507,0.224543115,0.255097466,0.048359693,0.049892423,0.047688197,0.454086711,0.863765873,0.740862124,0.715086074,0.003208935
p06_jap_main_003,0.254931532,0.499707215,0.327081314,0.307900319,0.237882894,0.254097865,0.048254235,0.051931229,0.048978943,0.537074774,0.898886825,0.79034321,0.711877139,
p06_jap_main_004,0.258487761,0.490846125,0.289213926,0.299567856,0.243709134,0.222448422,0.048207299,0.052379394,0.047624545,0.499688112,0.869097807,0.758274899,,
p06_jap_main_005,0.26270131,0.493973995,0.316217211,0.309021146,0.253901129,0.207503218,0.048181675,0.050034018,0.047623946,0.541553977,0.864829215,0.767846644,,
p06_jap_main_006,0.270388702,0.486836659,0.295923521,0.314489747,0.242975556,0.236094085,0.048352454,0.051567762,0.047661999,0.503240516,0.902967918,0.783049697,,
p06_jap_main_007,0.284111089,0.494456113,0.298989947,0.320254973,0.247858656,0.227074799,0.048265134,0.051179891,0.047632556,0.543014893,0.88119754,0.779742746,,
p06_jap_main_008,0.292472357,0.486157139,0.295198704,0.282611396,0.246651489,0.242406964,0.048323932,0.049463915,0.047644479,0.505561308,0.892396726,0.776346101,,
p06_jap_main_009,0.291665046,0.458024916,0.242597405,0.263080632,0.244003091,0.192021261,0.04791718,0.047791808,0.04761922,0.427220769,0.837651538,0.714522307,,
p06_jap_main_010,0.295025964,0.475150533,0.294404418,0.32623664,0.255839035,0.209066885,0.048198667,0.049618999,0.047624078,0.568706775,0.845595754,0.76252906,,
p06_jap_main_011,0.267374465,0.438613556,0.230636288,0.237550276,0.241357105,0.166341604,0.047906719,0.047836669,0.047619199,0.410622839,0.767944833,0.660748235,,
p06_jap_main_012,0.33503604,0.474635461,0.292327954,0.317818765,0.245572171,0.215237575,0.048335454,0.049108233,0.047622835,0.603325628,0.81745098,0.753213374,,
p06_jap_main_013,0.356802166,0.490335962,0.300548175,0.316675084,0.220861887,0.212889622,0.048143468,0.048797334,0.047628983,0.529332305,0.887168502,0.779817643,,
p06_jap_main_014,0.353800525,0.491014041,0.286235994,0.315661572,0.226881194,0.203176873,0.048086412,0.049869675,0.047621153,0.525610204,0.871185051,0.767512597,,
p06_jap_main_015,0.337503472,0.474320004,0.255789032,0.283368403,0.208101801,0.164614657,0.047876874,0.047997897,0.04761956,0.503835107,0.765204833,0.686793915,,
p06_jap_main_016,0.377530626,0.478712671,0.295226763,0.329005263,0.217190325,0.193591702,0.048444025,0.0499915,0.047621788,0.526661791,0.878528009,0.772968144,,
p06_jap_main_017,0.308304456,0.460869901,0.236045252,0.264410244,0.214360257,0.133862394,0.048100704,0.048310149,0.047619275,0.514160766,0.670548442,0.623632139,,
p06_jap_main_018,0.344955636,0.461367284,0.268582233,0.280968589,0.224040702,0.162996693,0.048234366,0.048446758,0.047621214,0.555642266,0.731563249,0.678786954,,
p06_jap_main_019,0.314237577,0.470434252,0.257978003,0.276435801,0.21869605,0.130857454,0.04814691,0.048493127,0.047619385,0.5267549,0.698915288,0.647267171,,
p06_jap_main_020,0.307848079,0.434972761,0.220259526,0.26791957,0.22505413,0.138527324,0.047937452,0.048224258,0.047619101,0.524522041,0.64871805,0.611459247,,
p06_jap_main_021,0.282425136,0.487119453,0.250155561,0.296546686,0.208196851,0.156308475,0.048094131,0.048725419,0.047621749,0.487645188,0.75802111,0.676908333,,
p06_jap_main_022,0.274824128,0.479512197,0.241150602,0.256506003,0.202768461,0.151562599,0.049923023,0.047904996,0.047619769,0.430109777,0.749204208,0.653475878,,
p06_jap_main_023,0.323755572,0.485233719,0.241862362,0.25716275,0.207092627,0.159796003,0.047764453,0.047845767,0.047619185,0.465754031,0.758481467,0.670663236,,
p06_jap_main_024,0.161822987,0.330148643,0.112728236,0.141320868,0.108442983,0.068410135,0.047931638,0.047765356,0.047619073,0.484275876,0.134581419,0.239489756,,
p06_jap_main_025,0.367812353,0.490011822,0.32039355,0.320779954,0.226307235,0.203722195,0.048194759,0.04924193,0.047627804,0.54786414,0.894518536,0.790522217,,
p06_jap_main_026,0.334435359,0.473543381,0.282561075,0.30882375,0.231135743,0.194031067,0.048061477,0.049994997,0.047631252,0.492763617,0.867787786,0.755280535,,
p06_jap_main_027,0.271339397,0.486423536,0.263828992,0.280198813,0.225004487,0.153451599,0.047950402,0.048852689,0.047620089,0.453277785,0.793297808,0.691291801,,
p06_jap_main_028,0.315224918,0.488448645,0.288131328,0.30566255,0.215702254,0.190685304,0.047982855,0.049014079,0.047623314,0.477935791,0.867145814,0.750382807,,
p06_jap_main_029,0.294678094,0.470130049,0.279008228,0.305184449,0.193102129,0.198759807,0.047913687,0.048526042,0.047624777,0.492759427,0.804768188,0.71116556,,
p06_jap_main_030,0.223164004,0.460783957,0.278033524,0.303593247,0.146687274,0.12468286,0.048535903,0.048811598,0.047619527,0.476544798,0.660443722,0.605274044,,
p06_jap_post_001,0.344226248,0.489394946,0.319376702,0.321193298,0.226291555,0.208763211,0.048180597,0.049856409,0.047685375,0.534485184,0.897534687,0.788619836,,
p06_jap_post_002,0.34015706,0.482753888,0.310005237,0.321441556,0.202286656,0.181742736,0.048182091,0.048127114,0.047622589,0.531468934,0.841922834,0.748786664,,
p06_jap_post_003,0.333979709,0.493048112,0.30400372,0.315169084,0.223582495,0.203267629,0.048115567,0.048944354,0.047628429,0.534876042,0.865784856,0.766512212,,
p06_jap_post_004,0.305470117,0.496438569,0.304608783,0.311210175,0.219898809,0.165391996,0.04812685,0.048796567,0.047620691,0.513119865,0.833350621,0.737281394,,
p06_jap_post_005,0.330145432,0.491148001,0.311419739,0.321801624,0.215749403,0.199697041,0.048077311,0.048588939,0.047672086,0.529761514,0.87264042,0.769776748,,
p06_jap_post_006,0.284308777,0.485148046,0.28609455,0.307358641,0.182690113,0.143994575,0.049454238,0.048241566,0.047620336,0.50544242,0.748227811,0.675392194,,
p06_jap_post_007,0.294006326,0.487333005,0.294268019,0.29935781,0.15110397,0.13838925,0.049450726,0.048206326,0.047622106,0.482005836,0.738269476,0.661390384,,
p06_jap_post_008,0.257204016,0.492211735,0.300466738,0.309844322,0.156411999,0.14930387,0.048352064,0.04966419,0.047622853,0.497742089,0.741759641,0.668554375,,
p06_jap_post_009,0.313978729,0.479382095,0.308237614,0.307841132,0.224421333,0.157378494,0.059806609,0.051144989,0.047621382,0.52361993,0.800317603,0.717308301,,
p06_jap_post_010,0.229313624,0.467813004,0.287617177,0.292505536,0.152034092,0.129781365,0.048199094,0.04860881,0.047622086,0.475584841,0.677947401,0.617238633,,
p06_jap_pre_001,0.245454764,0.500190606,0.263238568,0.225823713,0.22664986,0.210997306,0.047928904,0.048692144,0.04763407,0.359502078,0.881073125,0.724601811,,
p06_jap_pre_002,0.230332081,0.49317017,0.25178278,0.227208154,0.246315361,0.206458167,0.04811571,0.04957476,0.048079009,0.352202188,0.879628513,0.721400615,,
p06_jap_pre_003,0.237567799,0.503748155,0.253989598,0.229887675,0.245076428,0.18980104,0.048091487,0.050106726,0.04768201,0.349934639,0.879657001,0.720740292,,
p06_jap_pre_004,0.219748347,0.482707535,0.247381889,0.214136501,0.228690606,0.20320907,0.048116045,0.049485878,0.047728771,0.355729772,0.82525453,0.684397103,,
p06_jap_pre_005,0.242692245,0.502037394,0.244309627,0.221418826,0.236953341,0.211970009,0.04791549,0.048895145,0.048226799,0.339285662,0.888220648,0.723540152,,
p06_jap_pre_006,0.245155969,0.500063088,0.236428807,0.230854752,0.24841806,0.21740984,0.047981493,0.049026383,0.047738203,0.355286776,0.89090561,0.73021996,,
p06_jap_pre_007,0.248966372,0.4965737,0.243725066,0.222955645,0.242298516,0.207869174,0.04801903,0.049458177,0.047872382,0.352218705,0.877445991,0.719877805,,
