uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p14_uppercut_right_main_001,0.32491105,0.474946766,0.252190734,0.311843806,0.151354455,0.142727347,0.051000137,0.049269893,0.047654136,0.485034677,0.721711364,0.650708358,0.66733473,-0.019496954
p14_uppercut_right_main_002,0.331106095,0.469026001,0.24462573,0.332870966,0.176242613,0.161520227,0.055557249,0.052294327,0.047662651,0.505316407,0.751629382,0.677735489,0.667400693,
p14_uppercut_right_main_003,0.315273623,0.428646836,0.236295286,0.326306606,0.169315591,0.16006666,0.051975922,0.049421684,0.047755116,0.466325742,0.734160134,0.653809817,0.686897646,
p14_uppercut_right_main_004,0.287637568,0.476704661,0.266017528,0.309191228,0.14411378,0.139474873,0.05362536,0.048677405,0.047635985,0.45295966,0.737829735,0.652368713,,
p14_uppercut_right_main_005,0.331880564,0.481834756,0.327373254,0.337005213,0.191315905,0.145315461,0.05391893,0.049814772,0.047919689,0.579768905,0.768740182,0.712048799,,
p14_uppercut_right_main_006,0.278687049,0.422197061,0.238408157,0.310874369,0.150207943,0.129445498,0.049836516,0.048286477,0.047620976,0.454828089,0.671884295,0.606767433,,
p14_uppercut_right_main_007,0.355568672,0.464149647,0.35240888,0.357196265,0.242462713,0.19563842,0.057464536,0.053088869,0.048670873,0.598533491,0.88533325,0.799293323,,
p14_uppercut_right_main_008,0.330944285,0.422576826,0.288687585,0.330077349,0.198538796,0.15715284,0.050142861,0.048041202,0.047633913,0.50221313,0.796843579,0.708454444,,
p14_uppercut_right_main_009,0.363372862,0.439105416,0.270464857,0.3116799,0.204348995,0.221804083,0.052657559,0.049096372,0.047891275,0.499160599,0.85256606,0.746544421,,
p14_uppercut_right_main_010,0.339076763,0.437966844,0.262988064,0.317407843,0.215461627,0.213573759,0.052606961,0.04839157,0.047637368,0.47102799,0.868183837,0.749037083,,
p14_uppercut_right_main_011,0.281999849,0.439845476,0.261774292,0.297864815,0.137355209,0.139354829,0.050499198,0.048428017,0.047648157,0.424225117,0.723537409,0.633743721,,
p14_uppercut_right_main_012,0.281598628,0.442881916,0.275448699,0.305595285,0.14150681,0.1393721,0.052465744,0.04808744,0.047637589,0.450421704,0.723105438,0.641300318,,
p14_uppercut_right_main_013,0.306806946,0.481235153,0.281159138,0.313831692,0.146797912,0.123220782,0.050614099,0.048145198,0.047652137,0.463020865,0.74545679,0.660726012,,
p14_uppercut_right_main_014,0.274635029,0.459637178,0.292189225,0.319478237,0.134368455,0.120438612,0.049375566,0.047882802,0.047687512,0.46416346,0.725206983,0.646893926,,
p14_uppercut_right_main_015,0.303296846,0.453574237,0.27585881,0.328800385,0.144631624,0.146799864,0.052852125,0.048004169,0.047717729,0.488871431,0.737039731,0.662589241,,
p14_uppercut_right_main_016,0.259722234,0.44047017,0.253610631,0.310747892,0.140317046,0.120812636,0.051099378,0.048019783,0.047634989,0.431034461,0.6957811,0.616357108,,
p14_uppercut_right_main_017,0.28414583,0.450752018,0.284280407,0.324497869,0.14881158,0.152589905,0.050248499,0.048141263,0.047653433,0.470437655,0.759922967,0.673077373,,
p14_uppercut_right_main_018,0.306629246,0.481238406,0.323795531,0.338477513,0.166397059,0.152481071,0.053507894,0.048579013,0.047711525,0.51799152,0.798718089,0.714500118,,
p14_uppercut_right_main_019,0.299412581,0.458977864,0.326668036,0.329834331,0.171228163,0.135951717,0.053950266,0.048967416,0.047954604,0.50785604,0.779446078,0.697969067,,
p14_uppercut_right_main_020,0.305685026,0.45998527,0.343218756,0.336908609,0.16814229,0.135347186,0.055005748,0.048560217,0.047760106,0.547221001,0.762153461,0.697673723,,
p14_uppercut_right_main_021,0.308631007,0.459806949,0.31806852,0.328446678,0.174015884,0.158236745,0.051734697,0.049317055,0.047930379,0.501910091,0.802322983,0.712199115,,
p14_uppercut_right_main_022,0.252613954,0.44720227,0.244948487,0.260442271,0.127164094,0.113673503,0.050744909,0.047840994,0.047619958,0.452097835,0.593708003,0.551224953,,
