uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p14_uppercut_left_main_001,0.342092009,0.442282921,0.312590233,0.304288616,0.209079994,0.138573616,0.050927633,0.047945025,0.047622718,0.605348618,0.699370085,0.671163645
p14_uppercut_left_main_002,0.352629317,0.473910326,0.351231699,0.330394688,0.214811333,0.146975979,0.050635914,0.04880107,0.047653575,0.623019438,0.779179299,0.732331341
p14_uppercut_left_main_003,0.333150767,0.453948974,0.327885533,0.332135715,0.219915498,0.147107442,0.050424983,0.047817279,0.047640701,0.591800195,0.775379346,0.720305601
p14_uppercut_left_main_004,0.314256539,0.442332649,0.302203891,0.306371528,0.207403543,0.130434824,0.050370634,0.04775912,0.04762123,0.597839932,0.676602143,0.65297348
p14_uppercut_left_main_005,0.33647747,0.4582442,0.348350052,0.331589468,0.206861643,0.129430349,0.050177236,0.047672182,0.047627088,0.614506372,0.750949181,0.710016339
p14_uppercut_left_main_006,0.322217908,0.43867608,0.323814238,0.306816244,0.206202744,0.122834277,0.05009038,0.047744131,0.047642979,0.578740107,0.710345292,0.670863736
p14_uppercut_left_main_007,0.333225226,0.461158073,0.347910517,0.33663334,0.215654307,0.137483348,0.050895337,0.047798137,0.047634995,0.610673555,0.76988157,0.722119166
p14_uppercut_left_main_008,0.335066957,0.452285331,0.324213178,0.324850868,0.224668678,0.154602057,0.050526413,0.047760511,0.047625761,0.608051599,0.763848876,0.717109693
p14_uppercut_left_main_009,0.336786343,0.44161276,0.347595131,0.332565242,0.251728535,0.176932709,0.050902708,0.048437053,0.047916129,0.612436674,0.828951884,0.763997321
p14_uppercut_left_main_010,0.35389895,0.470468607,0.323921838,0.328075423,0.204296049,0.123423808,0.050619877,0.047754977,0.047623905,0.595064597,0.744478684,0.699654458
p14_uppercut_left_main_011,0.344842167,0.458118716,0.348370261,0.338245472,0.239073688,0.153310022,0.050775566,0.048907898,0.047729344,0.617788837,0.808140566,0.751035047
p14_uppercut_left_main_012,0.321803815,0.445527675,0.353676146,0.336007603,0.234477236,0.146860061,0.050335572,0.04775271,0.047676586,0.611005347,0.790246346,0.736474046
p14_uppercut_left_main_013,0.343854729,0.461541769,0.317701397,0.30926933,0.203847677,0.132050489,0.050437197,0.04770828,0.047625668,0.596293246,0.720198943,0.683027234
p14_uppercut_left_main_014,0.344029201,0.464439536,0.335868235,0.324098425,0.204953597,0.118716518,0.051134408,0.047712999,0.04762034,0.608139289,0.731015965,0.694152962
p14_uppercut_left_main_015,0.34219942,0.449456765,0.342177144,0.326174492,0.21454827,0.12608583,0.050151893,0.047728024,0.047628642,0.596935723,0.758365759,0.709936748
p14_uppercut_left_main_016,0.323639485,0.437951465,0.344755224,0.312912514,0.255574494,0.160436823,0.049904552,0.047775305,0.047638973,0.569238642,0.830303259,0.751983874
p14_uppercut_left_main_017,0.344033845,0.456825149,0.325642905,0.312333788,0.225909436,0.149527348,0.050315959,0.047739947,0.047625189,0.623467323,0.739502482,0.704691934
p14_uppercut_left_main_018,0.365946799,0.45400423,0.340257275,0.345225925,0.246042646,0.17196736,0.051184941,0.049792328,0.047682931,0.631639736,0.825343941,0.767232679
p14_uppercut_left_main_019,0.323498268,0.457912416,0.313627252,0.333025963,0.204990219,0.141045685,0.050338818,0.04773557,0.047623326,0.620591681,0.712385682,0.684847482
