straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation
p07_straight_main_029,0.2621652996133691,0.4360948797420564,0.2861964436869755,0.29453667979575676,0.34412745247586574,0.24805142687599294,0.04877071915419668,0.05315187227291427,0.049805541736804265,0.6553814668023356,0.8034519538122115
p07_straight_main_030,0.23353224404252226,0.30164037346876976,0.21689917474655546,0.20875428519629521,0.21793898809968631,0.20746388962444168,0.0761695232252009,0.06574664857861827,0.04764369290968666,0.4533193489092938,0.5737633508600304
p07_straight_post_001,0.253145418260252,0.4244568732886827,0.282502051061989,0.3214515383456509,0.31811170316770954,0.3106892960186614,0.04877490742152698,0.05374975382847259,0.052225517906633004,0.5996897282921356,0.9003680721505278
p07_straight_post_002,0.22101046507720595,0.4000776061307515,0.2128382613639102,0.3051253085308114,0.2568483523731941,0.2973868895737019,0.048379521438397605,0.04789024286896242,0.047625765987155254,0.531938633511531,0.8087570670135432
p07_straight_post_003,0.24516519396758393,0.4255725078889842,0.28155382389809114,0.3163914849194783,0.3506138640426224,0.309319502025401,0.048544591433045896,0.04949850940435524,0.04996568762209482,0.638539668907867,0.8916514440872353
p07_straight_post_004,0.2740783974605384,0.36279915720281414,0.2860465263001248,0.32347102469313727,0.31926155999996275,0.3072898890096383,0.04833912976531531,0.04785334944781122,0.04828763491589551,0.6211504547936441,0.8763381162200167
p07_straight_post_005,0.23862729521487863,0.3928098180030762,0.23027302825987217,0.30857712312238866,0.27736437993485585,0.301246130704099,0.04849385828613253,0.047997438099577495,0.047620095840203346,0.5403014170354097,0.842025274908154
p07_straight_post_006,0.2847375327889189,0.3613776243628525,0.2846660787807064,0.3161100085453691,0.3100174871735441,0.3065706987855211,0.048403644517176166,0.04781433560127901,0.04859248447329289,0.615053551102134,0.8682761652211862
p07_straight_post_007,0.27311182858519034,0.4192238548916274,0.28686699450114067,0.3074489740298996,0.3372891403527278,0.31165118632884037,0.048412501567925176,0.048553956905277126,0.04896462774635872,0.640206849645122,0.8890523055574966
p07_straight_post_008,0.2681005586683958,0.42370631340698883,0.2882329495138563,0.3127935310034096,0.3504422057716223,0.30288939576928336,0.0487316714349386,0.053260850670622355,0.05030404916735958,0.6342555646854218,0.8983870922846212
p07_straight_post_009,0.25663104733790676,0.4204431677180784,0.2973097966479857,0.32886729480862487,0.33200127668829243,0.3004485364334977,0.04884217960941674,0.05227177487045866,0.04925263001549334,0.6402203034334827,0.8914873250156548
p07_straight_post_010,0.2651501874927287,0.42940445591007725,0.2913278879209414,0.3219112919635906,0.31579790196327434,0.3105085379507879,0.04837960971660911,0.04790755294860456,0.04856091310949866,0.6543544754834554,0.874464918838112
p07_straight_pre_001,0.25171255993817193,0.46295213384218403,0.22108402110746725,0.3046497654485279,0.29285973650318703,0.2592689034808192,0.048437173317524604,0.047889269282120485,0.04793087262492549,0.5320569025531745,0.8463546276791855
p07_straight_pre_002,0.23386979598222712,0.41208517551725843,0.22475860837916137,0.27948806971917234,0.30106148479719985,0.28407670078020886,0.04828452781692933,0.047753139555281605,0.04931293438221116,0.5126549623187101,0.847041960219045
p07_straight_pre_003,0.2336538631107538,0.42530739829367425,0.18586127814106884,0.30398073525872393,0.3398005139349705,0.26511096169549736,0.048724689566285034,0.05170581875129124,0.05415506030204087,0.5055850058846687,0.8494172368517019
p07_straight_pre_004,0.24054024108641453,0.41203090138618936,0.21704047907603402,0.3087549615944484,0.2840158197995912,0.2655224118092151,0.0482052866730395,0.04778244776114876,0.04762049900436948,0.52057180786271,0.8301946691363465
p07_straight_pre_005,0.2605888623826962,0.407307885232432,0.263716188684718,0.3120809799998524,0.29118425626519084,0.2833110246257994,0.04834703601048413,0.04779127885785351,0.04869759790676022,0.5762282532198993,0.8452720256967633
p07_straight_pre_006,0.28245678287550696,0.40773466700187344,0.24857348895201364,0.30822665781769615,0.3184803820725869,0.2952668120963061,0.04828748584694825,0.0478876391164919,0.04961855608965341,0.5909687650768359,0.8640427538726346
p07_straight_pre_007,0.2616137130593542,0.42936985959076746,0.25579913501235835,0.2967487268731569,0.33040617947901074,0.3000643336116653,0.048287078257161935,0.047830767686621346,0.050419944977398205,0.5930310367697194,0.8728633821083172
p07_straight_pre_008,0.2727598975763046,0.4211889366845588,0.268139663595265,0.2935002603676272,0.3226930965230406,0.30512958705564314,0.048402653385045735,0.0485614718506984,0.050823872962742864,0.6118638614096229,0.862238177217332
p07_straight_pre_009,0.27436796888376874,0.4209154362054587,0.25219392182290346,0.2955656168175193,0.340056379886726,0.2904025570222439,0.048364414824713944,0.048221011287248684,0.04999241308683577,0.5899737086126251,0.874330518237111
p07_straight_pre_010,0.26315620739173295,0.421068293581558,0.26408043099805434,0.29429490294222405,0.33539766898182266,0.2797244870024351,0.048332959744706805,0.04908002392575279,0.049600765515886144,0.5937733282323056,0.8623820735040608
AVG,0.2571518927969635,0.4222828699370797,0.2665946593642049,0.2972078569574626,0.31908136552513805,0.2583719424788941,0.04903901075171593,0.04998025199211132,0.049087629352139735,0.6024632033550243,0.8201295870221188
