hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_hook_left_main_001,0.222803507,0.418494513,0.321634525,0.281517616,0.215808703,0.287617681,0.06124633,0.061842568,0.047690015,0.558412715,0.778717162,0.712625828,0.667831739,0.176314766
p05_hook_left_main_002,0.20985687,0.395940598,0.292320363,0.272526144,0.215305821,0.259418966,0.06264718,0.061310184,0.047665581,0.521872839,0.727613424,0.665891248,0.626262776,
p05_hook_left_main_003,0.211097489,0.412633242,0.315576137,0.280679778,0.207104868,0.264587074,0.061435043,0.060939787,0.047658694,0.514909097,0.777660768,0.698835266,0.44994801,
p05_hook_left_main_004,0.215312225,0.389357424,0.318910229,0.26863767,0.211219825,0.259329238,0.062320737,0.061233749,0.047650564,0.526142587,0.746493205,0.68038802,,
p05_hook_left_main_005,0.197312624,0.394425621,0.313682538,0.248511392,0.293124731,0.208130055,0.075208666,0.072649357,0.047629265,0.545544115,0.692227237,0.648222301,,
p05_hook_left_main_006,0.278480159,0.403391513,0.316173661,0.299925689,0.232583155,0.224632255,0.065870864,0.06371291,0.047709444,0.551709007,0.773286673,0.706813373,,
p05_hook_left_main_007,0.21663474,0.403583553,0.312869713,0.281168024,0.209987805,0.251048416,0.061920887,0.061404619,0.047719346,0.502562732,0.775641655,0.693717978,,
p05_hook_left_main_008,0.213604568,0.39698346,0.304224814,0.259432618,0.20611775,0.25621446,0.061128639,0.060808525,0.047672985,0.49354169,0.751570333,0.67416174,,
p05_hook_left_main_009,0.210566501,0.397013439,0.310672983,0.277840545,0.209580331,0.248343819,0.061351789,0.063181564,0.047767665,0.481335627,0.779802182,0.690262216,,
p05_hook_left_main_010,0.203717493,0.396066516,0.304444617,0.264577042,0.203485262,0.251730581,0.061081421,0.061023504,0.047642166,0.498100971,0.740011639,0.667438439,,
p05_hook_left_main_011,0.280583948,0.3803039,0.312595747,0.272807238,0.224847312,0.202227999,0.065673527,0.063439639,0.047657993,0.529725808,0.724267268,0.66590483,,
p05_hook_left_main_012,0.218405192,0.404284594,0.315973457,0.273286146,0.20696004,0.264605456,0.061163375,0.060874151,0.047668815,0.504127368,0.781113373,0.698017571,,
p05_hook_left_main_013,0.216965151,0.401066969,0.321710673,0.266166389,0.200653695,0.260918304,0.060847955,0.060391394,0.047714059,0.482507825,0.791306696,0.698667035,,
p05_hook_left_main_014,0.214187232,0.406519323,0.325586813,0.268765567,0.213024815,0.23924634,0.06124389,0.060527031,0.047689117,0.482953095,0.785288007,0.694587533,,
p05_hook_left_main_015,0.217623807,0.386704378,0.315323044,0.238377617,0.193838237,0.230385844,0.061655777,0.061274914,0.047626466,0.505910523,0.67962229,0.62750876,,
p05_hook_left_main_016,0.21142201,0.411108756,0.324668592,0.272427417,0.25037631,0.23604422,0.070208347,0.071922533,0.047792551,0.563004343,0.713756299,0.668530712,,
p05_hook_left_main_017,0.254114151,0.391195913,0.33262227,0.220642174,0.233815469,0.178532731,0.069204025,0.066849703,0.047655743,0.501602834,0.684350216,0.629526001,,
p05_hook_left_main_018,0.240467324,0.41323299,0.331864513,0.259214128,0.199205164,0.239923383,0.062178756,0.061358503,0.047657518,0.503630146,0.761538443,0.684165954,,
p05_hook_left_main_019,0.243898113,0.431075118,0.341652409,0.247279635,0.198730339,0.233940915,0.061865989,0.061215653,0.047661425,0.491725669,0.77762436,0.691854753,,
p05_hook_left_main_020,0.235570587,0.436239468,0.317522257,0.277497254,0.271993495,0.191369356,0.075593953,0.071053226,0.047661239,0.546621127,0.733804121,0.677649222,,
p05_hook_left_main_021,0.225570445,0.428145367,0.326800357,0.261278638,0.224156144,0.241954666,0.065186605,0.065825962,0.04770996,0.529758688,0.749942148,0.68388711,,
p05_hook_left_main_022,0.228799699,0.431232789,0.340058776,0.2636249,0.198359542,0.20914669,0.06083849,0.062118057,0.047729767,0.472857758,0.779077864,0.687211832,,
p05_hook_left_main_023,0.225685517,0.41307537,0.322786636,0.211868997,0.231469042,0.118816851,0.069334729,0.065673904,0.047627914,0.511003709,0.590962778,0.566975058,,
p05_hook_left_main_024,0.216730923,0.423645266,0.338140353,0.244832917,0.195510698,0.222868483,0.061688489,0.060801461,0.047640061,0.478588675,0.75137382,0.669538277,,
p05_hook_left_main_025,0.210878305,0.405813654,0.322659756,0.220067022,0.192776202,0.220053512,0.06057827,0.060565471,0.04762772,0.474126473,0.700347497,0.63248119,,
p05_hook_left_main_026,0.23434252,0.425521033,0.322457542,0.259448166,0.239927143,0.234251435,0.068891034,0.068849216,0.047664212,0.554835752,0.71995388,0.670418441,,
p05_hook_left_main_027,0.194976573,0.385410085,0.299992897,0.209645221,0.195187989,0.218142595,0.060958676,0.060525068,0.047625409,0.454550201,0.667390226,0.603538219,,
p05_hook_left_main_028,0.22848402,0.424000038,0.332929013,0.2254169,0.209105259,0.244703629,0.061531447,0.061039394,0.047653288,0.472580931,0.776486214,0.685314629,,
p05_hook_left_main_029,0.203893981,0.409398095,0.31492506,0.22084664,0.19372169,0.209920013,0.060558986,0.060188521,0.047626411,0.447249157,0.711759231,0.632406209,,
p05_hook_left_main_030,0.239902588,0.416430041,0.317336237,0.231291873,0.213087531,0.179376823,0.06593696,0.063813945,0.047659592,0.478213922,0.692783215,0.628412427,,
p05_hook_left_post_001,0.197603804,0.395044963,0.303446438,0.22842694,0.208787559,0.260328714,0.061846292,0.062858674,0.047630068,0.488792517,0.71355268,0.646124631,,
p05_hook_left_post_002,0.216833029,0.39664718,0.326511136,0.224609705,0.189175593,0.213540806,0.060125863,0.060447501,0.047633821,0.45376715,0.719665252,0.639895821,,
p05_hook_left_post_003,0.235641672,0.416211058,0.32506861,0.229638529,0.193586197,0.241869626,0.061205582,0.061146232,0.047668835,0.45926004,0.768981386,0.676064982,,
p05_hook_left_post_004,0.228801728,0.422265459,0.327762822,0.230011865,0.19915563,0.265135962,0.061306062,0.061098881,0.047685546,0.477985811,0.781933859,0.690749445,,
p05_hook_left_post_005,0.22112664,0.417871107,0.315568707,0.230667066,0.20018785,0.264213159,0.061170505,0.062156189,0.047647668,0.492034309,0.749892134,0.672534786,,
