hook_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_hook_left_main_001,0.219091751,0.419235005,0.331693804,0.278056856,0.329486889,0.277970079,0.049916507,0.048355692,0.047689361,0.626707771,0.842548401,0.777796212,0.726330014,0.19063639
p05_hook_left_main_002,0.205958515,0.397779584,0.308640465,0.271385586,0.322518741,0.259993104,0.051034749,0.048154278,0.04766345,0.611346523,0.782969438,0.731482563,0.676831245,
p05_hook_left_main_003,0.211098455,0.415089295,0.330357564,0.275028371,0.31910158,0.25807405,0.050309935,0.048361504,0.047663762,0.586863456,0.843772529,0.766699807,0.486194855,
p05_hook_left_main_004,0.213679929,0.379810579,0.33041524,0.263234727,0.314810424,0.252531322,0.050550534,0.04855908,0.047664894,0.582155037,0.810802953,0.742208578,,
p05_hook_left_main_005,0.18977735,0.3847764,0.322504135,0.22486897,0.343294202,0.207983283,0.054277398,0.049206164,0.047619469,0.54929405,0.761582512,0.697895973,,
p05_hook_left_main_006,0.265391684,0.399296994,0.323652688,0.295310262,0.342426008,0.267494045,0.052670617,0.048344165,0.047715504,0.609143347,0.888249629,0.804517744,,
p05_hook_left_main_007,0.216228706,0.403951974,0.314897187,0.278446104,0.319329973,0.244199862,0.050328359,0.04824994,0.047773437,0.560561427,0.843229772,0.758429269,,
p05_hook_left_main_008,0.21263161,0.394677414,0.309732135,0.252634887,0.312963203,0.249070067,0.04983738,0.048109805,0.047686478,0.550271582,0.814504321,0.735234499,,
p05_hook_left_main_009,0.208712245,0.387601676,0.30246363,0.27396574,0.307480749,0.24349551,0.05034286,0.048764687,0.047809749,0.521086304,0.840198496,0.744464838,,
p05_hook_left_main_010,0.202762818,0.395454894,0.297109717,0.260166386,0.291535965,0.241716733,0.04967554,0.048096755,0.047653361,0.533019445,0.794172304,0.715826446,,
p05_hook_left_main_011,0.2699509,0.374507266,0.301325244,0.277909617,0.325730479,0.268286886,0.051332955,0.049365083,0.047639751,0.611006713,0.819451152,0.756917821,,
p05_hook_left_main_012,0.216242507,0.403942882,0.327780306,0.269789197,0.300291996,0.257994762,0.049981257,0.048049255,0.04770711,0.565375606,0.836768043,0.755350312,,
p05_hook_left_main_013,0.216235808,0.396285272,0.334882641,0.26219969,0.299871188,0.251478061,0.049514907,0.047726934,0.047739273,0.535118843,0.858029353,0.7611562,,
p05_hook_left_main_014,0.213917528,0.407199303,0.337452917,0.265772505,0.31129685,0.247110006,0.050069525,0.048087623,0.04771932,0.557878628,0.849006056,0.761667827,,
p05_hook_left_main_015,0.211342234,0.385637843,0.315791175,0.232704866,0.27111358,0.2358826,0.0502427,0.048053047,0.047623573,0.55668021,0.725818046,0.675076695,,
p05_hook_left_main_016,0.202983441,0.400661778,0.331422961,0.255895848,0.31085543,0.229746826,0.052595135,0.051119584,0.047704838,0.580544944,0.771165098,0.713979052,,
p05_hook_left_main_017,0.227930316,0.381647023,0.319589458,0.24582498,0.28691068,0.246707172,0.051998607,0.047908632,0.047619858,0.550263329,0.785042358,0.71460865,,
p05_hook_left_main_018,0.234430672,0.411906382,0.333479838,0.253777776,0.272579672,0.234270352,0.050960271,0.048232252,0.047677439,0.529012168,0.819567697,0.732401038,,
p05_hook_left_main_019,0.239236952,0.432183851,0.326881963,0.257558389,0.268226255,0.228841847,0.050687041,0.048505535,0.047808165,0.51133308,0.838689898,0.740482852,,
p05_hook_left_main_020,0.221549414,0.422602547,0.324292661,0.272820144,0.311425237,0.204279885,0.056383125,0.052138596,0.047627382,0.563478214,0.796259705,0.726425258,,
p05_hook_left_main_021,0.223869784,0.427040686,0.332840762,0.252280744,0.288490482,0.245652827,0.051652991,0.049067602,0.047744497,0.567791625,0.80585162,0.734433622,,
p05_hook_left_main_022,0.226349331,0.437206551,0.328749883,0.261962298,0.267059032,0.203916166,0.049759326,0.048366382,0.047835605,0.486414659,0.841494407,0.734970482,,
p05_hook_left_main_023,0.20618667,0.401162955,0.31013853,0.236970327,0.279926475,0.135158383,0.052564216,0.049313187,0.04761969,0.533397896,0.661947204,0.623382411,,
p05_hook_left_main_024,0.213370072,0.423919677,0.33535908,0.23870678,0.252451745,0.22496248,0.051080764,0.047866656,0.047668322,0.499537452,0.801628395,0.711001112,,
p05_hook_left_main_025,0.2063584,0.406448838,0.317356174,0.215689424,0.259984678,0.214627392,0.049627753,0.047931165,0.047625196,0.50541792,0.741913558,0.670964866,,
p05_hook_left_main_026,0.242236175,0.413448707,0.330045773,0.25481789,0.304200155,0.221009638,0.052037016,0.049534424,0.047646268,0.586078419,0.778328811,0.720653693,,
