straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p07_straight_main_001,0.257388198,0.417437578,0.244745038,0.253729559,0.30428694,0.252718408,0.055421377,0.047706817,0.047665921,0.568377063,0.76947937,0.709148678,0.739365052,0.030622571
p07_straight_main_002,0.277390887,0.387729264,0.245940271,0.260030016,0.336549703,0.25294742,0.054762228,0.048021368,0.048769407,0.560794383,0.802794664,0.730194579,0.812919081,
p07_straight_main_003,0.290780526,0.423365245,0.290838386,0.26988393,0.348288023,0.258709569,0.053622191,0.049744322,0.048623261,0.657505954,0.804302835,0.760263771,0.782296511,
p07_straight_main_004,0.288148456,0.414607802,0.321197783,0.281479439,0.343783408,0.242298346,0.053593562,0.049703686,0.048776413,0.65766181,0.82006597,0.771344722,,
p07_straight_main_005,0.302553653,0.415693124,0.256918132,0.21226271,0.304060892,0.238544762,0.054870958,0.047686917,0.047623908,0.613782257,0.698084987,0.672794168,,
p07_straight_main_006,0.272396915,0.460353252,0.288169321,0.255496076,0.285438889,0.211835792,0.054201321,0.048137034,0.047845995,0.534925804,0.810809668,0.728044509,,
p07_straight_main_007,0.307224954,0.451074894,0.286655531,0.231275924,0.27648831,0.205911533,0.055064922,0.04822593,0.047800556,0.534228343,0.78339848,0.708647439,,
p07_straight_main_008,0.262533037,0.450423412,0.281375001,0.242467145,0.346355768,0.273608643,0.054895173,0.048284025,0.048881456,0.657645695,0.778687346,0.742374851,,
p07_straight_main_009,0.272612766,0.427614124,0.304444939,0.275905283,0.348357672,0.246136737,0.053713341,0.05022462,0.048620326,0.643594496,0.8166749,0.764750779,,
p07_straight_main_010,0.262939139,0.398754664,0.285297342,0.275348379,0.318750326,0.199324894,0.054572683,0.048014174,0.047655996,0.569414458,0.791818772,0.725097478,,
p07_straight_main_011,0.289004395,0.433463671,0.299030524,0.284656661,0.356939502,0.266455723,0.053934523,0.050436818,0.04845429,0.684482033,0.820044222,0.779375565,,
p07_straight_main_012,0.251436443,0.40834521,0.253058801,0.274705354,0.315064615,0.199283144,0.055211795,0.04834143,0.047703538,0.51080443,0.807244657,0.718312588,,
p07_straight_main_013,0.302433764,0.422334721,0.299022457,0.28054362,0.325838681,0.256050049,0.054210118,0.04870313,0.048305884,0.653850525,0.809351505,0.762701211,,
p07_straight_main_014,0.280281339,0.434351167,0.307091185,0.270569942,0.353806579,0.255350003,0.053801869,0.050603225,0.049139634,0.660626399,0.819023408,0.771504306,,
