straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p07_straight_main_001,0.232522366,0.406145879,0.231334744,0.279899498,0.244047711,0.241060232,0.048133962,0.047711447,0.047623365,0.522120919,0.740187065,0.674767221,0.737076549,0.027737015
p07_straight_main_002,0.247126576,0.394043114,0.218574284,0.284811407,0.292047119,0.253893907,0.048352758,0.047939565,0.047626185,0.571236613,0.752543708,0.698151579,0.795327864,
p07_straight_main_003,0.284031318,0.423968514,0.273955448,0.284394823,0.335449372,0.242239564,0.048680803,0.052050966,0.049115759,0.630029269,0.799290212,0.748511929,0.767590849,
p07_straight_main_004,0.278470168,0.416401639,0.309036353,0.296129643,0.333221438,0.227720781,0.048299806,0.049893966,0.049366888,0.637976827,0.818056258,0.764032428,,
p07_straight_main_005,0.283534956,0.395371624,0.252685003,0.248630245,0.338098975,0.223085764,0.047944168,0.047672955,0.047649916,0.615653188,0.731458687,0.696717037,,
p07_straight_main_006,0.262230266,0.459024358,0.286431058,0.295755766,0.365162314,0.237558172,0.048491038,0.048438933,0.05034312,0.654967588,0.831004133,0.778193169,,
p07_straight_main_007,0.289565807,0.450883242,0.284874523,0.272483669,0.362220029,0.235407109,0.048586808,0.048737691,0.051067664,0.645637218,0.818837832,0.766877648,,
p07_straight_main_008,0.231542861,0.404009559,0.27565873,0.257980215,0.249148864,0.262412444,0.048401902,0.048104358,0.047655317,0.560366487,0.757351674,0.698256118,,
p07_straight_main_009,0.264990451,0.430703932,0.294233676,0.293276677,0.346108248,0.242759414,0.048421189,0.04950489,0.049145387,0.646737835,0.818618813,0.76705452,,
p07_straight_main_010,0.22197581,0.40165858,0.21126932,0.284861527,0.201585393,0.18148243,0.048275342,0.04799815,0.04762685,0.43753471,0.717417814,0.633452883,,
p07_straight_main_011,0.27953428,0.435468531,0.290496737,0.296067875,0.350189371,0.252674339,0.048662377,0.049469876,0.048734021,0.670094675,0.819305307,0.774542117,,
p07_straight_main_012,0.21911369,0.401787183,0.211084792,0.285883694,0.2093627,0.181005159,0.048555025,0.04810199,0.047624628,0.439009869,0.714008862,0.631509164,,
p07_straight_main_013,0.29709055,0.42560365,0.289927309,0.291384659,0.316841535,0.244155012,0.048489449,0.047893259,0.048566819,0.642723134,0.807771897,0.758257268,,
p07_straight_main_014,0.272740392,0.436211711,0.296347686,0.285219623,0.351496795,0.243937822,0.048757065,0.054267685,0.049724039,0.646622234,0.821251288,0.768862572,,
p07_straight_main_015,0.258454678,0.467413822,0.299370261,0.312929561,0.361942337,0.23951099,0.048581878,0.048524931,0.050020519,0.67232647,0.844767582,0.793035248,,
p07_straight_main_016,0.255451083,0.435368861,0.276254482,0.29191216,0.356529072,0.205629047,0.047984189,0.04768225,0.047631799,0.59838358,0.821181906,0.754342408,,
p07_straight_main_017,0.25383473,0.462542263,0.298558234,0.315540474,0.353842397,0.236183496,0.048392981,0.048232102,0.050150489,0.666403084,0.837764532,0.786356098,,
p07_straight_main_018,0.258151265,0.455232291,0.282956073,0.291156128,0.351603125,0.235383793,0.04798664,0.047646012,0.048048744,0.663130925,0.801474041,0.759971106,,
p07_straight_main_019,0.223959632,0.428789419,0.229287944,0.297420022,0.218570758,0.206493375,0.048696772,0.048282668,0.047622402,0.499144214,0.738346407,0.666585749,,
p07_straight_main_020,0.249802844,0.431831804,0.286371271,0.310040008,0.363408496,0.268439494,0.049140855,0.058765436,0.049208901,0.669026657,0.828532772,0.780680938,,
p07_straight_main_021,0.25977628,0.426619987,0.29689332,0.322289278,0.338024211,0.243170232,0.048555841,0.049237264,0.048726416,0.663244267,0.824392949,0.776048344,,
p07_straight_main_022,0.260903076,0.44043206,0.291055734,0.306460296,0.362009865,0.229398304,0.048927808,0.05753488,0.049723215,0.652776403,0.819618787,0.769566072,,
p07_straight_main_023,0.262450033,0.441890848,0.292381961,0.309875496,0.358947302,0.223172221,0.048948285,0.056681666,0.049650476,0.652120501,0.81765383,0.767993831,,
p07_straight_main_024,0.252851461,0.462968167,0.273951439,0.281799666,0.345829035,0.254906421,0.04860505,0.048614683,0.049683668,0.647363117,0.807774196,0.759650872,,
p07_straight_main_025,0.250584282,0.435456961,0.287213709,0.306915346,0.342835336,0.242334177,0.048786867,0.049295296,0.049650361,0.648819055,0.814315031,0.764666238,,
p07_straight_main_026,0.252549026,0.461884043,0.282431653,0.294933532,0.357099024,0.249627763,0.048088773,0.047699212,0.048635985,0.669188074,0.816238805,0.772123586,,
p07_straight_main_027,0.23551478,0.420011036,0.276591991,0.295257785,0.308426725,0.234633557,0.048352106,0.0479996,0.047685474,0.580544163,0.808170433,0.739882552,,
p07_straight_main_028,0.268666618,0.4448531,0.284544999,0.304354552,0.354250899,0.23892895,0.048935637,0.054831715,0.049051902,0.668859999,0.80698402,0.765546814,,
p07_straight_main_029,0.2621653,0.43609488,0.286196444,0.29453668,0.344127452,0.248051427,0.048770719,0.053151872,0.049805542,0.655381467,0.803451954,0.759030808,,
p07_straight_main_030,0.233532244,0.301640373,0.216899175,0.208754285,0.217938988,0.20746389,0.076169523,0.065746649,0.047643693,0.453319349,0.573763351,0.53763015,,
p07_straight_post_001,0.253145418,0.424456873,0.282502051,0.321451538,0.318111703,0.310689296,0.048774907,0.053749754,0.052225518,0.599689728,0.900368072,0.810164569,,
p07_straight_post_002,0.221010465,0.400077606,0.212838261,0.305125309,0.256848352,0.29738689,0.048379521,0.047890243,0.047625766,0.531938634,0.808757067,0.725711537,,
p07_straight_post_003,0.245165194,0.425572508,0.281553824,0.316391485,0.350613864,0.309319502,0.048544591,0.049498509,0.049965688,0.638539669,0.891651444,0.815717912,,
p07_straight_post_004,0.274078397,0.362799157,0.286046526,0.323471025,0.31926156,0.307289889,0.04833913,0.047853349,0.048287635,0.621150455,0.876338116,0.799781818,,
p07_straight_post_005,0.238627295,0.392809818,0.230273028,0.308577123,0.27736438,0.301246131,0.048493858,0.047997438,0.047620096,0.540301417,0.842025275,0.751508118,,
p07_straight_post_006,0.284737533,0.361377624,0.284666079,0.316110009,0.310017487,0.306570699,0.048403645,0.047814336,0.048592484,0.615053551,0.868276165,0.792309381,,
p07_straight_post_007,0.273111829,0.419223855,0.286866995,0.307448974,0.33728914,0.311651186,0.048412502,0.048553957,0.048964628,0.64020685,0.889052306,0.814398669,,
p07_straight_post_008,0.268100559,0.423706313,0.28823295,0.312793531,0.350442206,0.302889396,0.048731671,0.053260851,0.050304049,0.634255565,0.898387092,0.819147634,,
p07_straight_post_009,0.256631047,0.420443168,0.297309797,0.328867295,0.332001277,0.300448536,0.04884218,0.052271775,0.04925263,0.640220303,0.891487325,0.816107219,,
p07_straight_post_010,0.265150187,0.429404456,0.291327888,0.321911292,0.315797902,0.310508538,0.04837961,0.047907553,0.048560913,0.654354475,0.874464919,0.808431786,,
p07_straight_pre_001,0.25171256,0.462952134,0.221084021,0.304649765,0.292859737,0.259268903,0.048437173,0.047889269,0.047930873,0.532056903,0.846354628,0.75206531,,
p07_straight_pre_002,0.233869796,0.412085176,0.224758608,0.27948807,0.301061485,0.284076701,0.048284528,0.04775314,0.049312934,0.512654962,0.84704196,0.746725861,,
p07_straight_pre_003,0.233653863,0.425307398,0.185861278,0.303980735,0.339800514,0.265110962,0.04872469,0.051705819,0.05415506,0.505585006,0.849417237,0.746267568,,
p07_straight_pre_004,0.240540241,0.412030901,0.217040479,0.308754962,0.28401582,0.265522412,0.048205287,0.047782448,0.047620499,0.520571808,0.830194669,0.737307811,,
p07_straight_pre_005,0.260588862,0.407307885,0.263716189,0.31208098,0.291184256,0.283311025,0.048347036,0.047791279,0.048697598,0.576228253,0.845272026,0.764558894,,
p07_straight_pre_006,0.282456783,0.407734667,0.248573489,0.308226658,0.318480382,0.295266812,0.048287486,0.047887639,0.049618556,0.590968765,0.864042754,0.782120557,,
p07_straight_pre_007,0.261613713,0.42936986,0.255799135,0.296748727,0.330406179,0.300064334,0.048287078,0.047830768,0.050419945,0.593031037,0.872863382,0.788913679,,
p07_straight_pre_008,0.272759898,0.421188937,0.268139664,0.29350026,0.322693097,0.305129587,0.048402653,0.048561472,0.050823873,0.611863861,0.862238177,0.787125882,,
p07_straight_pre_009,0.274367969,0.420915436,0.252193922,0.295565617,0.34005638,0.290402557,0.048364415,0.048221011,0.049992413,0.589973709,0.874330518,0.789023475,,
p07_straight_pre_010,0.263156207,0.421068294,0.264080431,0.294294903,0.335397669,0.279724487,0.04833296,0.049080024,0.049600766,0.593773328,0.862382074,0.78179945,,
AVG,0.257151893,0.42228287,0.266594659,0.297207857,0.319081366,0.258371942,0.049039011,0.049980252,0.049087629,0.602463203,0.820129587,0.754829672,,
