uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p05_uppercut_left_main_001,0.181288416,0.374040981,0.227189526,0.234076532,0.202172085,0.215473567,0.047949004,0.047775185,0.047619564,0.456500331,0.631382439,0.578917807,0.671712681,0.033783115
p05_uppercut_left_main_002,0.217672281,0.422782145,0.274866375,0.214395003,0.249220598,0.219831449,0.048009689,0.047709948,0.047622249,0.472426505,0.741918671,0.661071022,0.625074083,
p05_uppercut_left_main_003,0.191690395,0.410521223,0.277587152,0.201062108,0.243642724,0.210615698,0.04821101,0.04774724,0.047621731,0.469701509,0.698940441,0.630168762,0.591290967,
p05_uppercut_left_main_004,0.20020254,0.405422728,0.276897161,0.312502938,0.242175383,0.247362768,0.047935584,0.047783644,0.047621069,0.510323605,0.804400065,0.716177127,,
p05_uppercut_left_main_005,0.201698784,0.417378167,0.276744706,0.336003085,0.249863168,0.27908362,0.048042328,0.047938742,0.047623515,0.561005376,0.820079532,0.742357285,,
p05_uppercut_left_main_006,0.219310576,0.441737168,0.296891155,0.22789704,0.269340903,0.230857442,0.048212569,0.047737557,0.047621221,0.510880642,0.781953247,0.700631466,,
p05_uppercut_left_main_007,0.196779087,0.406818941,0.267624246,0.313689323,0.257797604,0.284477113,0.048020979,0.047967949,0.04762398,0.546653577,0.807602081,0.72931753,,
p05_uppercut_left_main_008,0.188275051,0.413195263,0.287153562,0.299776186,0.251605834,0.272405239,0.048019099,0.04795849,0.047623321,0.520123271,0.822416727,0.73172869,,
p05_uppercut_left_main_009,0.168337818,0.396930988,0.261503441,0.174415466,0.235997503,0.257250708,0.04820067,0.047797863,0.04761984,0.522000908,0.62182473,0.591877583,,
p05_uppercut_left_main_010,0.243772643,0.427783594,0.271007046,0.221172281,0.263873755,0.215970767,0.048172866,0.047752906,0.047620064,0.485887077,0.762577734,0.679570537,,
p05_uppercut_left_main_011,0.225741589,0.430587304,0.276794933,0.210389023,0.257800917,0.230071182,0.048238562,0.047783878,0.047620507,0.497834918,0.743250284,0.669625674,,
p05_uppercut_left_main_012,0.177231504,0.391001751,0.275648751,0.255376733,0.236071851,0.241798636,0.047964483,0.047800601,0.047620678,0.454672729,0.767060317,0.67334404,,
