straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p06_straight_main_001,0.321152425,0.452186673,0.196781632,0.312000519,0.274161397,0.15434961,0.047990554,0.050505044,0.050380729,0.440279917,0.825825195,0.710161612,0.682401987,-0.040965825
p06_straight_main_002,0.283929827,0.443216107,0.178189179,0.296086807,0.249108024,0.136622683,0.048034406,0.048901492,0.048612518,0.430089381,0.741604631,0.648150056,0.605329194,
p06_straight_main_003,0.283315812,0.403121045,0.18461976,0.279733696,0.190571789,0.109272569,0.048689697,0.047824122,0.04762906,0.394983947,0.662070759,0.581944715,0.646295018,
p06_straight_main_004,0.287309555,0.470438386,0.202850406,0.316598819,0.280668387,0.159603387,0.048317409,0.050147592,0.051490377,0.463627184,0.813948715,0.708852256,,
p06_straight_main_005,0.291761674,0.474791369,0.202084855,0.325740567,0.284766215,0.164515863,0.048423821,0.049543278,0.052448881,0.470042224,0.830730213,0.722523817,,
p06_straight_main_006,0.300973267,0.405730856,0.210782042,0.29183213,0.214081379,0.139550263,0.048688429,0.047835197,0.047637566,0.434443853,0.724135385,0.637227926,,
p06_straight_main_007,0.286055968,0.479780986,0.197493117,0.321480287,0.275869026,0.155975939,0.048570502,0.048716188,0.051484543,0.461027749,0.815121244,0.708893195,,
p06_straight_main_008,0.288984161,0.482619693,0.219794424,0.325158945,0.273159372,0.171499783,0.048444882,0.048561749,0.049893944,0.48801214,0.830575283,0.72780634,,
p06_straight_main_009,0.278088429,0.483232717,0.222091437,0.32216163,0.272349703,0.184146993,0.048410581,0.048491481,0.049029438,0.471492595,0.851470121,0.737476863,,
p06_straight_main_010,0.277510271,0.397284832,0.227153209,0.317419219,0.173248303,0.150275007,0.048595159,0.047811152,0.047623119,0.430821783,0.723007421,0.63535173,,
p06_straight_main_011,0.326013437,0.459942713,0.235799637,0.318688005,0.247787392,0.156327228,0.048122914,0.048466093,0.049078577,0.450746696,0.844891602,0.72664813,,
p06_straight_main_012,0.300666445,0.405844945,0.207890589,0.31043567,0.201192112,0.14841845,0.048886514,0.047818552,0.04762985,0.44360093,0.723794146,0.639736181,,
p06_straight_main_013,0.28386413,0.458239305,0.238594882,0.318718735,0.224833007,0.141770555,0.048243017,0.048304438,0.048254269,0.477066369,0.764143499,0.67802036,,
p06_straight_main_014,0.285583837,0.453814488,0.250332785,0.33350471,0.236712613,0.135782743,0.048488361,0.04817493,0.048946553,0.482511924,0.789264763,0.697238911,,
p06_straight_main_015,0.274226001,0.433394298,0.255456238,0.321381599,0.21784413,0.137681491,0.048303009,0.048687708,0.048118648,0.520546561,0.712058098,0.654604637,,
p06_straight_main_016,0.294425229,0.444590989,0.272634814,0.322046573,0.251691475,0.156024104,0.048347562,0.049149861,0.049450741,0.48888533,0.824979986,0.724151589,,
p06_straight_main_017,0.297623377,0.406688726,0.261139466,0.320044901,0.182381552,0.169602946,0.049815835,0.047986835,0.047624468,0.44354051,0.783848559,0.681756144,,
p06_straight_main_018,0.26920183,0.381343333,0.175865634,0.321003001,0.168340058,0.135441793,0.048612348,0.047848313,0.047623254,0.42760749,0.648347908,0.582125783,,
p06_straight_main_019,0.292959863,0.461709268,0.295568599,0.33317416,0.263657066,0.165770247,0.048422775,0.052305496,0.052869978,0.503717142,0.866062285,0.757358742,,
p06_straight_main_020,0.310299332,0.442151075,0.276515577,0.329122404,0.264288882,0.150536594,0.048706095,0.049835735,0.051156901,0.510904471,0.825682748,0.731249265,,
p06_straight_main_021,0.298788291,0.454818028,0.293793553,0.323669854,0.254766314,0.172676241,0.048229904,0.050477245,0.048735138,0.486846837,0.874026619,0.757872685,,
p06_straight_main_022,0.282977059,0.392617715,0.192472736,0.308372775,0.173356642,0.126261281,0.049401528,0.047866689,0.047624535,0.446020941,0.637590126,0.58011937,,
p06_straight_main_023,0.316204102,0.379646552,0.214283447,0.316601842,0.181588158,0.161314415,0.048724173,0.047762987,0.047627309,0.461977866,0.706480412,0.633129648,,
p06_straight_main_024,0.302485437,0.399326769,0.205397054,0.303427827,0.140917684,0.132768089,0.048712741,0.047829867,0.04762755,0.4385131,0.646024832,0.583771313,,
p06_straight_main_025,0.301765262,0.438673905,0.243700438,0.307521366,0.231213654,0.146515876,0.048287082,0.049255885,0.04814373,0.470268192,0.774124995,0.682967954,,
p06_straight_main_026,0.288145167,0.424356462,0.291292643,0.304814114,0.224256986,0.211586369,0.048093078,0.048555752,0.04767888,0.51665794,0.808772993,0.721138477,,
p06_straight_main_027,0.30555382,0.450542711,0.269451486,0.334610225,0.251022131,0.178929287,0.04812418,0.051327054,0.049864467,0.5133369,0.837379197,0.740166508,,
p06_straight_main_028,0.301841154,0.447149907,0.307919997,0.342738935,0.246049068,0.182000372,0.048175396,0.050364954,0.048140814,0.521301588,0.871347795,0.766333933,,
p06_straight_main_029,0.28230953,0.446155576,0.300493147,0.323685413,0.258592644,0.179617017,0.048926655,0.049498465,0.047743061,0.498374047,0.867232213,0.756574763,,
p06_straight_main_030,0.24998991,0.407910232,0.186538641,0.303717519,0.128308803,0.11371696,0.048547871,0.047716472,0.047622261,0.380513668,0.635075135,0.558706695,,
p06_straight_post_001,0.288076485,0.423653771,0.257793973,0.313328687,0.123114754,0.190702562,0.048347302,0.047682766,0.047621255,0.379776912,0.822074373,0.689385135,,
p06_straight_post_002,0.300829977,0.456368181,0.282652852,0.330560748,0.136668788,0.194526147,0.048253245,0.049694597,0.047961473,0.448642647,0.831298529,0.716501764,,
p06_straight_post_003,0.316300226,0.45648488,0.288339325,0.338145496,0.127662132,0.176073158,0.048771349,0.049140894,0.047854576,0.469744681,0.804294047,0.703929237,,
p06_straight_post_004,0.281963858,0.393454297,0.22488683,0.316326324,0.09488784,0.14833244,0.048771852,0.047865339,0.04762387,0.412305643,0.660776661,0.586235355,,
p06_straight_post_005,0.287560491,0.415733748,0.251509151,0.296822128,0.059987595,0.123582085,0.048953059,0.047855049,0.047631249,0.401492301,0.639697371,0.56823585,,
p06_straight_post_006,0.325269683,0.462929306,0.243611154,0.275962762,0.113833971,0.22578471,0.048830746,0.04811243,0.047629908,0.42178029,0.785860956,0.676636756,,
p06_straight_post_007,0.306123212,0.386426787,0.193895777,0.272645934,0.042864161,0.119878507,0.048970309,0.04772896,0.047621157,0.389702748,0.542627177,0.496749848,,
p06_straight_post_008,0.258125808,0.431664059,0.217023184,0.279731339,0.095523429,0.12730005,0.048189125,0.048288279,0.047630325,0.447383685,0.575852363,0.537311759,,
p06_straight_post_009,0.302913256,0.404626052,0.198097204,0.29235337,0.07598225,0.155949208,0.050022352,0.047922964,0.047625413,0.373517899,0.655850517,0.571150732,,
p06_straight_post_010,0.257681392,0.400289148,0.209961671,0.277785993,0.04755218,0.112985544,0.049218319,0.047748759,0.047622216,0.370748939,0.565615453,0.507155499,,
p06_straight_pre_001,0.232985299,0.304046537,0.095900965,0.115616441,0.142384856,0.137945071,0.170088055,0.058571372,0.047619053,0.389328455,0.177363048,0.24095267,,
p06_straight_pre_002,0.356964208,0.458308664,0.226881058,0.324252324,0.307906221,0.192580904,0.048425867,0.051483119,0.050039947,0.548654099,0.851183438,0.760424637,,
p06_straight_pre_003,0.314514983,0.472840942,0.223913013,0.325421057,0.302665778,0.198290537,0.048336569,0.050634213,0.049325806,0.527598978,0.858543422,0.759260089,,
p06_straight_pre_004,0.309941211,0.437516062,0.228656934,0.318463482,0.229807991,0.180447429,0.048476692,0.047747587,0.04806832,0.462684322,0.818556471,0.711794826,,
p06_straight_pre_005,0.281167978,0.4220457,0.203691793,0.301741788,0.205204128,0.161180082,0.049936149,0.047736975,0.048159203,0.436276753,0.744444,0.651993826,,
p06_straight_pre_006,0.321073582,0.463341682,0.199673445,0.300387585,0.28183119,0.161980064,0.048468015,0.050947333,0.04885012,0.489121106,0.791486127,0.700776621,,
p06_straight_pre_007,0.318057766,0.45200816,0.215694311,0.327380666,0.277135391,0.173278979,0.048575001,0.049116944,0.047699505,0.546439876,0.780328067,0.71016161,,
p06_straight_pre_008,0.3169484,0.469810284,0.203818506,0.336659737,0.300369108,0.174684369,0.048537506,0.049963146,0.047768436,0.550903628,0.805484317,0.72911011,,
p06_straight_pre_009,0.280344509,0.400197189,0.213023133,0.301317997,0.162073995,0.117411204,0.048203101,0.04775793,0.047623635,0.433024977,0.654776541,0.588251072,,
p06_straight_pre_010,0.29012033,0.405617656,0.213326881,0.302533411,0.191078209,0.127073714,0.048339917,0.047761823,0.047629891,0.465210889,0.672373509,0.610224723,,
AVG,0.294219345,0.431973655,0.228186652,0.30905859,0.203106359,0.156570818,0.05102102,0.049026622,0.04854793,0.458641962,0.745962065,0.659766034,,
