jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p04_jap_main_001,0.291339978,0.50398296,0.34550474,0.296797273,0.236847134,0.203635974,0.048864372,0.048133833,0.047622219,0.536270106,0.888450092,0.782796097,0.784257062,0.319858335
p04_jap_main_002,0.248971677,0.485558286,0.30910755,0.265503877,0.222377493,0.203864945,0.049385368,0.048791952,0.047619529,0.519001143,0.794958624,0.71217138,0.737372892,
p04_jap_main_003,0.281029097,0.492352107,0.323964579,0.259103463,0.213773822,0.239631522,0.048280761,0.04843816,0.047619786,0.478331068,0.889093344,0.765864661,0.417514557,
p04_jap_main_004,0.246725313,0.489278452,0.293949093,0.270931908,0.223354762,0.285652533,0.049608038,0.049530792,0.047619467,0.53903645,0.846232663,0.754073799,,
p04_jap_main_005,0.244729567,0.501431717,0.319709504,0.28281382,0.233252763,0.290224446,0.049009275,0.049104246,0.047621908,0.542310849,0.899275289,0.792185957,,
p04_jap_main_006,0.249927839,0.507617559,0.322842921,0.28553941,0.249361982,0.287592574,0.048557176,0.049328328,0.047677434,0.551982155,0.914389462,0.80566727,,
p04_jap_main_007,0.248109509,0.510986156,0.330663123,0.292768341,0.239943761,0.30171917,0.048248105,0.048274414,0.047887692,0.565349272,0.9215888,0.814716942,,
p04_jap_main_008,0.226977276,0.505165113,0.325583934,0.276766221,0.25247912,0.285396056,0.048825462,0.052058038,0.048059009,0.511690534,0.931765637,0.805743106,,
p04_jap_main_009,0.22970064,0.497434957,0.299212665,0.275244782,0.236641672,0.276751441,0.049304994,0.049132566,0.047621019,0.511878756,0.883927741,0.772313046,,
p04_jap_main_010,0.234400903,0.489205522,0.295087646,0.278810169,0.229289555,0.274852917,0.050676612,0.051334125,0.047621186,0.524732455,0.856595241,0.757036405,,
p04_jap_main_011,0.234666459,0.5059904,0.319180195,0.289322542,0.231432932,0.315763355,0.04942439,0.049162742,0.047643602,0.558069639,0.910126664,0.804509556,,
p04_jap_main_012,0.230835418,0.498649953,0.298470214,0.285975895,0.224275315,0.229493246,0.049524775,0.050410409,0.047622678,0.459180009,0.885051151,0.757289808,,
p04_jap_main_013,0.225839228,0.497446722,0.31398135,0.273003424,0.228735334,0.283062493,0.049580057,0.050537323,0.047636574,0.49790584,0.901396731,0.780349464,,
p04_jap_main_014,0.229915672,0.488167118,0.327424568,0.256890729,0.230769622,0.301871727,0.049680909,0.051142475,0.047629731,0.522797568,0.891055273,0.780577962,,
p04_jap_main_015,0.237966012,0.500926909,0.311520399,0.263567731,0.216304262,0.279276177,0.049045838,0.048650864,0.047622887,0.48692403,0.896023179,0.773293434,,
p04_jap_main_016,0.253704803,0.5038024,0.351568198,0.288461466,0.225241285,0.277063341,0.048951351,0.049041666,0.047660868,0.551489221,0.909110806,0.80182433,,
p04_jap_main_017,0.239997193,0.494231395,0.356653713,0.284221441,0.234244091,0.241897238,0.049762887,0.048888171,0.047644968,0.538494535,0.88362542,0.780086154,,
p04_jap_main_018,0.239538709,0.506658068,0.360549691,0.299216908,0.226416626,0.277058764,0.048936968,0.048104096,0.047632798,0.579870065,0.898369457,0.80281964,,
p04_jap_main_019,0.233405811,0.507209603,0.303179313,0.277934457,0.23457029,0.261238639,0.049202112,0.050695578,0.047625681,0.46869926,0.918716305,0.783711192,,
p04_jap_main_020,0.238547218,0.498728741,0.35206344,0.291150339,0.223542739,0.264299601,0.048366304,0.048821361,0.047631125,0.536490268,0.906423858,0.795443781,,
p04_jap_main_021,0.233961992,0.499707974,0.362830202,0.287028393,0.229856966,0.23410031,0.048728659,0.049376879,0.047748118,0.512975809,0.909055247,0.790231416,,
p04_jap_main_022,0.242047075,0.51107727,0.34550285,0.286738169,0.239007257,0.285489339,0.048442876,0.048581729,0.047990988,0.569955391,0.906268689,0.8053747,,
p04_jap_main_023,0.240014391,0.502393462,0.309893821,0.2664674,0.234189967,0.289213821,0.049647838,0.051128637,0.047622829,0.510056029,0.900671464,0.783486833,,
p04_jap_main_024,0.23724425,0.505867661,0.325816849,0.280139951,0.240429521,0.291112125,0.048502755,0.04912357,0.04770027,0.548047828,0.904118517,0.79729731,,
p04_jap_main_025,0.230100875,0.503496557,0.292636666,0.269798459,0.231240727,0.263808224,0.049674142,0.051757859,0.047620368,0.504750315,0.862060105,0.754867168,,
