uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p17_uppercut_right_main_001,0.32290195339126937,0.4164181980177938,0.2491591367811415,0.2571601205354298,0.18621063013257502,0.16558595872732523,0.04876593214536406,0.05165281487595856,0.04772469040744919,0.45576116309584885,0.7171052373726636,0.6387020150896191
p17_uppercut_right_main_002,0.2873003856798121,0.38160674857508864,0.24423059535993819,0.2787225577619891,0.19885114614168742,0.16336791385497432,0.050467366347777744,0.04776868745187707,0.047639378344140615,0.4697280538569008,0.7028280561310892,0.6328980554488326
p17_uppercut_right_main_003,0.3290702267533402,0.4762156111627062,0.31132333426795816,0.2992128508975256,0.23770078252052093,0.17748563958923377,0.05033320530241677,0.04773696389963645,0.047642917409372536,0.5172721132242631,0.8512910495451441,0.7510853686488798
p17_uppercut_right_main_004,0.3465906656235223,0.5067754764921696,0.3060025728101368,0.31616755256418444,0.24021572381962847,0.16925783283767468,0.05308246129496137,0.05631059168616015,0.0477676710788674,0.5486208024303084,0.8385236339875872,0.7515527845204035
p17_uppercut_right_main_005,0.3497188218646058,0.4875417181798435,0.34259759554991576,0.31899467762985945,0.2613382241953103,0.16566237035184098,0.053308475795073154,0.052056062169493066,0.04766748446212291,0.5804748674180616,0.8579917859709503,0.7747367104050836
p17_uppercut_right_main_006,0.32246040193198455,0.5002267640991525,0.33134592830626675,0.318655554888765,0.24956394506736101,0.15750161867158058,0.053163201132620144,0.0535357656399871,0.04767802426410163,0.5428402929628976,0.8555263861874278,0.7617205582200687
p17_uppercut_right_main_007,0.30517632999164473,0.49589800734878076,0.26043097870744963,0.2800612508715538,0.24735204672392644,0.17237214843589493,0.05001158298177947,0.047822386731721206,0.047642178320329395,0.4883584293418388,0.8104591397399687,0.7138289266205298
p17_uppercut_right_main_008,0.30947412258638013,0.49866128617005645,0.3072324789702677,0.31465437675749863,0.2420157343760189,0.16331880915587413,0.05029038937882612,0.05278187306113237,0.04776037616018216,0.5154953398077591,0.8508789382767645,0.7502638587360628
p17_uppercut_right_main_009,0.3133785791593544,0.46174114307662084,0.34033658751452656,0.3243813486301208,0.2528228916346902,0.16411370298939754,0.05298648079414916,0.05112866529040724,0.047725474991255866,0.5452904466612087,0.8539784102759581,0.7613720211915334
p17_uppercut_right_main_010,0.3309082204880287,0.4849359076692961,0.35052051830725234,0.3211319250103438,0.24759894567334167,0.16241646431843712,0.05287922603553871,0.052662585271562715,0.04770758543732926,0.5599504870624242,0.8597977837963181,0.7698435947761499
p17_uppercut_right_main_011,0.27641807852703143,0.478080444785696,0.30015891270923595,0.30524776312642227,0.22618686710639663,0.17663277577753897,0.051878930296092154,0.04781985137787617,0.04768673285960369,0.47193229828837124,0.8501678437049571,0.7366971800799813
p17_uppercut_right_main_012,0.30692913362554625,0.4714520092647426,0.3351683278710181,0.3191352873520982,0.25456715991239676,0.19325331971682433,0.05190536550024768,0.053186970253452044,0.04768748262876432,0.5530285517127498,0.869815231448495,0.7747792275277714
p17_uppercut_right_main_013,0.2965538349413229,0.4874984817810687,0.2926131463161597,0.3012614597275435,0.22146448896112333,0.1781667854222438,0.05064903708439207,0.05124708361668479,0.04766747244449668,0.4785602507531645,0.8437074447931847,0.7341632865811787
p17_uppercut_right_main_014,0.31395081966455585,0.4745019287883297,0.32256264343151,0.3111979412594251,0.2529548782033128,0.18305415299834288,0.0522316380664413,0.05269208368778403,0.047695346667129976,0.5381947650646876,0.8581066811657846,0.7621331063354554
p17_uppercut_right_main_015,0.27139935967697004,0.3895365026926319,0.244934900915679,0.29324971894733903,0.17527201063263548,0.1797924631666478,0.05003827457400332,0.0477951040408615,0.04764347408402726,0.4566579829775425,0.701626423138256,0.6281358910900419
p17_uppercut_right_main_016,0.2701243685475684,0.3787007334579586,0.2324887390096718,0.30415042003779175,0.1933609296301278,0.16776220534098618,0.050781116114593426,0.0478259743370872,0.04766493844498042,0.4538058935979521,0.6995382825513902,0.6258185658653587
p17_uppercut_right_main_017,0.30873092105092537,0.48424472387555256,0.3318831829929775,0.31669367627738976,0.2298047157525442,0.17446868120787587,0.05343369461371507,0.05307930028843385,0.047679400467697614,0.5278250268364436,0.8519506702037767,0.7547129771935768
p17_uppercut_right_main_018,0.29594004662653506,0.4676204992411336,0.29400131590749057,0.2921670482261893,0.2251822418565686,0.17582763668048867,0.05174902313316287,0.04778668130469711,0.04765644661701862,0.46442389837670284,0.841323263591664,0.7282534540271756
p17_uppercut_right_main_019,0.3230319129218783,0.46323831558774753,0.2994211997300341,0.2955915160565123,0.22350419631289556,0.17800448680665948,0.04999092102650397,0.04772779548142435,0.04767856687850727,0.4788548210329974,0.8512272891070654,0.7395155486848448
p17_uppercut_right_main_020,0.28914758412847885,0.38526052733964844,0.24094837079725107,0.28688567786205244,0.2057984516686695,0.17048967006505394,0.05035074915154619,0.04779968655647326,0.04763992281303075,0.4497256146831653,0.7277174501780824,0.6443198995296072
