straight,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p18_straight_main_001,0.350135402,0.490418802,0.268718879,0.299293311,0.349795566,0.253085419,0.050575251,0.047689866,0.047769738,0.597172861,0.929080796,0.829508415
p18_straight_main_002,0.362136492,0.485464885,0.294990587,0.256238271,0.343644154,0.302885938,0.049198391,0.047941907,0.048319808,0.645623367,0.91620827,0.835032799
p18_straight_main_003,0.322211433,0.470275795,0.241710383,0.270721258,0.284232773,0.220546062,0.050281288,0.047713845,0.047632108,0.559223449,0.807513834,0.733026719
p18_straight_main_004,0.232642086,0.355627536,0.132648965,0.13592657,0.184505422,0.114691053,0.04894581,0.047748178,0.047619109,0.547160699,0.258742562,0.345268003
p18_straight_main_005,0.370070235,0.449611553,0.290901235,0.282117405,0.337980765,0.323194785,0.049357472,0.053536063,0.04984138,0.645471452,0.929370616,0.844200867
p18_straight_main_006,0.337155905,0.45216919,0.258500257,0.270490354,0.316010793,0.220199156,0.048598637,0.047722387,0.048184148,0.538905313,0.861175392,0.764494368
p18_straight_main_007,0.360973033,0.460032825,0.28798585,0.264754222,0.333036201,0.28245038,0.048581204,0.047981906,0.050414974,0.601311233,0.915050979,0.820929055
p18_straight_main_008,0.331716396,0.430417088,0.208885759,0.233670225,0.224979824,0.193108507,0.048026751,0.047664234,0.047627001,0.459302393,0.72862099,0.647825411
p18_straight_main_009,0.352613264,0.476703571,0.23068937,0.266826921,0.264377807,0.257225973,0.049515444,0.047691549,0.047709498,0.482472511,0.891802743,0.769003673
p18_straight_main_010,0.356306515,0.444419495,0.275494028,0.258446769,0.324733425,0.271145131,0.049257347,0.051427467,0.048539012,0.61949934,0.84683629,0.778635205
p18_straight_main_011,0.283211734,0.411681374,0.174347931,0.198630787,0.17625418,0.146152673,0.048476142,0.047681586,0.047619335,0.45421148,0.535419983,0.511057432
p18_straight_main_012,0.214256342,0.33636352,0.119143756,0.108875509,0.107633498,0.097463931,0.04882123,0.047684662,0.047619062,0.443036846,0.208711131,0.279008846
p18_straight_main_013,0.327157531,0.448412628,0.227921385,0.244486617,0.314964086,0.22169306,0.048694946,0.047722795,0.047626624,0.553703679,0.782053295,0.71354841
p18_straight_main_014,0.362180903,0.477080063,0.236661996,0.258237515,0.334541568,0.24939763,0.049525413,0.04771744,0.04866317,0.555606327,0.88333156,0.78501399
p18_straight_main_015,0.352688726,0.468264903,0.276706201,0.271200341,0.275341361,0.203145492,0.049367034,0.048006061,0.047766126,0.545024936,0.837836024,0.749992698
p18_straight_main_016,0.3206399,0.43213765,0.207335618,0.221257659,0.310918555,0.221288458,0.048002381,0.047698761,0.047696449,0.539511763,0.741449124,0.680867916
p18_straight_main_017,0.303037831,0.412370176,0.193588874,0.208424847,0.299885328,0.183291442,0.048188377,0.047701879,0.047620092,0.53329602,0.653652803,0.617545768
p18_straight_main_018,0.319427535,0.444440516,0.217472345,0.226079934,0.271070037,0.169534444,0.048022106,0.047654879,0.047619463,0.495791434,0.716857218,0.650537483
p18_straight_main_019,0.367238212,0.475032745,0.25139422,0.23886522,0.362087783,0.248070108,0.048479268,0.047791692,0.050876267,0.576799427,0.883995927,0.791836977
p18_straight_main_020,0.332499603,0.488679574,0.227963444,0.243347731,0.25324287,0.19578043,0.048239156,0.047690782,0.048103094,0.429088592,0.848048538,0.722360554
p18_straight_main_021,0.334178787,0.471366571,0.279871892,0.245864595,0.342724319,0.279838215,0.048674089,0.047971053,0.048669689,0.601693162,0.887766729,0.801944659
p18_straight_main_022,0.33048639,0.480595537,0.229293417,0.236097326,0.303859397,0.206771514,0.048111289,0.047689603,0.047845875,0.504880625,0.831578546,0.73356917
p18_straight_main_023,0.356435228,0.482299239,0.266114707,0.227547589,0.289554525,0.230116259,0.049822055,0.047894569,0.04827049,0.479955876,0.892722592,0.768892577
p18_straight_main_024,0.331561319,0.490831176,0.250896639,0.232241903,0.2438629,0.188239785,0.049137185,0.047735758,0.047723213,0.522878793,0.749699398,0.681653216
p18_straight_main_025,0.360755414,0.476136432,0.269640832,0.223390098,0.317368536,0.268613667,0.050974256,0.047893468,0.049698642,0.533369407,0.902084523,0.791469988
p18_straight_main_026,0.35527861,0.452515774,0.290635566,0.237240752,0.313809419,0.266783345,0.049976607,0.047849446,0.049213874,0.544358276,0.907034307,0.798231498
p18_straight_main_027,0.357302448,0.46558256,0.279030918,0.225402589,0.310942126,0.257214821,0.050827509,0.047889521,0.049451343,0.581591534,0.843833514,0.76516092
p18_straight_main_028,0.358845419,0.468892935,0.24648849,0.218245109,0.272008971,0.260138289,0.048508737,0.047740858,0.047628406,0.495175931,0.865236441,0.754218288
p18_straight_main_029,0.348370042,0.472478076,0.240535807,0.230321191,0.276337031,0.192562425,0.049016664,0.047694626,0.047642418,0.526088321,0.770333753,0.697060123
p18_straight_main_030,0.35552323,0.45994573,0.238723266,0.219391904,0.305509209,0.24828238,0.04854762,0.047733317,0.048039006,0.552483696,0.809715789,0.732546161
p18_straight_post_001,0.350162573,0.468858876,0.288570905,0.252061911,0.327074708,0.254747074,0.051475923,0.04858187,0.050217043,0.562897413,0.899437179,0.798475249
