jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p18_jap_main_001,0.304727143,0.461533592,0.339290619,0.290703463,0.264981821,0.223037327,0.047974236,0.052427117,0.04762474,0.588099088,0.851315388,0.772350498,0.762953033,-0.008562533
p18_jap_main_002,0.337360814,0.436018674,0.334910419,0.255968704,0.260409818,0.212573807,0.047652197,0.047759871,0.047641388,0.581214632,0.817323155,0.746490598,0.751454577,
p18_jap_main_003,0.357168917,0.478653297,0.351827684,0.277940861,0.271036172,0.216547471,0.047693334,0.048127054,0.047627868,0.629157949,0.853045464,0.78587921,0.760017109,
p18_jap_main_004,0.334996441,0.478280747,0.327142007,0.304136867,0.276727665,0.252970576,0.04809952,0.053512696,0.047720809,0.577055549,0.927768602,0.822554686,,
p18_jap_main_005,0.32017619,0.454295092,0.34324319,0.303640507,0.28113314,0.244225681,0.048022163,0.050952686,0.047664293,0.589409031,0.910916427,0.814464209,,
p18_jap_main_006,0.339296456,0.45265907,0.314941925,0.299494547,0.281680826,0.248706926,0.0477578,0.049979083,0.047624486,0.606320951,0.878043099,0.796526455,,
p18_jap_main_007,0.307105197,0.456755866,0.315373726,0.279962467,0.279838547,0.246707201,0.047983351,0.051086223,0.047657496,0.528613095,0.915553438,0.799471335,,
p18_jap_main_008,0.323654684,0.439988786,0.295554411,0.274095077,0.279833388,0.230176025,0.047908617,0.051852314,0.047643182,0.518393147,0.883663361,0.774082296,,
p18_jap_main_009,0.311019508,0.44366088,0.300705136,0.267766515,0.273597098,0.228329299,0.047939955,0.051174402,0.047739947,0.49858732,0.890388793,0.772848351,,
p18_jap_main_010,0.297774941,0.43594017,0.305725259,0.270770217,0.270816162,0.223610248,0.047874623,0.050120103,0.047651911,0.51285545,0.867614722,0.76118694,,
p18_jap_main_011,0.337374204,0.425557073,0.34098856,0.273668503,0.267186512,0.235840837,0.047715553,0.047831866,0.047623758,0.588370832,0.857671524,0.776881316,,
p18_jap_main_012,0.28852987,0.436591981,0.32353883,0.275303326,0.273714204,0.23787072,0.04796203,0.050199087,0.047759326,0.519843608,0.895168796,0.78257124,,
p18_jap_main_013,0.298501718,0.439116267,0.32026111,0.254576756,0.279893948,0.227104396,0.047936117,0.050507217,0.047632043,0.506759951,0.885857567,0.772128282,,
p18_jap_main_014,0.304249228,0.426830909,0.310901302,0.241680812,0.284317072,0.232482051,0.047913079,0.050322205,0.04763016,0.505128077,0.872581703,0.762345615,,
p18_jap_main_015,0.293891625,0.440318292,0.313745893,0.268460135,0.277561863,0.231521031,0.047890544,0.049849839,0.047653173,0.513451921,0.887933022,0.775588691,,
p18_jap_main_016,0.293777301,0.433370225,0.314288254,0.274813891,0.28386254,0.238449383,0.047911179,0.050142446,0.047641338,0.530824399,0.886845004,0.780038823,,
p18_jap_main_017,0.277090816,0.426493246,0.275973139,0.266568247,0.278193016,0.219171157,0.047880394,0.049501845,0.047630105,0.468636495,0.866763284,0.747325247,,
p18_jap_main_018,0.327825023,0.416977598,0.321914272,0.27602213,0.274456851,0.192036177,0.047684818,0.04779549,0.047619232,0.573585521,0.811987837,0.740467142,,
p18_jap_main_019,0.304317898,0.433745048,0.292990966,0.282035981,0.282293631,0.230041702,0.047895915,0.049666591,0.047627115,0.538400581,0.861306728,0.764434884,,
p18_jap_main_020,0.294464633,0.447901242,0.303921596,0.261477494,0.275285517,0.225291767,0.047858105,0.049860589,0.047624159,0.509908751,0.869805245,0.761836297,,
p18_jap_main_021,0.285553044,0.436328539,0.297662247,0.255764025,0.278427038,0.221281707,0.047885805,0.05018372,0.047635046,0.484794148,0.871539424,0.755515841,,
p18_jap_main_022,0.267177321,0.42891813,0.307678544,0.252837322,0.274118093,0.21870682,0.04779791,0.049236591,0.047622657,0.494432281,0.850188019,0.743461298,,
p18_jap_main_023,0.281612016,0.425296694,0.277739447,0.239497591,0.283420636,0.217264221,0.047865462,0.049458083,0.047621712,0.480000206,0.8356021,0.728921531,,
p18_jap_main_024,0.286236886,0.434084554,0.282706871,0.250500592,0.282639856,0.234278354,0.047871435,0.049729354,0.047633634,0.491189808,0.862341016,0.750995653,,
p18_jap_main_025,0.278187746,0.421531809,0.268658527,0.250449345,0.277795591,0.226721408,0.047846596,0.048918116,0.047621336,0.484897134,0.832954029,0.728536961,,
p18_jap_main_026,0.270076532,0.409247636,0.295335916,0.239181673,0.252998345,0.180674654,0.047669661,0.047743111,0.047619048,0.561476359,0.692265002,0.653028409,,
p18_jap_main_027,0.274005986,0.456991633,0.291936129,0.262077784,0.291788977,0.234245475,0.047905316,0.050198263,0.047649971,0.49967558,0.888582859,0.771910675,,
p18_jap_main_028,0.283753833,0.432648674,0.277645497,0.236647521,0.285205107,0.212940112,0.047830316,0.049943705,0.047634775,0.467205558,0.847953086,0.733728828,,
p18_jap_main_029,0.288660964,0.435298811,0.277470042,0.229911562,0.289114686,0.237526492,0.047820758,0.050263148,0.047708566,0.451236659,0.887702842,0.756762987,,
p18_jap_main_030,0.286401349,0.439343262,0.282248903,0.240923994,0.283077645,0.229793575,0.047889237,0.050359057,0.047652429,0.458225909,0.883984165,0.756256689,,
p18_jap_post_001,0.307101585,0.437497528,0.326847218,0.26151881,0.267268358,0.223038588,0.04767056,0.047825249,0.047620401,0.572735061,0.826130346,0.750111761,,
p18_jap_post_002,0.293733766,0.44745197,0.291882498,0.261418781,0.291249078,0.239253391,0.047918634,0.051205108,0.047656322,0.48635892,0.909433904,0.782511409,,
p18_jap_post_003,0.286995888,0.446572228,0.296730201,0.247616629,0.281056424,0.229888101,0.047847625,0.050281008,0.047732056,0.483835964,0.880803009,0.761712896,,
p18_jap_post_004,0.257991329,0.426847795,0.282613417,0.241245203,0.276638149,0.225439206,0.047834422,0.049135385,0.047644822,0.452470922,0.859808829,0.737607457,,
p18_jap_post_005,0.288581412,0.446602012,0.277605974,0.246741472,0.293556414,0.231538391,0.047899665,0.050246637,0.047669425,0.469413428,0.890320414,0.764048318,,
p18_jap_post_006,0.275858917,0.440159119,0.271605446,0.224791624,0.279776737,0.217432272,0.047876735,0.049350546,0.047631844,0.442731338,0.852747569,0.729742699,,
p18_jap_post_007,0.304639397,0.440443111,0.296355466,0.269222745,0.286599883,0.231187356,0.047894619,0.050153185,0.047636092,0.504488858,0.895279918,0.7780426,,
p18_jap_post_008,0.313839711,0.438231989,0.265375286,0.237131919,0.287518207,0.220326564,0.047845589,0.049092457,0.047639698,0.438733401,0.893075157,0.75677263,,
p18_jap_post_009,0.350253121,0.444598996,0.267752863,0.242113756,0.285340692,0.212758925,0.047768957,0.048771733,0.04766098,0.481381026,0.870335317,0.75364903,,
p18_jap_post_010,0.29252434,0.426721646,0.2481784,0.230705668,0.297118142,0.206035952,0.047908325,0.04889972,0.047620216,0.499984878,0.786216437,0.700346969,,
p18_jap_pre_001,0.378946845,0.4895682,0.282817454,0.269889746,0.2419875,0.174491484,0.047674959,0.047821457,0.047619783,0.501909644,0.848796008,0.744730099,,
p18_jap_pre_002,0.37202532,0.502549831,0.255399368,0.250810961,0.239801372,0.196662692,0.04779957,0.048673066,0.04762138,0.431568836,0.890275971,0.75266383,,
p18_jap_pre_003,0.345046097,0.50606616,0.266227787,0.273450724,0.248028124,0.203441252,0.047779808,0.048323736,0.047622638,0.455496322,0.90402695,0.769467762,,
p18_jap_pre_004,0.359068407,0.498070991,0.294968324,0.284701474,0.257703488,0.175465263,0.047679869,0.047931708,0.047620011,0.509018725,0.878425907,0.767603752,,
p18_jap_pre_005,0.371158219,0.49926595,0.278444577,0.262970246,0.262363005,0.20361751,0.047795916,0.048715735,0.047622946,0.486644158,0.898222428,0.774748947,,
