uppercut_left,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall
p15_uppercut_left_main_001,0.33412227167720493,0.43541557749381077,0.28788928277622905,0.24928201865158944,0.2450883345940516,0.2021050623150137,0.04886284174522122,0.04794010920440957,0.047643530002059294,0.5561029514353036,0.7487119104417628,0.690929222739825
p15_uppercut_left_main_002,0.3459549034158334,0.4681408928237746,0.28937269646560715,0.295974910428212,0.2472518408069626,0.19341356722900666,0.04940678212600717,0.04818472069036336,0.04769909044721087,0.5469898319745623,0.8251344283029557,0.7416910494044376
p15_uppercut_left_main_003,0.33578949789549706,0.4496624733556258,0.26448801240759157,0.27814506465408756,0.27166259819365673,0.17044789242597397,0.04906437097919946,0.048474117507496875,0.04766834099987343,0.5298702150158576,0.7968378308246011,0.7167475460819781
p15_uppercut_left_main_004,0.3742476648076377,0.4719185992091826,0.2334350348415048,0.3012577018453528,0.28132631882970544,0.18222983915493435,0.04900097384069028,0.048642014650774286,0.0477222618862977,0.556893671651191,0.812814811605571,0.736038469619257
p15_uppercut_left_main_005,0.36179656225876167,0.4726269203777309,0.270956948496697,0.31299271274731544,0.2634715244948923,0.18940495613704297,0.04921186827787581,0.048897614899140525,0.047898741359269734,0.5452858757695018,0.8513757016384448,0.7595487538777619
p15_uppercut_left_main_006,0.3582957352536143,0.46129949540608745,0.287017185895199,0.28879208219374125,0.26225693142065454,0.21495772827197,0.04901374670167097,0.048366244463694384,0.04768097242641618,0.5814923231163047,0.8196069468990105,0.7481725597641987
p15_uppercut_left_main_007,0.3667502772053884,0.4681669407459492,0.24809578640726784,0.2952268422497661,0.2827544451330534,0.1815597010307822,0.049036764132055564,0.0485166717025939,0.047686508223251746,0.5292405116662346,0.8417019887566104,0.7479635456294976
p15_uppercut_left_main_008,0.19079710079043188,0.29378808169939663,0.11222193857296751,0.11377352583650657,0.11849468982053615,0.06371099705646763,0.04877658417454681,0.047750335141820595,0.04762038278073563,0.5502568482694212,0.03763653366916507,0.1914226280492419
p15_uppercut_left_main_009,0.33555079399411786,0.47242375230463657,0.19527261019590136,0.2632489478972675,0.22962631150531337,0.1574259971437298,0.050194535866386954,0.04780879158453193,0.0476332598631264,0.47416791025068533,0.7264702181324109,0.6507795257678932
p15_uppercut_left_main_010,0.376435616528496,0.4692179081268176,0.2808053349601976,0.30459129631580106,0.2832054546324194,0.20264677344514076,0.04917774443330525,0.04888778553879119,0.04790213455849149,0.5678271335865489,0.8674588765491132,0.7775693536603439
p15_uppercut_left_main_011,0.3301297927348509,0.46109743462764674,0.24689048330074068,0.30108986930566334,0.2176059637581147,0.19984888100229367,0.04916057601374263,0.04841797266914388,0.04764961492412555,0.4855508458364987,0.8181657005224898,0.7183812441166925
p15_uppercut_left_main_012,0.31748541806264186,0.3924159447506738,0.2039041147649286,0.2711300158846291,0.2399661832984675,0.1415899026282484,0.04899397818969868,0.048237890479232416,0.047657335998891576,0.510941280041519,0.6506129690675062,0.60871146235971
p15_uppercut_left_main_013,0.3607386741753865,0.4683153918680367,0.24989091366535252,0.3047217411871483,0.2846661452457797,0.1822645445074223,0.04896880705962341,0.048575044706977565,0.0477095116367649,0.5569806159099656,0.8263226414995569,0.7455200338226795
p15_uppercut_left_main_014,0.34515767775150513,0.4519765180630314,0.2955511864804814,0.2739532467157557,0.24724555427700873,0.1867842201791295,0.048959233713593016,0.04822943787027347,0.04763816060919544,0.5464541429038415,0.7907620047595568,0.7174696462028423
p15_uppercut_left_main_015,0.33933127958443476,0.4239118763241576,0.19316025655766803,0.2554146566922727,0.2554783635786504,0.14559771668955335,0.04935935670735921,0.04842860290546299,0.04777511805981221,0.5170097074356419,0.6633252205513637,0.6194305666166471
p15_uppercut_left_main_016,0.36457991037145115,0.44869768342906824,0.22286141561089878,0.27778312305232894,0.272281674382871,0.16885036726552066,0.04905040083765401,0.04843242574738679,0.0476863225456793,0.5547292101465223,0.7462233928490967,0.6887751380383242
p15_uppercut_left_main_017,0.20608566640417075,0.325991404233051,0.17248726993490515,0.1557742388561582,0.12598852229530635,0.11459191395657346,0.04876394085582889,0.047789471292862006,0.04761934631716164,0.5231635273892243,0.24162067947779767,0.3260835338512257
p15_uppercut_left_main_018,0.3622313358117267,0.47325669204925297,0.2702318970843292,0.29903793016383184,0.2648465895882014,0.1873972689799004,0.04902820802863679,0.048239447496891116,0.04779240140104551,0.5286866332405672,0.8555703014521957,0.7575052009887071
