uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p15_uppercut_right_main_001,0.339804231,0.459915387,0.243171681,0.314482243,0.287863989,0.239068572,0.049951464,0.047898761,0.048168112,0.521950943,0.901370468,0.78754461,0.689340921,-0.02185427
p15_uppercut_right_main_002,0.369594932,0.455863712,0.287655865,0.31217463,0.260849057,0.234441574,0.050560417,0.049097573,0.049567727,0.518075889,0.924808028,0.802788386,0.652201467,
p15_uppercut_right_main_003,0.367870554,0.436144045,0.280438889,0.316641997,0.248527173,0.210378748,0.05029985,0.048837402,0.048525705,0.500529418,0.89653655,0.77773441,0.674055737,
p15_uppercut_right_main_004,0.349326724,0.409761302,0.269989982,0.276131571,0.237569003,0.2270142,0.050032924,0.048695419,0.047947723,0.528012852,0.794949842,0.714868745,,
p15_uppercut_right_main_005,0.372574259,0.439878682,0.241939816,0.318677166,0.266889544,0.197691003,0.050743614,0.048076321,0.048392994,0.505544388,0.866836509,0.758448873,,
p15_uppercut_right_main_006,0.374970076,0.438940807,0.255997208,0.325359727,0.246491451,0.193996788,0.049973794,0.048669627,0.048282606,0.509250328,0.861276792,0.755668853,,
p15_uppercut_right_main_007,0.370750122,0.468056528,0.25734943,0.340013031,0.262322059,0.207314029,0.054711698,0.052347046,0.048158846,0.553550423,0.864342278,0.771104721,,
p15_uppercut_right_main_008,0.367364628,0.452565996,0.270051383,0.335689155,0.26158465,0.223016691,0.053929978,0.052285395,0.048686916,0.54288383,0.887668064,0.784232794,,
p15_uppercut_right_main_009,0.367105239,0.450776871,0.244293169,0.333454881,0.261242938,0.218150765,0.053534111,0.051035108,0.048019339,0.54351629,0.857260385,0.763137156,,
p15_uppercut_right_main_010,0.34877792,0.457491214,0.27240456,0.311737228,0.295916385,0.218106089,0.049613266,0.048312809,0.051548551,0.54957465,0.889416989,0.787464287,,
p15_uppercut_right_main_011,0.358497874,0.442799021,0.300142106,0.32322108,0.282171599,0.241066629,0.054137574,0.053650396,0.049966121,0.572345238,0.903298689,0.804012654,,
