jap,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p15_jap_main_001,0.299088144,0.449997582,0.241749628,0.32079269,0.242308599,0.206142954,0.047962258,0.052105286,0.047635604,0.440688699,0.88717928,0.753232106,0.704371581,0.033485562
p15_jap_main_002,0.304582664,0.39916597,0.16542738,0.283585573,0.248133576,0.171563478,0.047680826,0.047758305,0.047619055,0.451348591,0.721312548,0.640323361,0.714434249,
p15_jap_main_003,0.346154884,0.438973703,0.212738571,0.318899325,0.24077338,0.212786642,0.04764307,0.047881621,0.047619096,0.500036569,0.829818243,0.730883741,0.680948687,
p15_jap_main_004,0.33281423,0.452317013,0.213022905,0.302453938,0.24210726,0.189810015,0.047712226,0.048197479,0.047619492,0.461641839,0.829149843,0.718897442,,
p15_jap_main_005,0.29691473,0.434013442,0.195217444,0.278047843,0.248948725,0.184627147,0.047932191,0.050332291,0.047622308,0.413864456,0.805908656,0.688295396,,
p15_jap_main_006,0.353204516,0.458665856,0.221595038,0.310071528,0.248876128,0.201508263,0.047688678,0.047977276,0.047619313,0.490966198,0.846654567,0.739948056,,
p15_jap_main_007,0.290446926,0.470045253,0.221620026,0.272775449,0.244129505,0.188906489,0.047928417,0.050309729,0.047621224,0.43389032,0.819063785,0.703511746,,
p15_jap_main_008,0.302381393,0.468190802,0.224804016,0.275842091,0.23992019,0.191975359,0.047909724,0.051096258,0.047620037,0.44787389,0.815220115,0.705016248,,
p15_jap_main_009,0.321854973,0.474652893,0.194157583,0.318117912,0.249044938,0.211037948,0.047694482,0.050099124,0.047619921,0.464690474,0.852718097,0.73630981,,
p15_jap_main_010,0.341688685,0.486602015,0.214226854,0.326115037,0.24717108,0.208030882,0.047634912,0.047846893,0.047619118,0.516548581,0.843136163,0.745159888,,
p15_jap_main_011,0.317264448,0.489085666,0.208245531,0.30953631,0.244662837,0.203528829,0.047633827,0.047824177,0.047619061,0.484045729,0.834939653,0.729671476,,
p15_jap_main_012,0.325014385,0.472093685,0.202717914,0.307009527,0.246673243,0.186320055,0.047660999,0.047843734,0.047619759,0.479474048,0.814142897,0.713742242,,
p15_jap_main_013,0.305465239,0.465442365,0.199843874,0.328419777,0.25209403,0.19929992,0.047683189,0.050614544,0.047619348,0.486093089,0.826684299,0.724506936,,
p15_jap_main_014,0.286235879,0.456866756,0.211710848,0.282689067,0.257209778,0.182622971,0.04793292,0.050464123,0.047638794,0.426022464,0.825604835,0.705730124,,
p15_jap_main_015,0.286266677,0.465823451,0.213692489,0.274787143,0.252915019,0.177250141,0.047843902,0.049628377,0.047636192,0.437838681,0.804269561,0.694340297,,
p15_jap_main_016,0.292606583,0.479762235,0.210778552,0.272152389,0.239581692,0.154196579,0.047712933,0.048185459,0.047620877,0.430470566,0.783683643,0.67771972,,
p15_jap_main_017,0.29127715,0.485307869,0.194519113,0.317222411,0.250665337,0.196280053,0.047707158,0.050041264,0.047620146,0.465862339,0.829023418,0.720075095,,
p15_jap_main_018,0.293938719,0.47757258,0.174936416,0.304404025,0.25120707,0.178484629,0.047643929,0.047803492,0.047619068,0.467725091,0.77926248,0.685801263,,
p15_jap_main_019,0.311109064,0.480748899,0.208547524,0.278836317,0.24858284,0.153016878,0.04769013,0.047857937,0.047619405,0.457248871,0.778674888,0.682247083,,
p15_jap_main_020,0.296446525,0.484234114,0.216181331,0.291912496,0.248954893,0.194687945,0.047843551,0.050165578,0.04762083,0.43017676,0.856903165,0.728885244,,
p15_jap_main_021,0.293243156,0.487321603,0.204901534,0.284688483,0.246719495,0.162656898,0.047700395,0.048186585,0.047620501,0.439983492,0.799486846,0.69163584,,
p15_jap_main_022,0.297012574,0.489853138,0.186082921,0.285958188,0.247901353,0.183047643,0.047671472,0.047894054,0.047619104,0.456523546,0.790655205,0.690415707,,
p15_jap_main_023,0.301549154,0.495739251,0.217255608,0.300234753,0.246036881,0.186609839,0.047691093,0.047895374,0.047619231,0.459446821,0.838012346,0.724442688,,
p15_jap_main_024,0.292172129,0.484024086,0.216790619,0.289223343,0.250166888,0.191306777,0.047956502,0.05000707,0.047631987,0.417125731,0.863889482,0.729860357,,
p15_jap_main_025,0.28814106,0.476249382,0.205379223,0.268580142,0.251335307,0.17956052,0.047755389,0.048859425,0.047620984,0.413298945,0.821989992,0.699382678,,
p15_jap_main_026,0.277501558,0.470066276,0.14784305,0.272554537,0.253257329,0.168003308,0.04771148,0.048951592,0.047619226,0.437401045,0.727555699,0.640509303,,
p15_jap_main_027,0.300504743,0.486968751,0.176040376,0.303770447,0.2479002,0.181470167,0.047640043,0.047767287,0.04761921,0.44573595,0.808908817,0.699956957,,
p15_jap_main_028,0.270435601,0.482356749,0.202150404,0.279895752,0.246741242,0.200518029,0.047884995,0.051922145,0.04763277,0.379754632,0.869485008,0.722565895,,
p15_jap_main_029,0.335575945,0.482041271,0.151715945,0.275677708,0.155978618,0.120960646,0.047783586,0.048761386,0.047619326,0.404627858,0.670692191,0.590872891,,
p15_jap_main_030,0.309110282,0.478496561,0.187204138,0.29601613,0.249328207,0.19773235,0.047693577,0.047921011,0.047619506,0.435789739,0.837815619,0.717207855,,
p15_jap_post_001,0.327481095,0.487181493,0.201298915,0.294425686,0.232611319,0.189433646,0.047695762,0.048214247,0.047620865,0.443684523,0.830335242,0.714340027,,
