uppercut_right,Head,Core,Right_Leg,Left_Leg,Right_Arm,Left_Arm,Acceleration,Velocity,Position,Joint Angle,rotation,Overall,,
p11_uppercut_right_main_001,0.355952732,0.485836546,0.285614558,0.310424797,0.197832256,0.279040396,0.05239727,0.047804637,0.049045971,0.534814386,0.895298272,0.787153106,0.741153591,-0.026873063
p11_uppercut_right_main_002,0.368155741,0.470070264,0.287705603,0.324079323,0.212660004,0.24649974,0.05258871,0.047823061,0.048716311,0.515911639,0.91074861,0.792297518,0.735157723,
p11_uppercut_right_main_003,0.342234085,0.491258904,0.312541936,0.355869701,0.256173727,0.216672809,0.051555234,0.048278495,0.047800672,0.609433653,0.886786047,0.803580329,0.762030786,
p11_uppercut_right_main_004,0.308359187,0.356280379,0.226822535,0.287215341,0.137368364,0.236269273,0.052528058,0.047931337,0.047624363,0.462381959,0.693377698,0.624078977,,
p11_uppercut_right_main_005,0.296532512,0.465240324,0.262154345,0.307655881,0.22949889,0.17979374,0.051570226,0.048228587,0.047631416,0.549916664,0.751100771,0.690745538,,
p11_uppercut_right_main_006,0.316976103,0.386392138,0.240530516,0.295174082,0.15604007,0.260130254,0.053174945,0.047937055,0.047629462,0.49770446,0.741862207,0.668614883,,
p11_uppercut_right_main_007,0.307189116,0.377562848,0.235213338,0.312042908,0.152247517,0.247443124,0.053034254,0.04794294,0.047626563,0.490651503,0.733977695,0.660979837,,
p11_uppercut_right_main_008,0.324334507,0.498606576,0.295151737,0.341278406,0.249478469,0.239550912,0.05219566,0.049162064,0.047784563,0.622543222,0.852226034,0.783321191,,
p11_uppercut_right_main_009,0.351810192,0.491446927,0.261269022,0.306721039,0.198437788,0.279355002,0.052874017,0.053560189,0.049098122,0.502345402,0.893162147,0.775917124,,
p11_uppercut_right_main_010,0.340424996,0.470874329,0.285116316,0.305529126,0.203728705,0.254254796,0.052702238,0.047799911,0.047871893,0.514575052,0.87673952,0.768090179,,
p11_uppercut_right_main_011,0.282162333,0.373452432,0.22138245,0.290792609,0.152229839,0.245410951,0.051632888,0.047796394,0.047627418,0.436099376,0.738081601,0.647486933,,
p11_uppercut_right_main_012,0.341567351,0.467412716,0.282639007,0.324295123,0.215325454,0.206738463,0.052182561,0.047732667,0.048501295,0.50546295,0.864031707,0.756461079,,
p11_uppercut_right_main_013,0.354554946,0.475465745,0.270258052,0.314606776,0.220930027,0.240456369,0.052587327,0.047792881,0.049489938,0.495860626,0.900151957,0.778864557,,
p11_uppercut_right_main_014,0.283903769,0.381534083,0.229534837,0.287740892,0.154769883,0.239804553,0.052435498,0.047937884,0.047627601,0.433567493,0.746500316,0.652620469,,
p11_uppercut_right_main_015,0.310336731,0.483263335,0.265146668,0.344123561,0.24502993,0.223413817,0.051764513,0.048021628,0.0477064,0.533745175,0.879907293,0.776058657,,
p11_uppercut_right_main_016,0.290731134,0.480774598,0.29145604,0.355857684,0.248958847,0.242829797,0.051468081,0.048529919,0.048355002,0.569732706,0.892120637,0.795404257,,
p11_uppercut_right_main_017,0.335823088,0.41312388,0.263902855,0.322719556,0.216530327,0.239033091,0.052206451,0.047767098,0.048240587,0.449414194,0.903172856,0.767045257,,
p11_uppercut_right_main_018,0.295460116,0.491034937,0.287641874,0.3473929,0.25110841,0.234015421,0.051703288,0.050255878,0.048447877,0.546854411,0.899759363,0.793887877,,
p11_uppercut_right_main_019,0.34028411,0.405500083,0.274324353,0.31695059,0.214990542,0.21115127,0.052553037,0.047813659,0.047898164,0.451439954,0.87551302,0.7482911,,
p11_uppercut_right_main_020,0.315782365,0.496133538,0.263913337,0.309013687,0.196030273,0.256415056,0.055118517,0.053853105,0.048842275,0.461453962,0.895211988,0.76508458,,
