Column,pre,main,post
LShoulder,0.24862031450948496,0.2936904948786501,0.2803557787870096
LUArm,0.13384249171177937,0.13200530355600076,0.1421793224843385
LFArm,0.1901550040337054,0.1774436898925487,0.17357472261377968
LHand,0.14353216945177008,0.15334438051784077,0.1536893230486271
RShoulder,0.22115639388588842,0.2680481395670856,0.24727515593701418
RUArm,0.13928036810552488,0.15303810735046894,0.14952448980467645
RFArm,0.25875028871488986,0.2975871464564419,0.28095145668035454
RHand,0.145551931629564,0.15742663844399066,0.1589349498984745
LThigh,0.1779868994417085,0.18366132179894215,0.18600915535529655
LShin,0.29042398413046755,0.30785445667147127,0.3185233584780795
LFoot,0.2193006336914786,0.27676250206180897,0.25653682049816273
LToe,0.14563484468323828,0.16668525222846708,0.1600950684522451
RThigh,0.1823377011073532,0.18309481496342245,0.18582642025343604
RShin,0.30546141122094117,0.3207460212424323,0.321668568009569
RFoot,0.3039128639463816,0.29281376773351825,0.2998887797896626
RToe,0.19216190667262395,0.16271273087171387,0.17381621643992734
Hip,0.8571306754198312,0.8801462031201337,0.8775127095330626
Ab,0.24825821075416615,0.2715932844206116,0.26732024259205667
Chest,0.2272230107743543,0.25820531204638153,0.25271762104359313
Neck,0.28566531527014216,0.3209125104561966,0.30693192394840413
Head,0.2987244692103469,0.3244623754206571,0.3100700147993317
Acceleration,0.04798422155060372,0.04822435924638259,0.048135635732697635
Velocity,0.04773214987509696,0.04771658326494572,0.04772293320286826
Position,0.047627571646377584,0.04762818836088159,0.04763299803072567
Joint Angle,0.49980197705092716,0.6037911799996817,0.5629128273275563
rotation,0.7857631013302246,0.8099858964096948,0.8151842923807721
Overall,0.41669533648830104,0.4288070423852882,0.4314086452057489
