Column,pre,main,post
LShoulder,0.1177583056469859,0.14043431111165267,0.14363113346111472
LUArm,0.02477002862237245,0.03305129444806398,0.039059129442142945
LFArm,0.14518216961341907,0.19073858343932903,0.12682524692246694
LHand,0.0461521545672979,0.05665277723363238,0.062451961250323686
RShoulder,0.19892838138725288,0.19190998718862814,0.20890814991281173
RUArm,0.03562282901956867,0.03479457415621878,0.04345048064454704
RFArm,0.06792397271127122,0.09823420781456817,0.06693623471816541
RHand,0.031665721479195635,0.037988040177664675,0.030813429798243093
LThigh,0.04964715895256661,0.06163165747826742,0.07147022103967568
LShin,0.10457645055748048,0.09839811412475255,0.09551769334757079
LFoot,0.1909327811991235,0.2065503273912599,0.2030408705626956
LToe,0.10054585985516706,0.09797427862216408,0.1369300864335481
RThigh,0.0871053917923023,0.0899214958362781,0.10961732248860415
RShin,0.21788986140844555,0.21106751245273436,0.2460163684241091
RFoot,0.2058632675429842,0.20739366130641382,0.20692541513128715
RToe,0.059373872349033074,0.060357760253851075,0.08101595721460442
Hip,0.787650338500849,0.7859310484230999,0.82379894670034
Ab,0.19766209673426538,0.19556579626894152,0.22860110114527607
Chest,0.21572310701756442,0.2149655162407089,0.24851930008596956
Neck,0.23810220570752555,0.2622236327204955,0.23875718918499453
Head,0.21451772196175534,0.23818713424695923,0.2196977716889336
Acceleration,0.0594060822674549,0.060916373469929765,0.059592195145646266
Velocity,0.048883487728327846,0.049188500013245824,0.04845318487974299
Position,0.04762166176436517,0.047640403405591884,0.047626784994260686
Joint Angle,0.4835716457062767,0.5172920619273362,0.4443049998602214
rotation,0.30929885808434804,0.3377354685436872,0.39618725825311185
Overall,0.17846025992435666,0.19268793597463954,0.22190702162368625
