Column,pre,main,post
LShoulder,0.2984206737957102,0.21462806870307866,0.23939391809502975
LUArm,0.1342869584732146,0.07236573272150042,0.08058581389090866
LFArm,0.1658678767881087,0.1378244618942311,0.12368341081710725
LHand,0.0645836155045184,0.06027046276710172,0.054767148089447784
RShoulder,0.2096318849440712,0.12416243267254538,0.14700866207789623
RUArm,0.29390392036952406,0.23686248752206662,0.25647559640547024
RFArm,0.16081300936363857,0.1250574841765483,0.1422443647318527
RHand,0.1308779589012961,0.09466763185698997,0.0988034888761025
LThigh,0.18768264165902399,0.09800444780432663,0.11274302689377931
LShin,0.23515787346509617,0.1741540992141467,0.17081531835900934
LFoot,0.2346296956623331,0.18707962436333947,0.1889135209118421
LToe,0.11539541027822316,0.08719473452149436,0.0935823731471784
RThigh,0.19159915066698813,0.10043805113095142,0.11472112019589335
RShin,0.24977654593442802,0.20425388840399303,0.24608879425804037
RFoot,0.33859912383456675,0.26800701923173786,0.28155278570720005
RToe,0.19303826878760005,0.09867671163486073,0.1129587656390632
Hip,0.9326986789842563,0.8439838884356803,0.8675865193572777
Ab,0.3252923420484386,0.24387081607852723,0.2652907765703886
Chest,0.3350125023835519,0.2488525350273879,0.2701320008272522
Neck,0.3387377341374195,0.21543798166546804,0.2492222857745397
Head,0.33791495280665734,0.21689809989878955,0.2530990263028644
Acceleration,0.07006080149972849,0.07563939854378726,0.07284420622522206
Velocity,0.06234551330591431,0.06646134082732448,0.06539907168781157
Position,0.047655602369404026,0.04763229950469803,0.04762674264971402
Joint Angle,0.4561864014031413,0.4610980259083059,0.4874186450379495
rotation,0.8024254837860569,0.4594223557955474,0.5162614400342267
Overall,0.42504054307773054,0.2535273276501227,0.28194409134197035
