Column,pre,main,post
LShoulder,0.2784386949132781,0.2641002258094411,0.3107849097932064
LUArm,0.07669518493036544,0.09851076796929062,0.12042509774484556
LFArm,0.20844581656426317,0.22093362061895394,0.23132101770609476
LHand,0.05426665635760186,0.06873238809434883,0.09114911931134133
RShoulder,0.21101037211911616,0.2458263105338073,0.2703143958999454
RUArm,0.12366538938361948,0.13870356212439675,0.16383307068819267
RFArm,0.18610793020560137,0.23773034001483234,0.224423451972836
RHand,0.10010135066770494,0.11643248130005375,0.11836116524503515
LThigh,0.13221606412663317,0.14834418905620073,0.16855150369563457
LShin,0.1780295107738695,0.20995679915294174,0.22753035538097147
LFoot,0.26251556763351286,0.27285419506011904,0.3156416900232954
LToe,0.1382893181022585,0.14903886137232789,0.184437476577581
RThigh,0.13663437614986512,0.14426568968204187,0.16172986406137116
RShin,0.17157942004014934,0.20170267648190796,0.19278921014609982
RFoot,0.2831950335679559,0.27068540091526194,0.30053947020268446
RToe,0.12349083452681284,0.12524554699633417,0.1440985998862448
Hip,0.883694385974317,0.8973789304693215,0.9283084820648101
Ab,0.27839669043132653,0.2903361622714733,0.31880966145490225
Chest,0.28008695073167617,0.29405851718794523,0.32524611454249713
Neck,0.2870216306059011,0.2914774830840292,0.34260489036234487
Head,0.2761094954257951,0.27887644027674,0.3355826742284608
Acceleration,0.05568238811135935,0.05480803589414247,0.05617163659886968
Velocity,0.0485220148536287,0.0484517489192919,0.04972700962980549
Position,0.047657922054906,0.048147648346406426,0.048038415032230206
Joint Angle,0.5411508904086108,0.557366629709913,0.5711618617148847
rotation,0.5961543716253396,0.6595746142917047,0.7598641380874767
Overall,0.3219061468401228,0.3538611313190556,0.4039512765598534
