Column,pre,main,post
LShoulder,0.2929218810550954,0.29007610278600393,0.2703385008748235
LUArm,0.11752179411026664,0.1046019631724619,0.08418236379063722
LFArm,0.1880186214646612,0.20958790068108282,0.19403024779039318
LHand,0.11262521974290444,0.12038585046878601,0.11180120466131645
RShoulder,0.2868963754238068,0.2598104566458063,0.2177991267565953
RUArm,0.027888850145227805,0.029888917646454943,0.03831436343934562
RFArm,0.09676814015515214,0.09378014697034402,0.09240947463376717
RHand,0.0833270400195587,0.09817015531294288,0.07650572610709677
LThigh,0.18046959267390764,0.1716756337024599,0.15897321265361
LShin,0.3278540588155135,0.30461312535984825,0.2876335811579359
LFoot,0.30688357783532416,0.27148009426684366,0.27951193486932074
LToe,0.1831468498208226,0.16176091673098683,0.17693227879538315
RThigh,0.1679910442874691,0.15692706573087375,0.14676810494158038
RShin,0.3084539486573772,0.2941005357998543,0.2672725131952558
RFoot,0.26035667128556195,0.24735827546896652,0.24542166293918574
RToe,0.11020473488015096,0.08366764661325117,0.09729815878438483
Hip,0.9361039718521817,0.9128994338223096,0.8905233361669012
Ab,0.3323190074265213,0.3104611213647978,0.28587344894531397
Chest,0.34528180358533045,0.3223944173978486,0.2996418396247521
Neck,0.3481188293439844,0.31671392898259454,0.3026140905766234
Head,0.32574151599811585,0.2935722189973513,0.2823369157603736
Acceleration,0.060766639519920285,0.06084924413896323,0.06124156655617961
Velocity,0.0508159897304424,0.05045994224946815,0.049266145162223364
Position,0.047797747765909546,0.047683356655450565,0.047634553821406626
Joint Angle,0.6415936352309808,0.6357719752817175,0.5760286263490317
rotation,0.6909528780503532,0.637183587940106,0.6106756423811703
Overall,0.3693753129081313,0.3424334722977783,0.32915509810128846
