Column,pre,main,post
LShoulder,0.3250567811469216,0.3154769098065361,0.31169796455137244
LUArm,0.16538498703832588,0.16643783931280284,0.15573054581678325
LFArm,0.29146244930753923,0.2525151302250072,0.24156597966713841
LHand,0.13521376946691102,0.13598266934882672,0.13484436445132278
RShoulder,0.32306805167125274,0.27897169328668153,0.26573430215261334
RUArm,0.15413733341066949,0.14810884335671146,0.14763182267863426
RFArm,0.2565946806769638,0.25435307917322547,0.22499272243555746
RHand,0.13103655137206754,0.13777605299390755,0.1305006634953178
LThigh,0.1769292426748162,0.18244685697910074,0.17524457515124933
LShin,0.2974530468688553,0.3192504167557253,0.3087594799935019
LFoot,0.23765776925212992,0.2891156801116085,0.2689435748519401
LToe,0.13506211444112645,0.15462167246130326,0.15775710065460832
RThigh,0.1774443151096004,0.18309456832600793,0.18370099357617145
RShin,0.2522031051205595,0.24703681323053361,0.2226027802990776
RFoot,0.3139902426422829,0.3162307767391333,0.2756474593870283
RToe,0.1691302285684873,0.17474958274975966,0.14949405426256365
Hip,0.8933811477163868,0.9247402209852565,0.9096368467390488
Ab,0.2955221757464631,0.32102044946575303,0.2957132567400808
Chest,0.2901989882370849,0.3130775225985774,0.2892135476395639
Neck,0.3452950895506773,0.34150825800044465,0.3449515579211084
Head,0.3430804497555231,0.34179864364033136,0.35470930089322483
Acceleration,0.05129396197527558,0.05590699720237848,0.05460765020919398
Velocity,0.04904178935846138,0.04949883704856918,0.04851929356152106
Position,0.04776580246922827,0.047812411173079786,0.04780084436450138
Joint Angle,0.6280497540167821,0.6127552546514711,0.5799749599549188
rotation,0.8226414916307168,0.8313211919174918,0.7889129715989792
Overall,0.43520364704997244,0.43956680154528566,0.41835690798174036
