Column,pre,main,post
LShoulder,0.2546682227196226,0.2762922059776634,0.2606215870958817
LUArm,0.1525398845323939,0.13331612930273382,0.13021630064480702
LFArm,0.25579275924969835,0.21273009691090122,0.18500405080090984
LHand,0.17767117718175499,0.15804773359107138,0.14146628103794065
RShoulder,0.2599898417496066,0.2978155827379137,0.2717795543203748
RUArm,0.15859019255484397,0.16994102042191248,0.1442176533862763
RFArm,0.19393942774757184,0.2685781478535597,0.2743320044815215
RHand,0.17895511476809853,0.18974330473651574,0.17493614847304415
LThigh,0.18158357026540903,0.1959817457722923,0.1772790130923225
LShin,0.2732705470296869,0.33217808978334556,0.30488772363503114
LFoot,0.20015471100789717,0.2918878166161657,0.27196888836698074
LToe,0.14933709432557107,0.1852887413131798,0.15947986913868942
RThigh,0.17771794943268393,0.1893600346929246,0.16948066114757826
RShin,0.18797382242086685,0.2957789640221987,0.26691774235739757
RFoot,0.2589746734438979,0.35884134507563165,0.3580731136830029
RToe,0.19457555203064317,0.1866746676383138,0.1781552097201387
Hip,0.9574348599609468,0.9761727585624796,0.9465626511663666
Ab,0.349958288054464,0.37312252284940406,0.34364458882496074
Chest,0.3608437736562528,0.3750012865073519,0.34545165057058635
Neck,0.2226794620075498,0.25866111707461853,0.23516756405407455
Head,0.22441421329257202,0.2568563621158298,0.2332293211596491
Acceleration,0.047995677754384194,0.04816335496828647,0.0479999258742525
Velocity,0.04799760368060334,0.04920099955852801,0.04914450782359415
Position,0.04765443445443397,0.04768060762749294,0.04770549431946096
Joint Angle,0.3496890956376056,0.5640076963664536,0.5674843999178135
rotation,0.8812000844053747,0.9080165021134865,0.8125915535032731
Overall,0.46442725942990426,0.4778485548704898,0.43014852391136704
